"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"FUERZA"	"EG"	"UNIONISTA"	"BIEN"	"VICTORIA"	"URNG_MAIZ"	"LIBRE"	"WINAQ"	"VIVA"	"PAN"	"SEMILLA"	"PPT"	"PHG"	"UCN"	"CONVERGENCIA"	"AVANZA"	"UNE"	"VALOR"	"UNIDOS"	"PODEMOS"	"CREO"	"PC"	"MLP"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4039"	"4"	"1"	"15"	"1"	"400"	"19"	"6"	"78"	"4"	"5"	"4"	"6"	"6"	"0"	"4"	"13"	"9"	"2"	"2"	"9"	"10"	"1"	"0"	"13"	"3"	"0"	"0"	"2"	"19"	"5"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"17"	"9"	"0"	"246"	"246"	"1"	"0"
"4040"	"4"	"1"	"15"	"1"	"400"	"15"	"12"	"67"	"3"	"5"	"2"	"4"	"4"	"2"	"3"	"17"	"4"	"5"	"0"	"8"	"3"	"4"	"1"	"17"	"9"	"0"	"0"	"8"	"12"	"6"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"13"	"10"	"0"	"234"	"234"	"1"	"0"
"4041"	"4"	"1"	"15"	"1"	"400"	"11"	"16"	"69"	"1"	"3"	"5"	"11"	"3"	"1"	"5"	"14"	"9"	"4"	"0"	"6"	"4"	"3"	"1"	"15"	"3"	"0"	"1"	"7"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"11"	"0"	"1"	"225"	"225"	"1"	"0"
"4042"	"4"	"1"	"15"	"1"	"397"	"21"	"15"	"66"	"4"	"7"	"5"	"4"	"1"	"0"	"4"	"19"	"2"	"2"	"1"	"13"	"4"	"1"	"1"	"19"	"6"	"0"	"2"	"4"	"21"	"3"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"13"	"2"	"0"	"240"	"240"	"1"	"0"
"4043"	"4"	"1"	"15"	"1"	"400"	"13"	"9"	"82"	"2"	"3"	"3"	"8"	"4"	"1"	"0"	"9"	"8"	"7"	"0"	"7"	"2"	"4"	"0"	"20"	"6"	"1"	"0"	"5"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"12"	"5"	"1"	"234"	"234"	"1"	"0"
"4044"	"4"	"1"	"15"	"1"	"400"	"15"	"14"	"49"	"3"	"6"	"2"	"10"	"2"	"1"	"5"	"15"	"7"	"4"	"1"	"6"	"3"	"0"	"2"	"32"	"4"	"15"	"7"	"4"	"1"	"6"	"3"	"0"	"2"	"32"	"4"	"213"	"213"	"8"	"7"	"0"	"228"	"228"	"1"	"0"
"4045"	"4"	"1"	"15"	"1"	"396"	"22"	"11"	"68"	"6"	"4"	"1"	"5"	"9"	"1"	"3"	"15"	"8"	"3"	"1"	"3"	"4"	"1"	"1"	"27"	"3"	"15"	"8"	"3"	"1"	"3"	"4"	"1"	"1"	"27"	"3"	"220"	"220"	"16"	"2"	"0"	"238"	"238"	"1"	"0"
"4046"	"4"	"1"	"15"	"1"	"399"	"12"	"8"	"56"	"3"	"7"	"5"	"8"	"4"	"0"	"3"	"26"	"3"	"4"	"0"	"5"	"2"	"2"	"2"	"20"	"2"	"26"	"3"	"4"	"0"	"5"	"2"	"2"	"2"	"20"	"2"	"192"	"192"	"7"	"2"	"198"	"201"	"201"	"1"	"0"
"4047"	"4"	"1"	"15"	"2"	"400"	"17"	"7"	"54"	"1"	"6"	"10"	"6"	"4"	"0"	"4"	"14"	"3"	"2"	"1"	"3"	"1"	"4"	"0"	"16"	"7"	"1"	"0"	"3"	"17"	"6"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"7"	"3"	"0"	"197"	"197"	"1"	"0"
"4048"	"4"	"1"	"15"	"2"	"399"	"14"	"9"	"66"	"0"	"4"	"2"	"1"	"2"	"3"	"6"	"17"	"9"	"1"	"0"	"4"	"2"	"3"	"1"	"27"	"7"	"0"	"0"	"6"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"8"	"5"	"0"	"215"	"215"	"1"	"0"
"4049"	"4"	"1"	"15"	"2"	"400"	"23"	"10"	"58"	"3"	"4"	"7"	"1"	"0"	"1"	"7"	"13"	"3"	"0"	"0"	"5"	"3"	"1"	"0"	"19"	"3"	"2"	"2"	"4"	"19"	"6"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"5"	"3"	"0"	"202"	"202"	"1"	"0"
"4050"	"4"	"1"	"15"	"2"	"400"	"19"	"12"	"77"	"1"	"4"	"2"	"4"	"4"	"1"	"4"	"14"	"5"	"1"	"1"	"6"	"7"	"3"	"1"	"16"	"6"	"0"	"0"	"2"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"7"	"1"	"0"	"227"	"227"	"1"	"0"
"4051"	"4"	"1"	"15"	"2"	"400"	"23"	"10"	"85"	"2"	"4"	"2"	"7"	"6"	"0"	"7"	"10"	"5"	"4"	"0"	"16"	"2"	"5"	"0"	"10"	"5"	"0"	"1"	"3"	"21"	"4"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"7"	"0"	"0"	"0"	"239"	"0"	"0"
"4052"	"4"	"1"	"15"	"2"	"316"	"15"	"5"	"46"	"2"	"4"	"2"	"4"	"1"	"1"	"8"	"8"	"2"	"1"	"0"	"7"	"1"	"0"	"3"	"7"	"5"	"0"	"1"	"1"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"4"	"0"	"0"	"138"	"138"	"1"	"0"
"4053"	"4"	"1"	"15"	"2"	"314"	"10"	"5"	"42"	"1"	"4"	"1"	"0"	"1"	"0"	"2"	"1"	"6"	"4"	"1"	"7"	"2"	"5"	"0"	"9"	"6"	"0"	"0"	"3"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"132"	"122"	"9"	"1"	"0"	"142"	"132"	"0"	"0"
"4054"	"4"	"1"	"15"	"2"	"396"	"21"	"11"	"71"	"3"	"8"	"7"	"1"	"4"	"1"	"5"	"17"	"7"	"11"	"1"	"3"	"7"	"3"	"2"	"27"	"8"	"0"	"1"	"2"	"18"	"2"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"16"	"5"	"0"	"262"	"262"	"1"	"0"
"4055"	"4"	"1"	"15"	"2"	"400"	"23"	"17"	"76"	"1"	"4"	"5"	"3"	"4"	"3"	"9"	"12"	"6"	"10"	"2"	"4"	"4"	"5"	"2"	"11"	"8"	"0"	"0"	"3"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"23"	"3"	"0"	"267"	"267"	"1"	"0"
"4056"	"4"	"1"	"15"	"2"	"400"	"21"	"15"	"70"	"9"	"1"	"3"	"3"	"6"	"3"	"10"	"11"	"2"	"7"	"2"	"8"	"0"	"3"	"3"	"14"	"5"	"0"	"1"	"11"	"21"	"7"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"21"	"2"	"0"	"259"	"259"	"1"	"0"
"4057"	"4"	"1"	"15"	"2"	"400"	"21"	"10"	"67"	"7"	"2"	"2"	"10"	"3"	"0"	"5"	"13"	"6"	"7"	"0"	"8"	"3"	"2"	"3"	"17"	"6"	"0"	"2"	"8"	"18"	"7"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"15"	"5"	"0"	"247"	"247"	"1"	"0"
"4058"	"4"	"1"	"15"	"2"	"400"	"31"	"18"	"72"	"3"	"3"	"4"	"4"	"2"	"1"	"7"	"15"	"5"	"5"	"0"	"4"	"5"	"1"	"0"	"29"	"5"	"2"	"0"	"9"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"11"	"1"	"0"	"257"	"257"	"1"	"0"
"4059"	"4"	"1"	"15"	"2"	"400"	"17"	"16"	"47"	"4"	"0"	"5"	"3"	"3"	"1"	"2"	"21"	"4"	"5"	"0"	"3"	"5"	"4"	"2"	"25"	"5"	"0"	"0"	"2"	"19"	"9"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"20"	"4"	"0"	"226"	"226"	"1"	"0"
"4060"	"4"	"1"	"15"	"2"	"261"	"10"	"10"	"44"	"1"	"1"	"2"	"1"	"1"	"0"	"3"	"11"	"3"	"0"	"1"	"3"	"2"	"0"	"1"	"17"	"7"	"0"	"1"	"2"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"137"	"139"	"7"	"2"	"0"	"146"	"148"	"0"	"0"
"4061"	"4"	"1"	"15"	"2"	"260"	"8"	"10"	"48"	"4"	"1"	"1"	"3"	"2"	"0"	"4"	"7"	"4"	"3"	"1"	"7"	"3"	"1"	"1"	"7"	"4"	"0"	"0"	"3"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"4"	"0"	"0"	"143"	"143"	"1"	"0"
"4062"	"4"	"1"	"15"	"2"	"400"	"37"	"28"	"27"	"2"	"9"	"7"	"9"	"4"	"2"	"4"	"19"	"8"	"6"	"0"	"5"	"22"	"1"	"3"	"17"	"7"	"0"	"1"	"6"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"9"	"1"	"0"	"248"	"248"	"1"	"0"
"4063"	"4"	"1"	"15"	"2"	"400"	"36"	"34"	"27"	"0"	"9"	"3"	"7"	"9"	"2"	"5"	"17"	"7"	"2"	"0"	"6"	"21"	"0"	"4"	"23"	"5"	"2"	"1"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"15"	"6"	"2"	"256"	"256"	"1"	"0"
"4064"	"4"	"1"	"15"	"2"	"400"	"47"	"30"	"26"	"2"	"17"	"4"	"10"	"8"	"1"	"9"	"15"	"8"	"8"	"0"	"7"	"14"	"0"	"4"	"23"	"4"	"1"	"0"	"3"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"11"	"4"	"0"	"271"	"271"	"1"	"0"
"4065"	"4"	"1"	"15"	"2"	"400"	"47"	"31"	"9"	"5"	"16"	"2"	"14"	"5"	"1"	"1"	"10"	"7"	"3"	"0"	"5"	"16"	"2"	"2"	"32"	"4"	"0"	"0"	"10"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"253"	"244"	"15"	"4"	"0"	"272"	"263"	"0"	"0"
"4066"	"4"	"1"	"15"	"1"	"400"	"34"	"31"	"23"	"1"	"14"	"7"	"8"	"9"	"2"	"4"	"20"	"9"	"4"	"0"	"7"	"24"	"1"	"3"	"24"	"8"	"0"	"1"	"3"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"14"	"5"	"125"	"272"	"272"	"1"	"0"
"4067"	"4"	"1"	"15"	"2"	"396"	"40"	"35"	"17"	"4"	"20"	"9"	"6"	"7"	"4"	"6"	"13"	"6"	"3"	"2"	"6"	"12"	"1"	"5"	"19"	"8"	"0"	"1"	"9"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"11"	"2"	"0"	"264"	"264"	"1"	"0"
"4068"	"4"	"1"	"15"	"2"	"400"	"42"	"26"	"26"	"2"	"10"	"7"	"9"	"5"	"7"	"4"	"17"	"7"	"5"	"1"	"6"	"16"	"1"	"2"	"17"	"6"	"1"	"0"	"5"	"15"	"10"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"16"	"4"	"0"	"267"	"267"	"1"	"0"
"4069"	"4"	"1"	"15"	"2"	"400"	"36"	"35"	"21"	"1"	"18"	"7"	"9"	"9"	"2"	"5"	"18"	"3"	"4"	"0"	"13"	"22"	"1"	"2"	"31"	"3"	"1"	"1"	"2"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"9"	"2"	"0"	"272"	"272"	"1"	"0"
"4070"	"4"	"1"	"15"	"2"	"398"	"39"	"25"	"18"	"2"	"18"	"7"	"12"	"5"	"2"	"7"	"13"	"6"	"7"	"1"	"5"	"17"	"0"	"1"	"19"	"5"	"0"	"1"	"3"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"21"	"4"	"0"	"247"	"247"	"1"	"0"
"4071"	"4"	"1"	"15"	"2"	"400"	"34"	"37"	"32"	"2"	"21"	"7"	"11"	"8"	"1"	"7"	"14"	"4"	"12"	"0"	"8"	"10"	"0"	"1"	"22"	"7"	"0"	"1"	"3"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"6"	"0"	"0"	"275"	"275"	"1"	"0"
"4072"	"4"	"1"	"15"	"2"	"400"	"31"	"33"	"26"	"4"	"23"	"4"	"9"	"7"	"3"	"4"	"13"	"4"	"6"	"1"	"11"	"21"	"0"	"2"	"12"	"4"	"0"	"0"	"2"	"14"	"8"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"9"	"1"	"0"	"252"	"252"	"1"	"0"
"4073"	"4"	"1"	"15"	"2"	"401"	"30"	"43"	"28"	"2"	"14"	"3"	"10"	"12"	"4"	"9"	"16"	"5"	"13"	"0"	"6"	"14"	"0"	"0"	"18"	"1"	"0"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"237"	"7"	"4"	"0"	"256"	"248"	"0"	"0"
"4074"	"4"	"1"	"15"	"2"	"395"	"50"	"21"	"27"	"0"	"10"	"10"	"3"	"5"	"0"	"4"	"17"	"7"	"2"	"0"	"10"	"16"	"0"	"2"	"22"	"8"	"2"	"1"	"4"	"16"	"6"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"12"	"2"	"0"	"257"	"257"	"1"	"0"
"4075"	"4"	"1"	"15"	"2"	"400"	"37"	"34"	"15"	"0"	"16"	"6"	"16"	"6"	"2"	"13"	"15"	"8"	"2"	"0"	"9"	"24"	"1"	"5"	"16"	"6"	"0"	"0"	"4"	"17"	"7"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"11"	"2"	"0"	"272"	"272"	"1"	"0"
"4076"	"4"	"1"	"15"	"2"	"400"	"33"	"26"	"33"	"0"	"18"	"4"	"7"	"8"	"4"	"4"	"15"	"6"	"9"	"2"	"6"	"10"	"0"	"5"	"13"	"4"	"2"	"1"	"4"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"13"	"4"	"0"	"249"	"249"	"1"	"0"
"4077"	"4"	"1"	"15"	"1"	"0"	"39"	"34"	"28"	"2"	"21"	"5"	"7"	"8"	"4"	"13"	"13"	"4"	"5"	"1"	"2"	"15"	"0"	"0"	"22"	"5"	"3"	"1"	"2"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"12"	"0"	"0"	"264"	"264"	"1"	"0"
"4078"	"4"	"1"	"15"	"1"	"400"	"41"	"30"	"30"	"0"	"18"	"8"	"11"	"7"	"2"	"7"	"12"	"10"	"7"	"0"	"7"	"23"	"0"	"7"	"19"	"4"	"0"	"0"	"3"	"14"	"4"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"9"	"1"	"0"	"274"	"274"	"1"	"0"
"4079"	"4"	"1"	"15"	"1"	"400"	"47"	"27"	"29"	"2"	"16"	"7"	"19"	"6"	"1"	"4"	"19"	"4"	"4"	"0"	"6"	"10"	"1"	"1"	"13"	"3"	"1"	"1"	"2"	"13"	"8"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"10"	"3"	"0"	"257"	"257"	"1"	"0"
"4080"	"4"	"1"	"15"	"2"	"400"	"42"	"25"	"33"	"4"	"15"	"7"	"11"	"6"	"2"	"9"	"19"	"7"	"1"	"0"	"9"	"19"	"0"	"0"	"17"	"8"	"0"	"1"	"2"	"18"	"3"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"11"	"6"	"0"	"275"	"275"	"1"	"0"
"4081"	"4"	"1"	"15"	"1"	"400"	"36"	"33"	"19"	"3"	"17"	"6"	"14"	"7"	"1"	"9"	"15"	"5"	"11"	"1"	"4"	"19"	"1"	"3"	"19"	"3"	"15"	"5"	"11"	"1"	"4"	"19"	"1"	"3"	"19"	"3"	"248"	"248"	"8"	"0"	"0"	"256"	"256"	"1"	"0"
"4082"	"4"	"1"	"15"	"2"	"395"	"43"	"42"	"24"	"2"	"9"	"9"	"15"	"4"	"0"	"6"	"15"	"6"	"5"	"0"	"9"	"23"	"0"	"0"	"27"	"6"	"0"	"0"	"4"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"8"	"0"	"0"	"269"	"269"	"1"	"0"
"4083"	"4"	"1"	"15"	"2"	"400"	"32"	"31"	"20"	"1"	"18"	"5"	"11"	"5"	"4"	"5"	"16"	"4"	"5"	"0"	"8"	"21"	"0"	"0"	"15"	"7"	"0"	"1"	"6"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"14"	"2"	"0"	"247"	"247"	"1"	"0"
"4084"	"4"	"1"	"15"	"2"	"400"	"37"	"32"	"23"	"1"	"15"	"2"	"8"	"5"	"2"	"4"	"12"	"8"	"8"	"0"	"7"	"21"	"0"	"3"	"21"	"3"	"0"	"1"	"4"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"25"	"4"	"0"	"264"	"264"	"1"	"0"
"4085"	"4"	"1"	"15"	"2"	"400"	"26"	"27"	"23"	"0"	"14"	"4"	"11"	"4"	"0"	"8"	"20"	"4"	"5"	"0"	"9"	"19"	"1"	"3"	"26"	"5"	"0"	"1"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"14"	"8"	"0"	"247"	"247"	"1"	"0"
"4086"	"4"	"1"	"15"	"2"	"396"	"29"	"39"	"14"	"0"	"10"	"7"	"3"	"9"	"5"	"7"	"18"	"6"	"4"	"1"	"9"	"19"	"2"	"4"	"22"	"3"	"1"	"0"	"5"	"14"	"4"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"13"	"3"	"0"	"251"	"251"	"1"	"0"
"4087"	"4"	"1"	"15"	"2"	"400"	"32"	"33"	"19"	"2"	"13"	"6"	"9"	"7"	"5"	"2"	"11"	"9"	"10"	"2"	"3"	"14"	"0"	"2"	"20"	"2"	"0"	"0"	"9"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"16"	"0"	"0"	"239"	"239"	"1"	"0"
"4088"	"4"	"1"	"15"	"2"	"400"	"39"	"35"	"22"	"0"	"21"	"3"	"8"	"5"	"0"	"3"	"17"	"5"	"5"	"0"	"6"	"11"	"0"	"1"	"16"	"2"	"0"	"1"	"3"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"10"	"3"	"0"	"233"	"233"	"1"	"0"
"4089"	"4"	"1"	"15"	"2"	"394"	"37"	"37"	"29"	"1"	"12"	"2"	"9"	"4"	"2"	"7"	"16"	"9"	"7"	"1"	"7"	"11"	"0"	"0"	"17"	"10"	"0"	"0"	"5"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"238"	"5"	"1"	"0"	"251"	"244"	"0"	"0"
"4090"	"4"	"1"	"15"	"2"	"400"	"47"	"33"	"28"	"1"	"12"	"8"	"10"	"2"	"5"	"10"	"21"	"6"	"11"	"2"	"13"	"10"	"1"	"3"	"26"	"9"	"1"	"0"	"15"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"283"	"283"	"6"	"1"	"0"	"290"	"290"	"1"	"0"
"4091"	"4"	"1"	"15"	"2"	"400"	"50"	"37"	"38"	"2"	"30"	"8"	"11"	"0"	"1"	"10"	"13"	"0"	"15"	"1"	"19"	"3"	"0"	"3"	"20"	"5"	"0"	"1"	"4"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"8"	"0"	"0"	"298"	"298"	"1"	"0"
"4092"	"4"	"1"	"15"	"2"	"403"	"40"	"33"	"34"	"2"	"15"	"5"	"18"	"6"	"4"	"7"	"13"	"4"	"4"	"0"	"13"	"20"	"0"	"3"	"22"	"3"	"2"	"0"	"1"	"17"	"6"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"8"	"0"	"0"	"280"	"280"	"1"	"0"
"4093"	"4"	"1"	"15"	"2"	"205"	"14"	"19"	"14"	"0"	"11"	"4"	"6"	"2"	"0"	"3"	"6"	"3"	"3"	"0"	"3"	"8"	"0"	"0"	"12"	"4"	"0"	"0"	"2"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"3"	"4"	"0"	"130"	"130"	"1"	"0"
"4094"	"4"	"1"	"15"	"1"	"206"	"25"	"17"	"6"	"0"	"6"	"2"	"3"	"1"	"1"	"9"	"8"	"3"	"0"	"0"	"4"	"6"	"0"	"1"	"10"	"0"	"0"	"0"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"105"	"110"	"3"	"4"	"0"	"112"	"117"	"0"	"0"
"4095"	"4"	"1"	"15"	"2"	"400"	"20"	"30"	"14"	"7"	"17"	"8"	"2"	"4"	"0"	"9"	"17"	"12"	"15"	"1"	"12"	"4"	"0"	"2"	"14"	"5"	"0"	"0"	"21"	"22"	"5"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"19"	"1"	"0"	"261"	"261"	"1"	"0"
"4096"	"4"	"1"	"15"	"2"	"460"	"20"	"22"	"19"	"3"	"27"	"6"	"4"	"1"	"1"	"8"	"10"	"9"	"13"	"1"	"7"	"4"	"0"	"5"	"14"	"13"	"1"	"0"	"10"	"22"	"3"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"10"	"5"	"0"	"238"	"238"	"1"	"0"
"4097"	"4"	"1"	"15"	"2"	"394"	"19"	"23"	"21"	"7"	"23"	"5"	"5"	"1"	"2"	"6"	"7"	"10"	"17"	"2"	"9"	"3"	"1"	"4"	"17"	"8"	"0"	"1"	"13"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"19"	"2"	"0"	"246"	"246"	"1"	"0"
"4098"	"4"	"1"	"15"	"2"	"393"	"23"	"31"	"18"	"4"	"21"	"8"	"5"	"4"	"4"	"13"	"10"	"5"	"16"	"0"	"8"	"4"	"0"	"1"	"10"	"6"	"0"	"0"	"10"	"16"	"19"	"0"	"0"	"0"	"0"	"0"	"227"	"236"	"17"	"4"	"0"	"248"	"257"	"0"	"0"
"4099"	"4"	"1"	"15"	"2"	"400"	"25"	"25"	"25"	"6"	"24"	"6"	"2"	"2"	"5"	"10"	"11"	"6"	"9"	"0"	"8"	"2"	"0"	"6"	"19"	"7"	"0"	"0"	"10"	"24"	"8"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"24"	"3"	"1"	"267"	"267"	"1"	"0"
"4100"	"4"	"1"	"15"	"2"	"397"	"32"	"37"	"23"	"5"	"11"	"5"	"4"	"4"	"3"	"3"	"15"	"13"	"12"	"1"	"7"	"4"	"1"	"4"	"19"	"14"	"0"	"1"	"16"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"20"	"2"	"0"	"286"	"286"	"1"	"0"
"4101"	"4"	"1"	"15"	"2"	"400"	"20"	"20"	"28"	"7"	"14"	"4"	"3"	"3"	"5"	"8"	"18"	"8"	"16"	"2"	"14"	"5"	"1"	"2"	"20"	"5"	"1"	"0"	"17"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"24"	"3"	"0"	"0"	"275"	"0"	"0"
"4102"	"4"	"1"	"15"	"2"	"392"	"20"	"30"	"18"	"7"	"28"	"5"	"5"	"4"	"2"	"11"	"12"	"9"	"19"	"2"	"14"	"0"	"3"	"3"	"16"	"4"	"3"	"0"	"9"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"247"	"249"	"4"	"7"	"14"	"258"	"260"	"0"	"0"
"4103"	"4"	"1"	"15"	"2"	"391"	"22"	"38"	"20"	"9"	"20"	"10"	"3"	"8"	"1"	"9"	"13"	"13"	"14"	"1"	"12"	"5"	"2"	"3"	"16"	"14"	"2"	"0"	"15"	"19"	"6"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"8"	"1"	"0"	"284"	"284"	"1"	"0"
"4104"	"4"	"1"	"15"	"2"	"396"	"26"	"28"	"23"	"7"	"26"	"6"	"5"	"4"	"2"	"9"	"13"	"8"	"13"	"2"	"6"	"1"	"2"	"8"	"14"	"6"	"1"	"1"	"19"	"16"	"12"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"15"	"2"	"0"	"275"	"275"	"1"	"0"
"4105"	"4"	"1"	"15"	"2"	"397"	"23"	"27"	"16"	"7"	"22"	"7"	"4"	"5"	"1"	"9"	"11"	"17"	"17"	"1"	"11"	"7"	"3"	"3"	"15"	"8"	"2"	"1"	"11"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"23"	"3"	"0"	"274"	"274"	"1"	"0"
"4106"	"4"	"1"	"15"	"2"	"400"	"19"	"29"	"20"	"6"	"22"	"5"	"3"	"3"	"2"	"11"	"11"	"12"	"16"	"1"	"12"	"1"	"1"	"4"	"12"	"8"	"1"	"0"	"8"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"2"	"0"	"244"	"244"	"1"	"0"
"4107"	"4"	"1"	"15"	"2"	"396"	"26"	"29"	"20"	"3"	"10"	"9"	"5"	"0"	"3"	"10"	"12"	"13"	"16"	"0"	"7"	"5"	"2"	"4"	"13"	"12"	"1"	"3"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"17"	"4"	"2"	"239"	"239"	"1"	"0"
"4108"	"4"	"1"	"15"	"2"	"400"	"16"	"30"	"16"	"3"	"22"	"5"	"5"	"1"	"2"	"13"	"11"	"12"	"14"	"1"	"8"	"4"	"2"	"1"	"15"	"6"	"0"	"0"	"12"	"19"	"3"	"0"	"0"	"0"	"0"	"0"	"219"	"221"	"20"	"0"	"0"	"241"	"241"	"0"	"0"
"4109"	"4"	"1"	"15"	"2"	"400"	"34"	"21"	"16"	"3"	"21"	"8"	"3"	"5"	"0"	"15"	"14"	"4"	"11"	"1"	"18"	"4"	"4"	"1"	"13"	"2"	"0"	"0"	"8"	"10"	"6"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"7"	"2"	"0"	"231"	"231"	"1"	"0"
"4110"	"4"	"1"	"15"	"2"	"396"	"29"	"18"	"23"	"2"	"19"	"8"	"0"	"4"	"1"	"11"	"8"	"7"	"10"	"0"	"9"	"1"	"2"	"2"	"15"	"5"	"0"	"0"	"14"	"23"	"7"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"10"	"1"	"0"	"229"	"229"	"1"	"0"
"4111"	"4"	"1"	"15"	"2"	"397"	"29"	"40"	"15"	"5"	"17"	"10"	"4"	"1"	"0"	"12"	"11"	"5"	"13"	"2"	"10"	"2"	"3"	"6"	"20"	"7"	"0"	"2"	"11"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"9"	"3"	"4"	"253"	"253"	"1"	"0"
"4112"	"4"	"1"	"15"	"2"	"396"	"28"	"23"	"28"	"4"	"21"	"4"	"3"	"2"	"0"	"6"	"19"	"9"	"21"	"1"	"13"	"3"	"0"	"6"	"19"	"11"	"0"	"0"	"11"	"21"	"8"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"16"	"2"	"1"	"279"	"279"	"1"	"0"
"4113"	"4"	"1"	"15"	"2"	"393"	"25"	"28"	"16"	"2"	"19"	"7"	"3"	"8"	"2"	"8"	"13"	"5"	"13"	"2"	"7"	"4"	"2"	"2"	"14"	"8"	"2"	"2"	"14"	"19"	"7"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"15"	"3"	"0"	"250"	"250"	"1"	"0"
