"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"FUERZA"	"EG"	"UNIONISTA"	"BIEN"	"VICTORIA"	"URNG_MAIZ"	"LIBRE"	"WINAQ"	"VIVA"	"PAN"	"SEMILLA"	"PPT"	"PHG"	"UCN"	"CONVERGENCIA"	"AVANZA"	"UNE"	"VALOR"	"UNIDOS"	"PODEMOS"	"CREO"	"PC"	"MLP"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4189"	"4"	"1"	"15"	"2"	"413"	"7"	"17"	"40"	"4"	"12"	"3"	"6"	"2"	"3"	"17"	"17"	"8"	"10"	"0"	"10"	"4"	"0"	"2"	"15"	"7"	"0"	"2"	"2"	"11"	"7"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"7"	"3"	"0"	"216"	"216"	"1"	"0"
"4190"	"4"	"1"	"15"	"1"	"400"	"9"	"23"	"46"	"4"	"14"	"2"	"10"	"3"	"4"	"13"	"10"	"7"	"9"	"1"	"16"	"4"	"0"	"1"	"15"	"12"	"0"	"0"	"9"	"9"	"9"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"9"	"1"	"0"	"240"	"240"	"1"	"0"
"4191"	"4"	"1"	"15"	"2"	"318"	"8"	"23"	"32"	"0"	"6"	"3"	"9"	"1"	"5"	"10"	"14"	"4"	"5"	"1"	"16"	"3"	"1"	"2"	"10"	"4"	"4"	"0"	"4"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"7"	"0"	"0"	"185"	"185"	"1"	"0"
"4192"	"4"	"1"	"15"	"2"	"149"	"6"	"10"	"21"	"2"	"11"	"6"	"3"	"3"	"1"	"2"	"11"	"2"	"3"	"1"	"0"	"5"	"1"	"2"	"21"	"4"	"0"	"0"	"10"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"143"	"137"	"4"	"2"	"0"	"149"	"143"	"0"	"0"
"4193"	"4"	"1"	"15"	"1"	"400"	"19"	"30"	"11"	"2"	"15"	"13"	"4"	"1"	"4"	"18"	"10"	"15"	"5"	"0"	"5"	"4"	"3"	"1"	"17"	"1"	"0"	"2"	"7"	"19"	"4"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"10"	"7"	"0"	"227"	"227"	"1"	"0"
"4194"	"4"	"1"	"15"	"1"	"396"	"21"	"24"	"13"	"1"	"13"	"25"	"6"	"6"	"1"	"14"	"12"	"13"	"7"	"3"	"8"	"4"	"4"	"1"	"21"	"4"	"0"	"0"	"6"	"16"	"5"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"11"	"6"	"0"	"245"	"245"	"1"	"0"
"4195"	"4"	"1"	"15"	"1"	"400"	"13"	"38"	"20"	"5"	"10"	"17"	"8"	"1"	"3"	"16"	"12"	"3"	"5"	"2"	"6"	"6"	"1"	"3"	"19"	"6"	"12"	"3"	"5"	"2"	"6"	"6"	"1"	"3"	"19"	"6"	"223"	"223"	"23"	"7"	"0"	"253"	"253"	"1"	"0"
"4196"	"4"	"1"	"15"	"2"	"400"	"18"	"38"	"21"	"5"	"12"	"16"	"8"	"3"	"1"	"12"	"24"	"8"	"5"	"1"	"7"	"2"	"1"	"0"	"16"	"6"	"2"	"0"	"7"	"26"	"6"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"15"	"3"	"0"	"263"	"263"	"1"	"0"
"4197"	"4"	"1"	"15"	"2"	"400"	"9"	"29"	"22"	"3"	"14"	"22"	"4"	"3"	"3"	"16"	"19"	"14"	"4"	"1"	"9"	"6"	"0"	"1"	"19"	"4"	"0"	"0"	"7"	"17"	"10"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"18"	"5"	"0"	"259"	"259"	"1"	"0"
"4198"	"4"	"1"	"15"	"2"	"396"	"12"	"45"	"9"	"1"	"12"	"16"	"5"	"4"	"5"	"28"	"7"	"10"	"7"	"1"	"9"	"2"	"1"	"1"	"26"	"4"	"1"	"2"	"8"	"18"	"3"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"17"	"5"	"1"	"259"	"259"	"1"	"0"
"4199"	"4"	"1"	"15"	"2"	"396"	"19"	"26"	"22"	"4"	"9"	"21"	"3"	"5"	"2"	"15"	"15"	"20"	"7"	"0"	"5"	"2"	"1"	"2"	"28"	"4"	"1"	"1"	"7"	"16"	"6"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"15"	"4"	"1"	"260"	"260"	"1"	"0"
"4200"	"4"	"1"	"15"	"2"	"400"	"15"	"25"	"19"	"1"	"9"	"18"	"1"	"4"	"3"	"20"	"15"	"10"	"6"	"0"	"8"	"4"	"1"	"2"	"25"	"4"	"0"	"1"	"12"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"6"	"5"	"0"	"231"	"232"	"0"	"0"
"4201"	"4"	"1"	"15"	"1"	"400"	"12"	"40"	"18"	"3"	"8"	"17"	"4"	"1"	"0"	"16"	"19"	"6"	"4"	"1"	"6"	"6"	"4"	"1"	"16"	"0"	"19"	"6"	"4"	"1"	"6"	"6"	"4"	"1"	"16"	"0"	"207"	"207"	"11"	"4"	"0"	"222"	"222"	"1"	"0"
"4202"	"4"	"1"	"15"	"2"	"401"	"12"	"34"	"23"	"3"	"10"	"12"	"5"	"2"	"1"	"14"	"18"	"4"	"6"	"0"	"11"	"2"	"0"	"2"	"13"	"7"	"0"	"2"	"6"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"6"	"2"	"0"	"215"	"215"	"1"	"0"
"4203"	"4"	"1"	"15"	"2"	"402"	"17"	"32"	"13"	"3"	"15"	"17"	"2"	"6"	"1"	"23"	"12"	"7"	"3"	"1"	"7"	"2"	"1"	"1"	"21"	"5"	"1"	"0"	"9"	"14"	"7"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"7"	"1"	"0"	"228"	"228"	"1"	"0"
"4204"	"4"	"1"	"15"	"2"	"400"	"25"	"37"	"16"	"2"	"12"	"10"	"2"	"2"	"0"	"18"	"25"	"9"	"7"	"0"	"6"	"3"	"4"	"1"	"18"	"5"	"1"	"1"	"4"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"9"	"2"	"0"	"235"	"235"	"1"	"0"
"4205"	"4"	"1"	"15"	"2"	"396"	"19"	"47"	"18"	"1"	"3"	"16"	"3"	"2"	"3"	"11"	"14"	"7"	"5"	"2"	"9"	"3"	"3"	"1"	"19"	"4"	"1"	"1"	"9"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"14"	"13"	"0"	"249"	"249"	"1"	"0"
"4206"	"4"	"1"	"15"	"2"	"397"	"12"	"29"	"22"	"2"	"5"	"14"	"6"	"3"	"4"	"20"	"17"	"6"	"9"	"0"	"5"	"3"	"2"	"0"	"25"	"2"	"2"	"0"	"7"	"15"	"5"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"11"	"0"	"0"	"226"	"226"	"1"	"0"
"4207"	"4"	"1"	"15"	"2"	"400"	"22"	"39"	"15"	"6"	"11"	"11"	"2"	"3"	"1"	"24"	"14"	"6"	"8"	"1"	"10"	"1"	"0"	"3"	"18"	"4"	"0"	"1"	"3"	"20"	"8"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"14"	"2"	"0"	"247"	"247"	"1"	"0"
"4208"	"4"	"1"	"15"	"2"	"400"	"11"	"31"	"14"	"7"	"10"	"17"	"2"	"3"	"5"	"19"	"20"	"6"	"6"	"1"	"6"	"5"	"2"	"3"	"27"	"5"	"1"	"0"	"8"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"15"	"3"	"0"	"242"	"242"	"1"	"0"
"4209"	"4"	"1"	"15"	"2"	"400"	"12"	"36"	"15"	"1"	"10"	"15"	"1"	"3"	"1"	"16"	"23"	"12"	"6"	"0"	"12"	"6"	"1"	"2"	"15"	"4"	"0"	"1"	"4"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"13"	"3"	"0"	"231"	"231"	"1"	"0"
"4210"	"4"	"1"	"15"	"2"	"400"	"22"	"43"	"12"	"4"	"9"	"17"	"2"	"4"	"1"	"27"	"16"	"12"	"6"	"0"	"10"	"2"	"3"	"1"	"21"	"6"	"3"	"3"	"4"	"14"	"5"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"14"	"4"	"0"	"265"	"265"	"1"	"0"
"4211"	"4"	"1"	"15"	"2"	"400"	"13"	"40"	"13"	"3"	"6"	"14"	"2"	"1"	"1"	"23"	"16"	"17"	"8"	"1"	"8"	"1"	"4"	"2"	"24"	"5"	"1"	"2"	"4"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"12"	"6"	"3"	"243"	"243"	"1"	"0"
"4212"	"4"	"1"	"15"	"2"	"400"	"18"	"30"	"12"	"1"	"17"	"16"	"6"	"7"	"0"	"22"	"17"	"11"	"4"	"0"	"2"	"3"	"2"	"2"	"21"	"2"	"0"	"1"	"7"	"11"	"6"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"19"	"4"	"0"	"241"	"241"	"1"	"0"
"4213"	"4"	"1"	"15"	"2"	"400"	"19"	"28"	"23"	"3"	"11"	"22"	"3"	"5"	"2"	"21"	"21"	"3"	"9"	"0"	"2"	"4"	"0"	"1"	"15"	"4"	"0"	"1"	"6"	"12"	"8"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"11"	"3"	"0"	"237"	"237"	"1"	"0"
"4214"	"4"	"1"	"15"	"2"	"393"	"19"	"31"	"13"	"5"	"8"	"14"	"3"	"6"	"2"	"16"	"17"	"10"	"5"	"0"	"3"	"4"	"2"	"0"	"23"	"1"	"1"	"0"	"4"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"15"	"1"	"0"	"216"	"216"	"1"	"0"
"4215"	"4"	"1"	"15"	"1"	"400"	"10"	"37"	"20"	"1"	"10"	"18"	"6"	"6"	"0"	"18"	"24"	"9"	"7"	"0"	"1"	"2"	"0"	"1"	"23"	"5"	"1"	"2"	"7"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"17"	"3"	"0"	"242"	"242"	"1"	"0"
"4216"	"4"	"1"	"15"	"2"	"396"	"21"	"29"	"17"	"3"	"8"	"22"	"2"	"3"	"2"	"7"	"17"	"6"	"4"	"0"	"6"	"3"	"2"	"0"	"21"	"6"	"1"	"1"	"6"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"11"	"2"	"0"	"214"	"214"	"1"	"0"
"4217"	"4"	"1"	"15"	"2"	"396"	"10"	"19"	"9"	"0"	"9"	"21"	"2"	"6"	"2"	"10"	"20"	"11"	"5"	"3"	"4"	"2"	"3"	"2"	"21"	"7"	"0"	"2"	"5"	"16"	"4"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"14"	"3"	"0"	"207"	"210"	"0"	"0"
"4218"	"4"	"1"	"15"	"2"	"398"	"7"	"23"	"21"	"3"	"11"	"15"	"2"	"2"	"1"	"16"	"15"	"17"	"5"	"0"	"8"	"5"	"1"	"1"	"22"	"3"	"0"	"3"	"12"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"15"	"2"	"0"	"225"	"225"	"1"	"0"
"4219"	"4"	"1"	"15"	"2"	"434"	"18"	"31"	"14"	"2"	"12"	"12"	"5"	"3"	"2"	"13"	"18"	"6"	"9"	"0"	"8"	"1"	"0"	"0"	"13"	"2"	"0"	"0"	"7"	"10"	"7"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"4"	"1"	"0"	"198"	"198"	"1"	"0"
"4220"	"4"	"1"	"15"	"2"	"393"	"18"	"34"	"10"	"4"	"16"	"12"	"4"	"2"	"2"	"18"	"19"	"4"	"5"	"1"	"8"	"3"	"1"	"1"	"5"	"5"	"0"	"1"	"8"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"12"	"0"	"0"	"209"	"209"	"1"	"0"
"4221"	"4"	"1"	"15"	"2"	"396"	"17"	"23"	"20"	"3"	"17"	"10"	"4"	"4"	"3"	"24"	"12"	"10"	"8"	"1"	"10"	"3"	"2"	"2"	"11"	"5"	"0"	"1"	"6"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"7"	"1"	"8"	"222"	"222"	"1"	"0"
"4222"	"4"	"1"	"15"	"2"	"400"	"18"	"32"	"26"	"1"	"14"	"9"	"1"	"0"	"2"	"26"	"20"	"8"	"5"	"0"	"12"	"4"	"1"	"0"	"11"	"5"	"1"	"3"	"3"	"21"	"7"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"2"	"0"	"0"	"232"	"232"	"1"	"0"
"4223"	"4"	"1"	"15"	"2"	"401"	"16"	"20"	"21"	"3"	"14"	"8"	"1"	"2"	"1"	"19"	"11"	"3"	"3"	"0"	"11"	"1"	"0"	"0"	"10"	"6"	"0"	"0"	"6"	"12"	"6"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"4"	"3"	"0"	"181"	"181"	"1"	"0"
"4224"	"4"	"1"	"15"	"2"	"198"	"7"	"17"	"5"	"0"	"8"	"8"	"2"	"2"	"0"	"6"	"4"	"5"	"1"	"0"	"8"	"1"	"0"	"0"	"7"	"1"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"1"	"1"	"0"	"90"	"90"	"1"	"0"
"4225"	"4"	"1"	"15"	"2"	"190"	"1"	"12"	"11"	"2"	"6"	"2"	"2"	"2"	"0"	"8"	"3"	"4"	"1"	"0"	"6"	"2"	"0"	"0"	"9"	"1"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"77"	"77"	"4"	"1"	"0"	"82"	"82"	"1"	"0"
"4226"	"4"	"1"	"15"	"2"	"396"	"28"	"22"	"16"	"4"	"19"	"3"	"4"	"1"	"6"	"13"	"16"	"14"	"8"	"0"	"9"	"2"	"2"	"4"	"13"	"7"	"1"	"1"	"3"	"24"	"10"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"18"	"1"	"1"	"249"	"249"	"1"	"0"
"4227"	"4"	"1"	"15"	"2"	"400"	"32"	"23"	"15"	"1"	"17"	"10"	"8"	"4"	"3"	"10"	"19"	"4"	"9"	"2"	"18"	"1"	"0"	"8"	"16"	"4"	"0"	"0"	"12"	"29"	"7"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"17"	"1"	"0"	"270"	"270"	"1"	"0"
"4228"	"4"	"1"	"15"	"2"	"400"	"29"	"30"	"16"	"6"	"21"	"10"	"4"	"3"	"2"	"29"	"19"	"10"	"10"	"0"	"5"	"4"	"1"	"5"	"11"	"10"	"1"	"0"	"4"	"26"	"6"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"11"	"0"	"0"	"273"	"273"	"1"	"0"
"4229"	"4"	"1"	"15"	"1"	"400"	"20"	"49"	"9"	"5"	"18"	"10"	"5"	"5"	"4"	"26"	"12"	"7"	"11"	"0"	"12"	"2"	"1"	"1"	"14"	"13"	"0"	"1"	"7"	"27"	"6"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"11"	"3"	"1"	"279"	"279"	"1"	"0"
"4230"	"4"	"1"	"15"	"1"	"400"	"23"	"31"	"19"	"3"	"22"	"6"	"3"	"0"	"5"	"31"	"7"	"7"	"8"	"0"	"17"	"1"	"0"	"9"	"14"	"12"	"1"	"0"	"15"	"30"	"6"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"6"	"1"	"0"	"287"	"277"	"0"	"0"
"4231"	"4"	"1"	"15"	"1"	"400"	"22"	"29"	"17"	"4"	"35"	"6"	"5"	"6"	"4"	"21"	"20"	"7"	"9"	"0"	"10"	"5"	"0"	"2"	"21"	"8"	"0"	"1"	"8"	"22"	"9"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"11"	"0"	"1"	"282"	"282"	"1"	"0"
"4232"	"4"	"1"	"15"	"1"	"400"	"15"	"30"	"18"	"2"	"24"	"9"	"2"	"0"	"1"	"27"	"15"	"5"	"5"	"2"	"10"	"0"	"2"	"9"	"16"	"17"	"1"	"0"	"7"	"26"	"9"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"8"	"1"	"0"	"261"	"261"	"1"	"0"
"4233"	"4"	"1"	"15"	"1"	"400"	"24"	"22"	"16"	"2"	"31"	"2"	"3"	"0"	"5"	"14"	"14"	"9"	"5"	"1"	"13"	"6"	"1"	"8"	"12"	"9"	"14"	"9"	"5"	"1"	"13"	"6"	"1"	"8"	"12"	"9"	"239"	"239"	"14"	"0"	"0"	"253"	"253"	"1"	"0"
"4234"	"4"	"1"	"15"	"1"	"396"	"22"	"20"	"14"	"4"	"21"	"12"	"2"	"3"	"1"	"21"	"15"	"9"	"8"	"0"	"19"	"2"	"0"	"5"	"29"	"8"	"15"	"9"	"8"	"0"	"19"	"2"	"0"	"5"	"29"	"8"	"252"	"252"	"11"	"4"	"0"	"267"	"267"	"1"	"0"
"4235"	"4"	"1"	"15"	"1"	"394"	"22"	"37"	"10"	"1"	"31"	"4"	"4"	"1"	"2"	"19"	"14"	"6"	"9"	"1"	"15"	"4"	"4"	"7"	"11"	"8"	"1"	"0"	"5"	"30"	"9"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"9"	"1"	"0"	"265"	"265"	"1"	"0"
"4236"	"4"	"1"	"15"	"1"	"401"	"29"	"27"	"16"	"7"	"29"	"10"	"6"	"3"	"7"	"17"	"20"	"6"	"9"	"0"	"8"	"3"	"1"	"8"	"13"	"10"	"1"	"1"	"4"	"35"	"16"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"7"	"2"	"0"	"295"	"295"	"1"	"0"
"4237"	"4"	"1"	"15"	"2"	"397"	"19"	"34"	"25"	"1"	"29"	"6"	"4"	"2"	"3"	"17"	"14"	"7"	"9"	"0"	"11"	"4"	"2"	"2"	"15"	"6"	"1"	"0"	"9"	"32"	"5"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"6"	"2"	"0"	"265"	"265"	"1"	"0"
"4238"	"4"	"1"	"15"	"2"	"400"	"30"	"24"	"25"	"3"	"35"	"10"	"4"	"6"	"2"	"11"	"19"	"6"	"10"	"0"	"6"	"0"	"3"	"6"	"17"	"12"	"1"	"0"	"5"	"31"	"8"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"15"	"4"	"0"	"293"	"293"	"1"	"0"
"4239"	"4"	"1"	"15"	"2"	"400"	"25"	"34"	"21"	"3"	"29"	"5"	"7"	"3"	"4"	"16"	"17"	"7"	"9"	"0"	"11"	"2"	"0"	"5"	"18"	"8"	"0"	"0"	"4"	"24"	"6"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"14"	"1"	"1"	"274"	"273"	"0"	"0"
"4240"	"4"	"1"	"15"	"1"	"400"	"37"	"26"	"21"	"3"	"30"	"9"	"3"	"4"	"3"	"12"	"15"	"4"	"10"	"1"	"10"	"0"	"0"	"6"	"15"	"9"	"0"	"0"	"8"	"38"	"2"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"14"	"2"	"0"	"282"	"282"	"1"	"0"
"4241"	"4"	"1"	"15"	"1"	"400"	"19"	"17"	"17"	"4"	"23"	"4"	"8"	"2"	"4"	"21"	"17"	"6"	"8"	"0"	"9"	"2"	"1"	"5"	"14"	"6"	"0"	"1"	"2"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"19"	"1"	"0"	"246"	"246"	"1"	"0"
"4242"	"4"	"1"	"15"	"1"	"396"	"31"	"25"	"23"	"3"	"14"	"2"	"3"	"0"	"1"	"12"	"12"	"11"	"5"	"0"	"3"	"6"	"0"	"5"	"15"	"8"	"12"	"11"	"5"	"0"	"3"	"6"	"0"	"5"	"15"	"8"	"220"	"220"	"11"	"1"	"0"	"232"	"232"	"1"	"0"
"4243"	"4"	"1"	"15"	"1"	"400"	"16"	"16"	"19"	"1"	"27"	"4"	"2"	"3"	"1"	"14"	"18"	"5"	"6"	"0"	"9"	"2"	"0"	"4"	"14"	"13"	"18"	"5"	"6"	"0"	"9"	"2"	"0"	"4"	"14"	"13"	"208"	"208"	"10"	"1"	"0"	"219"	"219"	"1"	"0"
"4244"	"4"	"1"	"15"	"1"	"400"	"23"	"30"	"7"	"2"	"25"	"14"	"4"	"0"	"2"	"14"	"14"	"9"	"13"	"0"	"14"	"0"	"0"	"5"	"14"	"7"	"2"	"9"	"7"	"35"	"6"	"0"	"0"	"0"	"0"	"0"	"247"	"256"	"8"	"2"	"0"	"257"	"266"	"0"	"0"
"4245"	"4"	"1"	"15"	"1"	"400"	"20"	"38"	"17"	"1"	"29"	"3"	"2"	"2"	"3"	"39"	"17"	"2"	"15"	"0"	"14"	"2"	"0"	"3"	"22"	"11"	"0"	"1"	"4"	"41"	"4"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"5"	"1"	"0"	"296"	"296"	"1"	"0"
"4246"	"4"	"1"	"15"	"1"	"290"	"22"	"18"	"17"	"4"	"30"	"6"	"2"	"0"	"1"	"15"	"13"	"2"	"8"	"0"	"13"	"2"	"0"	"5"	"10"	"6"	"0"	"0"	"4"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"5"	"0"	"0"	"211"	"211"	"1"	"0"
"4247"	"4"	"1"	"15"	"1"	"289"	"19"	"16"	"14"	"2"	"13"	"5"	"3"	"1"	"1"	"9"	"8"	"4"	"7"	"0"	"12"	"0"	"0"	"6"	"13"	"7"	"1"	"1"	"1"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"3"	"5"	"0"	"171"	"171"	"1"	"0"
"4248"	"4"	"1"	"15"	"2"	"400"	"26"	"33"	"17"	"2"	"16"	"10"	"5"	"2"	"3"	"7"	"13"	"3"	"4"	"0"	"8"	"7"	"3"	"3"	"11"	"4"	"0"	"2"	"31"	"26"	"4"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"14"	"7"	"21"	"261"	"261"	"1"	"0"
"4249"	"4"	"1"	"15"	"2"	"398"	"32"	"28"	"22"	"5"	"13"	"15"	"7"	"2"	"2"	"6"	"13"	"4"	"5"	"1"	"9"	"7"	"1"	"2"	"6"	"7"	"0"	"0"	"26"	"35"	"3"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"17"	"6"	"0"	"274"	"274"	"1"	"0"
"4250"	"4"	"1"	"15"	"2"	"400"	"26"	"44"	"15"	"3"	"16"	"9"	"5"	"10"	"2"	"4"	"10"	"6"	"7"	"2"	"11"	"4"	"0"	"2"	"20"	"4"	"0"	"1"	"21"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"21"	"1"	"0"	"260"	"260"	"1"	"0"
"4251"	"4"	"1"	"15"	"2"	"400"	"25"	"29"	"12"	"6"	"13"	"8"	"3"	"5"	"5"	"5"	"19"	"5"	"2"	"1"	"12"	"11"	"0"	"1"	"13"	"2"	"0"	"0"	"16"	"35"	"6"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"9"	"4"	"1"	"247"	"247"	"1"	"54"
"4252"	"4"	"1"	"15"	"2"	"396"	"18"	"45"	"26"	"3"	"14"	"18"	"2"	"7"	"4"	"10"	"9"	"4"	"5"	"1"	"6"	"5"	"0"	"1"	"18"	"4"	"1"	"0"	"17"	"30"	"4"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"12"	"5"	"1"	"269"	"269"	"1"	"0"
"4253"	"4"	"1"	"15"	"2"	"394"	"36"	"26"	"14"	"2"	"19"	"8"	"3"	"3"	"1"	"8"	"12"	"6"	"9"	"1"	"9"	"9"	"3"	"2"	"10"	"8"	"0"	"0"	"19"	"30"	"2"	"0"	"0"	"0"	"0"	"0"	"250"	"240"	"17"	"1"	"0"	"258"	"258"	"0"	"0"
"4254"	"4"	"1"	"15"	"2"	"397"	"23"	"26"	"19"	"0"	"23"	"12"	"3"	"0"	"2"	"12"	"8"	"9"	"6"	"0"	"0"	"2"	"0"	"6"	"15"	"2"	"0"	"0"	"18"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"217"	"14"	"0"	"0"	"245"	"231"	"0"	"31"
"4255"	"4"	"1"	"15"	"2"	"392"	"35"	"31"	"22"	"2"	"15"	"7"	"6"	"5"	"0"	"6"	"11"	"9"	"3"	"0"	"7"	"7"	"0"	"4"	"18"	"2"	"0"	"1"	"21"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"11"	"3"	"0"	"249"	"249"	"1"	"0"
"4256"	"4"	"1"	"15"	"2"	"400"	"25"	"34"	"16"	"1"	"19"	"10"	"6"	"3"	"1"	"5"	"12"	"5"	"5"	"1"	"6"	"4"	"0"	"1"	"15"	"5"	"0"	"1"	"15"	"30"	"4"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"15"	"2"	"0"	"241"	"241"	"1"	"0"
"4257"	"4"	"1"	"15"	"1"	"400"	"32"	"31"	"23"	"2"	"11"	"13"	"6"	"1"	"5"	"8"	"11"	"8"	"7"	"2"	"4"	"7"	"1"	"4"	"14"	"7"	"11"	"8"	"7"	"2"	"4"	"7"	"1"	"4"	"14"	"7"	"240"	"240"	"9"	"3"	"0"	"252"	"252"	"1"	"0"
"4258"	"4"	"1"	"15"	"2"	"395"	"23"	"31"	"22"	"2"	"9"	"11"	"4"	"3"	"2"	"4"	"12"	"6"	"4"	"1"	"7"	"12"	"0"	"1"	"18"	"4"	"1"	"0"	"25"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"8"	"2"	"0"	"235"	"235"	"1"	"0"
"4259"	"4"	"1"	"15"	"2"	"400"	"28"	"28"	"17"	"3"	"17"	"9"	"3"	"5"	"3"	"5"	"14"	"13"	"4"	"2"	"14"	"10"	"0"	"0"	"14"	"4"	"0"	"0"	"21"	"18"	"5"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"15"	"4"	"0"	"256"	"256"	"1"	"0"
"4260"	"4"	"1"	"15"	"2"	"400"	"41"	"40"	"21"	"2"	"14"	"7"	"7"	"2"	"2"	"8"	"17"	"4"	"3"	"0"	"4"	"5"	"1"	"7"	"16"	"4"	"1"	"0"	"18"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"238"	"237"	"8"	"5"	"0"	"251"	"250"	"0"	"0"
"4261"	"4"	"1"	"15"	"2"	"404"	"31"	"31"	"18"	"1"	"14"	"3"	"8"	"5"	"4"	"4"	"18"	"6"	"6"	"1"	"7"	"8"	"0"	"2"	"12"	"4"	"0"	"0"	"16"	"27"	"2"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"6"	"3"	"0"	"237"	"237"	"1"	"0"
"4262"	"4"	"1"	"15"	"2"	"400"	"35"	"23"	"15"	"1"	"19"	"10"	"6"	"3"	"1"	"6"	"16"	"5"	"6"	"0"	"8"	"5"	"0"	"2"	"7"	"3"	"0"	"2"	"14"	"21"	"4"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"6"	"0"	"2"	"218"	"218"	"1"	"0"
"4263"	"4"	"1"	"15"	"2"	"391"	"17"	"32"	"17"	"2"	"19"	"9"	"2"	"1"	"2"	"5"	"7"	"6"	"3"	"0"	"5"	"4"	"0"	"3"	"9"	"4"	"0"	"0"	"22"	"24"	"3"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"19"	"6"	"0"	"221"	"221"	"1"	"0"
