"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CREO"	"UNIONISTA"	"EG"	"WINAQ"	"UNE"	"VALOR"	"UCN"	"URNG_MAIZ"	"PHG"	"PODEMOS"	"MLP"	"VIVA"	"PC"	"BIEN"	"UNIDOS"	"PAN"	"FCN_NACION"	"FUERZA"	"PPT"	"SEMILLA"	"VICTORIA"	"LIBRE"	"AVANZA"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"10462"	"3"	"10"	"6"	"2"	"275"	"4"	"8"	"2"	"6"	"0"	"0"	"22"	"1"	"24"	"1"	"3"	"9"	"4"	"0"	"2"	"4"	"0"	"3"	"4"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"101"	"101"	"18"	"21"	"0"	"140"	"140"	"1"	"0"
"10463"	"3"	"10"	"6"	"2"	"305"	"3"	"4"	"0"	"2"	"0"	"0"	"14"	"0"	"17"	"3"	"2"	"5"	"4"	"1"	"2"	"2"	"1"	"0"	"2"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"68"	"68"	"15"	"18"	"0"	"101"	"101"	"1"	"0"
"10464"	"3"	"10"	"6"	"2"	"365"	"5"	"14"	"0"	"4"	"0"	"0"	"27"	"0"	"23"	"4"	"1"	"5"	"18"	"3"	"2"	"6"	"0"	"3"	"1"	"1"	"1"	"7"	"4"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"24"	"36"	"0"	"194"	"194"	"1"	"0"
"10465"	"3"	"10"	"6"	"2"	"365"	"6"	"20"	"1"	"4"	"1"	"0"	"32"	"0"	"16"	"3"	"4"	"2"	"18"	"3"	"1"	"2"	"0"	"7"	"2"	"0"	"0"	"7"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"16"	"25"	"0"	"179"	"179"	"1"	"0"
"10466"	"3"	"10"	"6"	"2"	"380"	"0"	"19"	"0"	"0"	"3"	"1"	"42"	"3"	"15"	"5"	"4"	"9"	"30"	"3"	"0"	"12"	"2"	"3"	"10"	"1"	"0"	"0"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"25"	"29"	"0"	"225"	"225"	"1"	"0"
"10467"	"3"	"10"	"6"	"2"	"380"	"2"	"22"	"3"	"1"	"0"	"1"	"35"	"0"	"16"	"2"	"1"	"5"	"49"	"2"	"3"	"7"	"0"	"6"	"9"	"1"	"0"	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"20"	"48"	"0"	"244"	"244"	"1"	"0"
"10468"	"3"	"10"	"6"	"2"	"380"	"2"	"17"	"2"	"0"	"3"	"0"	"38"	"0"	"18"	"8"	"5"	"7"	"57"	"4"	"2"	"8"	"3"	"4"	"9"	"2"	"0"	"4"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"34"	"46"	"0"	"284"	"284"	"1"	"0"
"10469"	"3"	"10"	"6"	"2"	"380"	"3"	"26"	"2"	"1"	"0"	"1"	"63"	"3"	"16"	"5"	"1"	"14"	"17"	"2"	"4"	"9"	"2"	"3"	"4"	"2"	"0"	"1"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"26"	"58"	"0"	"270"	"270"	"1"	"0"
"10470"	"3"	"10"	"6"	"2"	"380"	"1"	"31"	"0"	"0"	"0"	"1"	"36"	"0"	"17"	"7"	"1"	"3"	"41"	"2"	"3"	"6"	"1"	"5"	"9"	"2"	"0"	"3"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"16"	"21"	"0"	"211"	"211"	"1"	"0"
"10471"	"3"	"10"	"6"	"2"	"291"	"3"	"9"	"1"	"2"	"1"	"1"	"20"	"1"	"14"	"5"	"5"	"4"	"29"	"2"	"1"	"4"	"0"	"4"	"4"	"0"	"0"	"1"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"20"	"30"	"0"	"170"	"170"	"1"	"0"
"10472"	"3"	"10"	"6"	"2"	"291"	"0"	"23"	"2"	"2"	"3"	"2"	"27"	"0"	"18"	"2"	"3"	"2"	"21"	"2"	"0"	"5"	"2"	"3"	"6"	"2"	"0"	"1"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"9"	"27"	"0"	"171"	"171"	"1"	"0"
"10473"	"3"	"10"	"6"	"2"	"380"	"2"	"9"	"5"	"15"	"0"	"0"	"18"	"3"	"15"	"1"	"0"	"3"	"11"	"1"	"1"	"61"	"1"	"7"	"4"	"0"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"16"	"9"	"0"	"187"	"187"	"1"	"0"
"10474"	"3"	"10"	"6"	"2"	"241"	"1"	"4"	"3"	"11"	"0"	"0"	"13"	"0"	"8"	"1"	"1"	"3"	"14"	"6"	"0"	"23"	"0"	"2"	"5"	"0"	"0"	"0"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"16"	"13"	"0"	"131"	"131"	"1"	"0"
"10475"	"3"	"10"	"6"	"2"	"242"	"6"	"3"	"1"	"5"	"1"	"0"	"14"	"0"	"3"	"0"	"1"	"6"	"8"	"4"	"1"	"32"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"90"	"90"	"7"	"13"	"0"	"110"	"110"	"1"	"0"
"10476"	"3"	"10"	"6"	"2"	"380"	"2"	"7"	"2"	"2"	"3"	"0"	"43"	"1"	"31"	"9"	"1"	"7"	"34"	"1"	"2"	"9"	"2"	"4"	"4"	"2"	"1"	"3"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"19"	"38"	"0"	"236"	"236"	"1"	"0"
"10477"	"3"	"10"	"6"	"2"	"380"	"4"	"10"	"0"	"5"	"1"	"1"	"56"	"3"	"23"	"6"	"2"	"13"	"42"	"0"	"2"	"5"	"4"	"7"	"8"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"20"	"27"	"0"	"245"	"245"	"1"	"0"
"10478"	"3"	"10"	"6"	"2"	"353"	"4"	"9"	"0"	"2"	"0"	"2"	"38"	"1"	"25"	"3"	"0"	"1"	"37"	"1"	"2"	"10"	"3"	"3"	"7"	"0"	"0"	"3"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"17"	"22"	"0"	"195"	"195"	"1"	"0"
"10479"	"3"	"10"	"6"	"2"	"352"	"0"	"5"	"3"	"2"	"2"	"1"	"32"	"0"	"22"	"2"	"0"	"4"	"50"	"1"	"2"	"16"	"0"	"1"	"7"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"7"	"21"	"2"	"181"	"181"	"1"	"0"
"10480"	"3"	"10"	"6"	"2"	"600"	"3"	"3"	"2"	"2"	"1"	"0"	"14"	"1"	"27"	"12"	"0"	"5"	"7"	"1"	"0"	"10"	"0"	"4"	"8"	"1"	"0"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"11"	"17"	"0"	"135"	"135"	"1"	"0"
"10481"	"3"	"10"	"6"	"2"	"347"	"0"	"1"	"1"	"1"	"0"	"0"	"10"	"0"	"12"	"4"	"3"	"4"	"7"	"0"	"1"	"3"	"0"	"3"	"3"	"1"	"1"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"61"	"61"	"3"	"7"	"0"	"71"	"71"	"1"	"0"
"10482"	"3"	"10"	"6"	"2"	"347"	"2"	"2"	"0"	"1"	"0"	"0"	"4"	"0"	"5"	"3"	"0"	"1"	"4"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"30"	"30"	"7"	"9"	"0"	"46"	"46"	"1"	"0"
"10483"	"3"	"10"	"7"	"2"	"400"	"47"	"5"	"6"	"1"	"0"	"2"	"25"	"4"	"13"	"10"	"4"	"2"	"6"	"4"	"0"	"15"	"0"	"1"	"60"	"6"	"1"	"4"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"10"	"78"	"0"	"310"	"310"	"1"	"0"
"10484"	"3"	"10"	"7"	"2"	"400"	"50"	"3"	"4"	"1"	"1"	"2"	"16"	"0"	"28"	"6"	"5"	"3"	"8"	"1"	"1"	"8"	"3"	"4"	"84"	"3"	"0"	"9"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"22"	"83"	"0"	"347"	"347"	"1"	"0"
"10485"	"3"	"10"	"7"	"2"	"400"	"39"	"5"	"9"	"2"	"3"	"3"	"28"	"0"	"26"	"5"	"9"	"1"	"6"	"2"	"1"	"4"	"0"	"0"	"71"	"7"	"0"	"5"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"18"	"69"	"0"	"321"	"321"	"1"	"0"
"10486"	"3"	"10"	"7"	"2"	"400"	"51"	"3"	"6"	"2"	"1"	"1"	"16"	"1"	"22"	"8"	"2"	"5"	"8"	"0"	"0"	"11"	"1"	"3"	"51"	"10"	"0"	"5"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"17"	"56"	"0"	"287"	"287"	"1"	"0"
"10487"	"3"	"10"	"7"	"2"	"221"	"25"	"0"	"5"	"0"	"1"	"3"	"10"	"0"	"11"	"1"	"4"	"2"	"5"	"1"	"0"	"7"	"0"	"1"	"41"	"10"	"4"	"2"	"5"	"1"	"0"	"7"	"0"	"1"	"41"	"10"	"139"	"139"	"9"	"30"	"0"	"178"	"178"	"1"	"0"
"10488"	"3"	"10"	"7"	"2"	"220"	"24"	"1"	"6"	"3"	"1"	"1"	"7"	"0"	"21"	"3"	"10"	"1"	"6"	"2"	"0"	"5"	"0"	"1"	"35"	"7"	"10"	"1"	"6"	"2"	"0"	"5"	"0"	"1"	"35"	"7"	"144"	"144"	"8"	"23"	"0"	"175"	"175"	"1"	"0"
"10489"	"3"	"10"	"7"	"2"	"400"	"94"	"1"	"3"	"0"	"0"	"0"	"21"	"2"	"40"	"4"	"2"	"1"	"14"	"1"	"0"	"2"	"1"	"2"	"43"	"1"	"0"	"3"	"6"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"18"	"66"	"0"	"328"	"328"	"1"	"0"
"10490"	"3"	"10"	"7"	"2"	"397"	"97"	"1"	"8"	"0"	"1"	"2"	"23"	"0"	"45"	"2"	"7"	"0"	"13"	"1"	"2"	"3"	"1"	"5"	"50"	"1"	"0"	"1"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"10"	"68"	"0"	"349"	"349"	"1"	"0"
"10491"	"3"	"10"	"7"	"2"	"400"	"76"	"3"	"5"	"4"	"1"	"1"	"23"	"2"	"35"	"4"	"0"	"3"	"5"	"4"	"0"	"5"	"1"	"0"	"52"	"4"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"20"	"88"	"0"	"341"	"341"	"1"	"0"
"10492"	"3"	"10"	"7"	"2"	"400"	"86"	"1"	"4"	"0"	"0"	"0"	"27"	"1"	"25"	"3"	"4"	"1"	"10"	"0"	"1"	"6"	"0"	"4"	"62"	"8"	"0"	"3"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"16"	"73"	"0"	"342"	"342"	"1"	"0"
"10493"	"3"	"10"	"7"	"2"	"400"	"78"	"3"	"4"	"2"	"2"	"1"	"13"	"0"	"45"	"0"	"5"	"2"	"18"	"0"	"0"	"12"	"0"	"2"	"40"	"11"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"250"	"16"	"48"	"0"	"304"	"314"	"0"	"0"
"10494"	"3"	"10"	"7"	"2"	"400"	"75"	"1"	"4"	"1"	"0"	"3"	"13"	"1"	"33"	"3"	"3"	"1"	"9"	"2"	"2"	"8"	"3"	"3"	"50"	"6"	"0"	"3"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"22"	"70"	"0"	"323"	"323"	"1"	"0"
"10495"	"3"	"10"	"7"	"2"	"305"	"78"	"0"	"3"	"0"	"0"	"0"	"15"	"0"	"31"	"1"	"8"	"1"	"4"	"2"	"0"	"5"	"0"	"5"	"47"	"11"	"0"	"2"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"9"	"36"	"0"	"266"	"266"	"1"	"0"
"10496"	"3"	"10"	"7"	"2"	"304"	"80"	"0"	"2"	"0"	"0"	"0"	"14"	"1"	"27"	"3"	"2"	"0"	"5"	"2"	"2"	"2"	"0"	"0"	"42"	"9"	"0"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"4"	"45"	"0"	"251"	"251"	"1"	"0"
"10497"	"3"	"10"	"7"	"2"	"380"	"29"	"16"	"20"	"0"	"3"	"1"	"27"	"2"	"28"	"2"	"7"	"1"	"4"	"9"	"2"	"4"	"0"	"5"	"39"	"0"	"7"	"1"	"4"	"9"	"2"	"4"	"0"	"5"	"39"	"0"	"202"	"202"	"17"	"65"	"0"	"284"	"284"	"1"	"0"
"10498"	"3"	"10"	"7"	"2"	"358"	"30"	"15"	"13"	"2"	"4"	"0"	"30"	"1"	"26"	"5"	"8"	"0"	"7"	"8"	"5"	"5"	"1"	"1"	"22"	"3"	"8"	"0"	"7"	"8"	"5"	"5"	"1"	"1"	"22"	"3"	"188"	"188"	"7"	"31"	"0"	"226"	"226"	"1"	"0"
"10499"	"3"	"10"	"7"	"2"	"358"	"42"	"24"	"16"	"0"	"2"	"2"	"20"	"0"	"28"	"4"	"2"	"1"	"1"	"10"	"1"	"1"	"0"	"1"	"31"	"1"	"2"	"1"	"1"	"10"	"1"	"1"	"0"	"1"	"31"	"1"	"190"	"190"	"11"	"46"	"0"	"247"	"247"	"1"	"0"
"10500"	"3"	"10"	"7"	"2"	"377"	"84"	"1"	"2"	"1"	"0"	"2"	"36"	"0"	"34"	"3"	"3"	"0"	"1"	"4"	"0"	"2"	"0"	"4"	"39"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"14"	"67"	"0"	"302"	"302"	"1"	"0"
"10501"	"3"	"10"	"7"	"2"	"380"	"60"	"4"	"4"	"0"	"0"	"1"	"45"	"0"	"51"	"3"	"3"	"0"	"1"	"2"	"1"	"6"	"1"	"3"	"44"	"3"	"3"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"13"	"67"	"0"	"319"	"319"	"1"	"0"
"10502"	"3"	"10"	"7"	"2"	"380"	"80"	"0"	"8"	"0"	"0"	"0"	"31"	"1"	"48"	"2"	"2"	"2"	"3"	"3"	"2"	"6"	"1"	"1"	"30"	"0"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"5"	"61"	"0"	"294"	"294"	"1"	"0"
"10503"	"3"	"10"	"7"	"2"	"243"	"43"	"3"	"2"	"0"	"0"	"0"	"22"	"2"	"38"	"2"	"3"	"1"	"2"	"3"	"0"	"0"	"1"	"1"	"16"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"11"	"38"	"0"	"193"	"193"	"1"	"0"
"10504"	"3"	"10"	"7"	"2"	"243"	"55"	"3"	"4"	"0"	"2"	"0"	"24"	"1"	"34"	"0"	"3"	"1"	"5"	"2"	"1"	"3"	"0"	"2"	"24"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"6"	"33"	"2"	"209"	"209"	"1"	"0"
"10505"	"3"	"10"	"7"	"2"	"385"	"21"	"2"	"4"	"0"	"3"	"0"	"10"	"0"	"12"	"1"	"3"	"0"	"1"	"2"	"0"	"6"	"1"	"4"	"22"	"4"	"0"	"5"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"15"	"41"	"0"	"159"	"159"	"1"	"0"
"10506"	"3"	"10"	"8"	"2"	"401"	"11"	"2"	"6"	"0"	"3"	"0"	"57"	"7"	"18"	"48"	"20"	"0"	"5"	"1"	"7"	"5"	"1"	"5"	"11"	"10"	"0"	"19"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"24"	"34"	"0"	"300"	"300"	"1"	"0"
"10507"	"3"	"10"	"8"	"2"	"400"	"9"	"1"	"6"	"0"	"4"	"6"	"37"	"6"	"33"	"40"	"27"	"1"	"4"	"2"	"5"	"5"	"3"	"4"	"3"	"9"	"0"	"27"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"34"	"30"	"0"	"303"	"303"	"1"	"0"
"10508"	"3"	"10"	"8"	"2"	"400"	"5"	"2"	"2"	"0"	"1"	"2"	"50"	"4"	"31"	"48"	"22"	"1"	"6"	"2"	"6"	"5"	"3"	"5"	"5"	"3"	"1"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"29"	"40"	"0"	"309"	"309"	"1"	"0"
"10509"	"3"	"10"	"8"	"2"	"400"	"12"	"0"	"4"	"3"	"0"	"4"	"61"	"1"	"31"	"40"	"17"	"4"	"1"	"2"	"12"	"5"	"0"	"5"	"0"	"8"	"0"	"21"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"38"	"31"	"0"	"307"	"307"	"1"	"0"
"10510"	"3"	"10"	"8"	"2"	"400"	"6"	"1"	"5"	"0"	"0"	"3"	"47"	"8"	"28"	"44"	"18"	"1"	"1"	"1"	"9"	"5"	"0"	"3"	"5"	"6"	"0"	"31"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"32"	"50"	"0"	"306"	"306"	"1"	"0"
"10511"	"3"	"10"	"8"	"2"	"401"	"8"	"1"	"4"	"1"	"3"	"6"	"65"	"6"	"22"	"50"	"17"	"1"	"0"	"5"	"5"	"5"	"3"	"3"	"1"	"14"	"0"	"23"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"27"	"40"	"0"	"314"	"314"	"1"	"0"
"10512"	"3"	"10"	"8"	"2"	"400"	"2"	"4"	"3"	"0"	"2"	"3"	"68"	"4"	"38"	"36"	"13"	"3"	"8"	"1"	"7"	"9"	"3"	"3"	"4"	"6"	"0"	"32"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"14"	"37"	"0"	"309"	"309"	"1"	"0"
"10513"	"3"	"10"	"8"	"2"	"400"	"11"	"0"	"3"	"0"	"3"	"4"	"42"	"2"	"26"	"43"	"17"	"2"	"6"	"3"	"10"	"3"	"1"	"3"	"4"	"10"	"1"	"23"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"32"	"40"	"0"	"298"	"298"	"1"	"0"
"10514"	"3"	"10"	"8"	"2"	"400"	"5"	"4"	"1"	"1"	"2"	"3"	"43"	"9"	"24"	"50"	"17"	"1"	"4"	"3"	"7"	"2"	"2"	"4"	"5"	"8"	"1"	"27"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"28"	"22"	"0"	"281"	"281"	"1"	"0"
"10515"	"3"	"10"	"8"	"2"	"400"	"8"	"3"	"3"	"0"	"2"	"3"	"51"	"5"	"24"	"54"	"19"	"1"	"4"	"1"	"6"	"4"	"1"	"2"	"5"	"6"	"1"	"26"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"26"	"29"	"0"	"289"	"289"	"1"	"0"
"10516"	"3"	"10"	"8"	"2"	"400"	"10"	"2"	"4"	"0"	"1"	"2"	"41"	"5"	"29"	"45"	"14"	"2"	"2"	"6"	"5"	"1"	"0"	"8"	"8"	"12"	"0"	"32"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"27"	"27"	"0"	"288"	"288"	"1"	"0"
"10517"	"3"	"10"	"8"	"2"	"399"	"6"	"1"	"1"	"0"	"1"	"4"	"46"	"6"	"20"	"53"	"16"	"2"	"0"	"2"	"7"	"4"	"2"	"3"	"8"	"10"	"0"	"33"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"34"	"39"	"0"	"303"	"303"	"1"	"0"
"10518"	"3"	"10"	"8"	"2"	"400"	"5"	"2"	"3"	"1"	"3"	"5"	"42"	"4"	"24"	"58"	"20"	"2"	"2"	"2"	"8"	"2"	"0"	"4"	"4"	"16"	"0"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"17"	"24"	"0"	"275"	"275"	"1"	"0"
"10519"	"3"	"10"	"8"	"2"	"286"	"4"	"0"	"5"	"1"	"5"	"1"	"29"	"3"	"23"	"52"	"17"	"0"	"2"	"2"	"5"	"2"	"0"	"3"	"8"	"13"	"1"	"24"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"23"	"17"	"0"	"242"	"242"	"1"	"0"
"10520"	"3"	"10"	"8"	"2"	"285"	"7"	"0"	"1"	"1"	"0"	"2"	"33"	"4"	"16"	"36"	"14"	"1"	"1"	"2"	"6"	"3"	"1"	"8"	"7"	"9"	"0"	"19"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"11"	"21"	"78"	"207"	"207"	"1"	"0"
"10521"	"3"	"10"	"8"	"2"	"400"	"7"	"0"	"2"	"2"	"1"	"2"	"74"	"4"	"32"	"30"	"13"	"0"	"2"	"3"	"9"	"4"	"1"	"7"	"6"	"3"	"0"	"34"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"16"	"27"	"0"	"285"	"285"	"1"	"0"
"10522"	"3"	"10"	"8"	"2"	"400"	"9"	"1"	"2"	"0"	"3"	"0"	"84"	"0"	"29"	"26"	"17"	"0"	"2"	"0"	"8"	"2"	"4"	"6"	"3"	"1"	"0"	"19"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"21"	"31"	"0"	"272"	"272"	"1"	"0"
"10523"	"3"	"10"	"8"	"2"	"400"	"9"	"1"	"2"	"0"	"4"	"1"	"83"	"3"	"23"	"25"	"16"	"0"	"3"	"1"	"10"	"3"	"1"	"2"	"3"	"2"	"0"	"25"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"26"	"26"	"0"	"274"	"274"	"1"	"0"
"10524"	"3"	"10"	"8"	"2"	"400"	"7"	"0"	"2"	"0"	"1"	"1"	"84"	"8"	"23"	"28"	"19"	"0"	"1"	"4"	"5"	"1"	"2"	"3"	"4"	"6"	"1"	"28"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"18"	"43"	"0"	"290"	"290"	"1"	"0"
"10525"	"3"	"10"	"8"	"2"	"400"	"6"	"2"	"0"	"1"	"2"	"4"	"102"	"6"	"14"	"27"	"14"	"0"	"0"	"3"	"10"	"4"	"0"	"6"	"1"	"3"	"0"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"13"	"28"	"0"	"282"	"282"	"1"	"0"
"10526"	"3"	"10"	"8"	"2"	"400"	"8"	"0"	"5"	"2"	"0"	"2"	"98"	"3"	"32"	"30"	"17"	"0"	"4"	"2"	"8"	"4"	"2"	"1"	"6"	"2"	"0"	"25"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"17"	"20"	"0"	"291"	"291"	"1"	"0"
"10527"	"3"	"10"	"8"	"2"	"400"	"15"	"1"	"5"	"5"	"3"	"1"	"69"	"3"	"15"	"34"	"13"	"2"	"3"	"1"	"6"	"4"	"2"	"6"	"4"	"4"	"1"	"40"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"15"	"22"	"0"	"277"	"277"	"1"	"0"
"10528"	"3"	"10"	"8"	"2"	"400"	"13"	"1"	"2"	"0"	"2"	"1"	"69"	"9"	"22"	"26"	"16"	"2"	"2"	"2"	"5"	"4"	"1"	"8"	"2"	"14"	"0"	"33"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"17"	"32"	"0"	"284"	"284"	"1"	"0"
"10529"	"3"	"10"	"8"	"2"	"400"	"6"	"0"	"1"	"2"	"2"	"0"	"80"	"2"	"25"	"35"	"8"	"1"	"2"	"4"	"5"	"2"	"0"	"6"	"7"	"3"	"0"	"34"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"14"	"22"	"0"	"268"	"268"	"1"	"0"
"10530"	"3"	"10"	"8"	"2"	"326"	"8"	"1"	"3"	"0"	"2"	"0"	"59"	"4"	"16"	"45"	"8"	"0"	"2"	"1"	"5"	"3"	"0"	"3"	"5"	"7"	"0"	"28"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"12"	"14"	"0"	"229"	"229"	"1"	"0"
"10531"	"3"	"10"	"8"	"2"	"326"	"4"	"1"	"1"	"1"	"5"	"3"	"55"	"7"	"11"	"42"	"10"	"0"	"0"	"1"	"8"	"1"	"1"	"2"	"5"	"0"	"0"	"31"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"14"	"23"	"0"	"231"	"231"	"1"	"0"
"10532"	"3"	"10"	"8"	"2"	"603"	"9"	"1"	"0"	"0"	"3"	"1"	"55"	"7"	"27"	"27"	"23"	"0"	"3"	"3"	"11"	"5"	"2"	"5"	"9"	"3"	"1"	"22"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"29"	"42"	"0"	"293"	"293"	"1"	"0"
"10533"	"3"	"10"	"8"	"2"	"592"	"6"	"1"	"2"	"1"	"2"	"2"	"40"	"3"	"22"	"15"	"13"	"1"	"3"	"6"	"7"	"6"	"2"	"5"	"6"	"5"	"1"	"25"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"32"	"44"	"0"	"254"	"254"	"1"	"0"
"10534"	"3"	"10"	"9"	"2"	"400"	"19"	"2"	"2"	"0"	"0"	"2"	"55"	"1"	"89"	"11"	"6"	"9"	"3"	"15"	"4"	"2"	"1"	"3"	"6"	"3"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"16"	"38"	"1"	"299"	"299"	"1"	"0"
"10535"	"3"	"10"	"9"	"2"	"400"	"21"	"0"	"0"	"2"	"0"	"3"	"56"	"0"	"83"	"8"	"3"	"8"	"2"	"18"	"0"	"1"	"0"	"5"	"8"	"4"	"1"	"8"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"26"	"39"	"0"	"302"	"302"	"1"	"0"
"10536"	"3"	"10"	"9"	"2"	"398"	"20"	"2"	"0"	"5"	"1"	"5"	"67"	"1"	"85"	"7"	"0"	"13"	"0"	"14"	"1"	"1"	"1"	"4"	"10"	"0"	"0"	"10"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"24"	"36"	"0"	"309"	"309"	"1"	"0"
