"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"PPT"	"FCN_NACION"	"VALOR"	"FUERZA"	"CREO"	"URNG_MAIZ"	"PAN"	"VIVA"	"UCN"	"PC"	"CONVERGENCIA"	"PHG"	"UNE"	"BIEN"	"LIBRE"	"VICTORIA"	"PODEMOS"	"EG"	"UNIONISTA"	"SEMILLA"	"MLP"	"UNIDOS"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"9163"	"3"	"9"	"1"	"2"	"400"	"17"	"5"	"34"	"0"	"4"	"10"	"6"	"9"	"7"	"10"	"23"	"5"	"6"	"2"	"21"	"3"	"4"	"0"	"2"	"7"	"5"	"4"	"19"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"44"	"2"	"0"	"258"	"258"	"1"	"0"
"9164"	"3"	"9"	"1"	"2"	"400"	"16"	"5"	"28"	"1"	"5"	"6"	"5"	"9"	"7"	"9"	"18"	"3"	"2"	"3"	"22"	"6"	"2"	"3"	"1"	"3"	"6"	"5"	"27"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"43"	"5"	"0"	"248"	"248"	"1"	"0"
"9165"	"3"	"9"	"1"	"2"	"400"	"21"	"3"	"25"	"0"	"4"	"13"	"8"	"8"	"6"	"6"	"19"	"3"	"2"	"2"	"19"	"7"	"2"	"3"	"2"	"10"	"5"	"3"	"28"	"12"	"7"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"28"	"3"	"0"	"249"	"249"	"1"	"0"
"9166"	"3"	"9"	"1"	"2"	"246"	"13"	"2"	"23"	"0"	"0"	"8"	"3"	"11"	"8"	"1"	"8"	"1"	"1"	"3"	"14"	"3"	"1"	"6"	"0"	"6"	"1"	"3"	"12"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"27"	"3"	"0"	"161"	"161"	"1"	"0"
"9167"	"3"	"9"	"1"	"2"	"245"	"11"	"1"	"23"	"0"	"2"	"8"	"5"	"5"	"1"	"4"	"6"	"6"	"2"	"0"	"10"	"0"	"3"	"1"	"1"	"1"	"2"	"3"	"16"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"19"	"3"	"0"	"138"	"138"	"1"	"0"
"9168"	"3"	"9"	"1"	"2"	"400"	"17"	"2"	"59"	"3"	"4"	"7"	"9"	"13"	"13"	"10"	"11"	"2"	"16"	"4"	"13"	"3"	"4"	"2"	"5"	"6"	"4"	"3"	"22"	"5"	"11"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"49"	"9"	"0"	"306"	"306"	"1"	"0"
"9169"	"3"	"9"	"1"	"2"	"397"	"13"	"2"	"60"	"6"	"7"	"13"	"12"	"6"	"18"	"10"	"12"	"1"	"1"	"5"	"20"	"2"	"6"	"1"	"4"	"4"	"11"	"1"	"22"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"46"	"12"	"0"	"310"	"310"	"1"	"0"
"9170"	"3"	"9"	"1"	"2"	"400"	"20"	"1"	"57"	"1"	"4"	"16"	"14"	"7"	"10"	"11"	"11"	"2"	"1"	"4"	"11"	"3"	"4"	"1"	"2"	"3"	"6"	"0"	"27"	"7"	"13"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"36"	"7"	"0"	"279"	"279"	"1"	"0"
"9171"	"3"	"9"	"1"	"2"	"400"	"19"	"1"	"63"	"1"	"6"	"18"	"6"	"10"	"14"	"5"	"10"	"1"	"3"	"3"	"22"	"1"	"0"	"7"	"3"	"3"	"5"	"0"	"40"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"28"	"3"	"0"	"287"	"287"	"1"	"0"
"9172"	"3"	"9"	"1"	"2"	"400"	"12"	"1"	"45"	"3"	"3"	"9"	"7"	"3"	"7"	"9"	"6"	"1"	"3"	"6"	"13"	"0"	"1"	"1"	"4"	"10"	"3"	"1"	"28"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"21"	"5"	"0"	"215"	"215"	"1"	"0"
"9173"	"3"	"9"	"1"	"2"	"301"	"10"	"3"	"46"	"2"	"3"	"6"	"7"	"7"	"13"	"7"	"4"	"5"	"4"	"1"	"13"	"3"	"2"	"2"	"1"	"6"	"3"	"2"	"26"	"7"	"12"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"25"	"6"	"0"	"226"	"226"	"1"	"0"
"9174"	"3"	"9"	"1"	"2"	"400"	"20"	"3"	"37"	"6"	"3"	"10"	"3"	"13"	"8"	"17"	"19"	"3"	"3"	"6"	"14"	"6"	"1"	"6"	"3"	"6"	"4"	"2"	"19"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"228"	"223"	"36"	"5"	"0"	"269"	"264"	"0"	"0"
"9175"	"3"	"9"	"1"	"2"	"400"	"19"	"2"	"38"	"5"	"3"	"12"	"8"	"6"	"11"	"14"	"10"	"7"	"3"	"2"	"28"	"7"	"0"	"5"	"6"	"5"	"4"	"8"	"13"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"34"	"9"	"1"	"272"	"272"	"1"	"0"
"9176"	"3"	"9"	"1"	"2"	"400"	"16"	"2"	"37"	"3"	"4"	"13"	"5"	"10"	"7"	"15"	"16"	"6"	"4"	"3"	"23"	"7"	"1"	"7"	"1"	"5"	"4"	"1"	"27"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"38"	"12"	"0"	"282"	"282"	"1"	"0"
"9177"	"3"	"9"	"1"	"2"	"403"	"10"	"1"	"31"	"5"	"3"	"16"	"6"	"7"	"12"	"15"	"18"	"2"	"2"	"5"	"35"	"3"	"0"	"3"	"1"	"8"	"7"	"6"	"19"	"11"	"8"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"35"	"14"	"0"	"283"	"283"	"1"	"0"
"9178"	"3"	"9"	"1"	"2"	"400"	"19"	"4"	"38"	"3"	"7"	"8"	"13"	"9"	"8"	"6"	"17"	"3"	"2"	"4"	"26"	"6"	"5"	"2"	"5"	"3"	"2"	"1"	"21"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"39"	"8"	"0"	"274"	"274"	"1"	"0"
"9179"	"3"	"9"	"1"	"2"	"400"	"19"	"3"	"23"	"3"	"6"	"7"	"5"	"10"	"13"	"10"	"18"	"3"	"1"	"4"	"35"	"10"	"2"	"2"	"2"	"7"	"6"	"2"	"9"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"33"	"11"	"0"	"252"	"252"	"1"	"0"
"9180"	"3"	"9"	"1"	"2"	"400"	"18"	"2"	"39"	"9"	"1"	"14"	"8"	"4"	"12"	"11"	"19"	"4"	"3"	"4"	"25"	"10"	"1"	"1"	"4"	"4"	"4"	"3"	"21"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"190"	"227"	"44"	"12"	"0"	"284"	"283"	"0"	"0"
"9181"	"3"	"9"	"1"	"2"	"400"	"17"	"2"	"36"	"3"	"3"	"11"	"7"	"6"	"7"	"10"	"13"	"3"	"6"	"6"	"20"	"8"	"3"	"3"	"1"	"2"	"1"	"5"	"27"	"8"	"14"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"30"	"3"	"0"	"255"	"255"	"1"	"0"
"9182"	"3"	"9"	"1"	"2"	"400"	"13"	"0"	"30"	"2"	"7"	"6"	"11"	"5"	"12"	"9"	"18"	"3"	"3"	"3"	"19"	"11"	"2"	"11"	"4"	"3"	"2"	"1"	"24"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"34"	"3"	"0"	"248"	"248"	"1"	"0"
"9183"	"3"	"9"	"1"	"2"	"400"	"6"	"4"	"35"	"6"	"5"	"10"	"10"	"4"	"10"	"10"	"15"	"3"	"1"	"5"	"29"	"8"	"1"	"1"	"1"	"8"	"5"	"2"	"21"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"26"	"8"	"154"	"246"	"246"	"1"	"0"
"9184"	"3"	"9"	"1"	"2"	"401"	"17"	"2"	"27"	"1"	"2"	"10"	"6"	"6"	"4"	"16"	"24"	"4"	"3"	"2"	"36"	"3"	"6"	"7"	"2"	"5"	"1"	"3"	"34"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"34"	"5"	"0"	"278"	"278"	"1"	"0"
"9185"	"3"	"9"	"1"	"2"	"400"	"19"	"2"	"34"	"8"	"6"	"7"	"12"	"1"	"13"	"17"	"21"	"2"	"3"	"2"	"22"	"3"	"3"	"2"	"0"	"2"	"3"	"3"	"21"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"22"	"6"	"0"	"244"	"244"	"1"	"0"
"9186"	"3"	"9"	"1"	"2"	"397"	"20"	"3"	"54"	"0"	"2"	"11"	"10"	"9"	"12"	"10"	"17"	"5"	"4"	"2"	"28"	"4"	"1"	"1"	"2"	"5"	"4"	"3"	"18"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"33"	"6"	"0"	"275"	"275"	"1"	"0"
"9187"	"3"	"9"	"1"	"2"	"400"	"14"	"4"	"33"	"7"	"3"	"9"	"9"	"7"	"6"	"18"	"13"	"4"	"2"	"2"	"20"	"9"	"0"	"4"	"2"	"3"	"2"	"3"	"21"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"42"	"5"	"0"	"258"	"258"	"1"	"0"
"9188"	"3"	"9"	"1"	"2"	"400"	"16"	"1"	"28"	"0"	"1"	"8"	"9"	"9"	"9"	"16"	"20"	"5"	"2"	"2"	"15"	"13"	"3"	"0"	"3"	"3"	"1"	"0"	"19"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"33"	"12"	"0"	"238"	"238"	"1"	"0"
"9189"	"3"	"9"	"1"	"2"	"400"	"14"	"2"	"29"	"3"	"5"	"16"	"7"	"6"	"7"	"6"	"13"	"2"	"3"	"1"	"26"	"6"	"2"	"1"	"3"	"4"	"6"	"0"	"26"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"31"	"9"	"2"	"232"	"232"	"1"	"0"
"9190"	"3"	"9"	"1"	"2"	"400"	"14"	"1"	"31"	"4"	"2"	"14"	"6"	"9"	"7"	"11"	"16"	"4"	"0"	"4"	"20"	"2"	"1"	"5"	"0"	"4"	"5"	"4"	"26"	"8"	"13"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"41"	"5"	"0"	"257"	"257"	"1"	"0"
"9191"	"3"	"9"	"1"	"2"	"354"	"19"	"1"	"42"	"2"	"1"	"15"	"15"	"9"	"7"	"7"	"14"	"2"	"5"	"2"	"26"	"4"	"5"	"4"	"2"	"4"	"2"	"4"	"24"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"263"	"236"	"22"	"5"	"0"	"357"	"263"	"0"	"0"
"9192"	"3"	"9"	"1"	"2"	"356"	"11"	"2"	"23"	"1"	"2"	"15"	"10"	"9"	"5"	"10"	"11"	"3"	"1"	"3"	"34"	"3"	"1"	"7"	"2"	"4"	"5"	"1"	"22"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"29"	"1"	"0"	"227"	"227"	"1"	"0"
"9193"	"3"	"9"	"1"	"2"	"400"	"17"	"4"	"43"	"5"	"0"	"15"	"5"	"8"	"7"	"17"	"16"	"0"	"3"	"0"	"27"	"7"	"4"	"3"	"1"	"6"	"9"	"2"	"21"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"41"	"4"	"0"	"273"	"273"	"1"	"0"
"9194"	"3"	"9"	"1"	"2"	"400"	"17"	"6"	"52"	"1"	"4"	"9"	"6"	"9"	"5"	"9"	"20"	"6"	"3"	"2"	"22"	"5"	"2"	"1"	"4"	"4"	"0"	"2"	"16"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"213"	"36"	"12"	"0"	"275"	"261"	"0"	"0"
"9195"	"3"	"9"	"1"	"2"	"400"	"18"	"3"	"39"	"4"	"4"	"15"	"13"	"9"	"13"	"7"	"26"	"3"	"6"	"2"	"25"	"5"	"2"	"1"	"1"	"4"	"3"	"1"	"18"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"37"	"7"	"0"	"275"	"275"	"1"	"0"
"9196"	"3"	"9"	"1"	"2"	"400"	"16"	"4"	"30"	"3"	"8"	"6"	"7"	"9"	"8"	"6"	"16"	"7"	"6"	"5"	"26"	"6"	"3"	"10"	"1"	"2"	"9"	"0"	"20"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"39"	"8"	"0"	"271"	"271"	"1"	"0"
"9197"	"3"	"9"	"1"	"2"	"400"	"19"	"5"	"36"	"3"	"6"	"13"	"5"	"3"	"5"	"7"	"20"	"5"	"4"	"1"	"23"	"3"	"2"	"5"	"5"	"2"	"6"	"3"	"18"	"7"	"12"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"41"	"9"	"0"	"268"	"268"	"1"	"0"
"9198"	"3"	"9"	"1"	"2"	"400"	"19"	"1"	"39"	"0"	"5"	"12"	"6"	"4"	"10"	"12"	"23"	"7"	"6"	"6"	"30"	"6"	"2"	"4"	"1"	"4"	"6"	"2"	"15"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"31"	"2"	"0"	"268"	"268"	"1"	"0"
"9199"	"3"	"9"	"1"	"2"	"400"	"17"	"3"	"25"	"2"	"4"	"10"	"9"	"3"	"7"	"13"	"24"	"3"	"4"	"5"	"30"	"2"	"2"	"3"	"2"	"3"	"8"	"3"	"22"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"43"	"5"	"0"	"267"	"267"	"1"	"0"
"9200"	"3"	"9"	"1"	"2"	"400"	"16"	"3"	"38"	"3"	"1"	"14"	"3"	"11"	"8"	"3"	"18"	"9"	"7"	"2"	"19"	"5"	"4"	"6"	"3"	"5"	"7"	"5"	"26"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"36"	"12"	"0"	"272"	"272"	"1"	"0"
"9201"	"3"	"9"	"1"	"2"	"400"	"22"	"3"	"39"	"1"	"2"	"8"	"7"	"7"	"9"	"12"	"28"	"5"	"3"	"2"	"24"	"6"	"2"	"7"	"1"	"5"	"4"	"2"	"24"	"7"	"12"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"39"	"3"	"0"	"284"	"284"	"1"	"0"
"9202"	"3"	"9"	"1"	"2"	"400"	"21"	"4"	"54"	"6"	"2"	"13"	"7"	"7"	"10"	"10"	"20"	"3"	"5"	"8"	"28"	"7"	"0"	"9"	"2"	"6"	"4"	"3"	"22"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"34"	"7"	"0"	"304"	"304"	"1"	"0"
"9203"	"3"	"9"	"1"	"2"	"397"	"20"	"0"	"38"	"1"	"2"	"12"	"5"	"14"	"9"	"14"	"12"	"2"	"5"	"8"	"13"	"7"	"3"	"4"	"3"	"7"	"3"	"4"	"26"	"8"	"10"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"36"	"12"	"0"	"278"	"278"	"1"	"0"
"9204"	"3"	"9"	"1"	"2"	"400"	"14"	"2"	"46"	"1"	"3"	"13"	"7"	"11"	"10"	"8"	"17"	"4"	"4"	"3"	"26"	"3"	"1"	"5"	"1"	"5"	"5"	"2"	"16"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"31"	"6"	"0"	"259"	"259"	"1"	"0"
"9205"	"3"	"9"	"1"	"2"	"400"	"21"	"3"	"34"	"2"	"1"	"6"	"5"	"5"	"6"	"6"	"13"	"6"	"5"	"5"	"24"	"3"	"0"	"6"	"2"	"8"	"4"	"2"	"14"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"32"	"7"	"0"	"224"	"224"	"1"	"0"
"9206"	"3"	"9"	"1"	"2"	"338"	"19"	"4"	"41"	"1"	"1"	"11"	"6"	"7"	"3"	"2"	"16"	"6"	"1"	"4"	"19"	"1"	"3"	"7"	"0"	"2"	"1"	"6"	"21"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"39"	"7"	"0"	"240"	"240"	"1"	"0"
"9207"	"3"	"9"	"1"	"2"	"337"	"16"	"5"	"32"	"0"	"3"	"8"	"9"	"4"	"6"	"3"	"13"	"5"	"3"	"1"	"0"	"0"	"1"	"8"	"0"	"4"	"3"	"24"	"20"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"20"	"3"	"4"	"180"	"203"	"0"	"0"
"9208"	"3"	"9"	"1"	"2"	"400"	"36"	"6"	"37"	"3"	"3"	"7"	"4"	"6"	"13"	"6"	"10"	"4"	"1"	"3"	"29"	"7"	"8"	"7"	"4"	"2"	"7"	"3"	"24"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"64"	"5"	"0"	"297"	"316"	"0"	"0"
"9209"	"3"	"9"	"1"	"2"	"400"	"27"	"3"	"42"	"0"	"5"	"8"	"11"	"9"	"7"	"5"	"23"	"2"	"4"	"8"	"17"	"3"	"3"	"11"	"0"	"7"	"6"	"5"	"34"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"43"	"6"	"0"	"305"	"305"	"1"	"0"
"9210"	"3"	"9"	"1"	"2"	"400"	"36"	"6"	"47"	"2"	"2"	"7"	"6"	"6"	"2"	"3"	"3"	"5"	"3"	"7"	"17"	"7"	"5"	"13"	"1"	"7"	"8"	"5"	"19"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"236"	"226"	"52"	"9"	"0"	"297"	"287"	"0"	"0"
"9211"	"3"	"9"	"1"	"2"	"400"	"26"	"3"	"39"	"3"	"1"	"18"	"9"	"6"	"7"	"9"	"17"	"1"	"3"	"6"	"17"	"4"	"4"	"10"	"2"	"3"	"11"	"2"	"33"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"249"	"248"	"46"	"8"	"0"	"302"	"302"	"0"	"0"
"9212"	"3"	"9"	"1"	"2"	"400"	"34"	"3"	"38"	"0"	"3"	"9"	"7"	"8"	"5"	"6"	"16"	"2"	"5"	"4"	"15"	"9"	"4"	"11"	"1"	"6"	"4"	"4"	"31"	"7"	"10"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"45"	"3"	"0"	"290"	"290"	"1"	"0"
"9213"	"3"	"9"	"1"	"2"	"400"	"30"	"5"	"35"	"1"	"5"	"9"	"6"	"6"	"5"	"5"	"13"	"4"	"1"	"11"	"15"	"9"	"0"	"11"	"2"	"7"	"10"	"6"	"35"	"6"	"8"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"40"	"11"	"0"	"296"	"296"	"1"	"0"
"9214"	"3"	"9"	"1"	"2"	"400"	"26"	"4"	"54"	"4"	"6"	"12"	"6"	"6"	"6"	"6"	"19"	"3"	"1"	"1"	"17"	"7"	"2"	"11"	"1"	"5"	"5"	"1"	"31"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"41"	"6"	"0"	"296"	"296"	"1"	"0"
"9215"	"3"	"9"	"1"	"2"	"400"	"26"	"0"	"35"	"0"	"1"	"16"	"6"	"10"	"6"	"5"	"23"	"4"	"3"	"4"	"25"	"12"	"4"	"8"	"3"	"5"	"3"	"4"	"25"	"7"	"13"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"37"	"10"	"0"	"295"	"295"	"1"	"0"
"9216"	"3"	"9"	"1"	"2"	"401"	"29"	"4"	"53"	"3"	"1"	"11"	"7"	"12"	"6"	"14"	"23"	"6"	"3"	"6"	"24"	"5"	"3"	"5"	"1"	"3"	"6"	"5"	"24"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"38"	"4"	"0"	"308"	"308"	"1"	"0"
"9217"	"3"	"9"	"1"	"2"	"400"	"33"	"2"	"26"	"3"	"2"	"7"	"6"	"9"	"7"	"7"	"13"	"7"	"3"	"4"	"16"	"9"	"2"	"14"	"2"	"7"	"5"	"5"	"36"	"8"	"11"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"34"	"6"	"0"	"284"	"284"	"1"	"0"
"9218"	"3"	"9"	"1"	"2"	"275"	"17"	"4"	"30"	"0"	"2"	"12"	"6"	"5"	"8"	"11"	"23"	"0"	"4"	"1"	"17"	"4"	"4"	"5"	"1"	"4"	"11"	"5"	"30"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"55"	"0"	"0"	"275"	"275"	"1"	"0"
"9219"	"3"	"9"	"1"	"2"	"315"	"24"	"4"	"46"	"1"	"1"	"9"	"6"	"6"	"3"	"4"	"22"	"5"	"1"	"2"	"20"	"1"	"1"	"11"	"3"	"2"	"5"	"6"	"27"	"5"	"16"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"22"	"3"	"0"	"256"	"256"	"1"	"0"
"9220"	"3"	"9"	"1"	"2"	"315"	"18"	"5"	"36"	"1"	"3"	"17"	"11"	"7"	"3"	"9"	"18"	"5"	"1"	"3"	"22"	"0"	"2"	"6"	"2"	"6"	"1"	"3"	"18"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"29"	"5"	"0"	"244"	"244"	"1"	"0"
"9221"	"3"	"9"	"1"	"2"	"400"	"24"	"2"	"27"	"2"	"7"	"14"	"4"	"12"	"11"	"8"	"20"	"4"	"5"	"2"	"19"	"6"	"3"	"2"	"1"	"2"	"6"	"4"	"24"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"35"	"10"	"0"	"270"	"270"	"1"	"0"
"9222"	"3"	"9"	"1"	"2"	"401"	"20"	"1"	"42"	"4"	"2"	"15"	"4"	"14"	"6"	"13"	"15"	"5"	"5"	"4"	"26"	"1"	"3"	"4"	"0"	"4"	"2"	"6"	"19"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"37"	"13"	"0"	"278"	"278"	"1"	"0"
"9223"	"3"	"9"	"1"	"2"	"400"	"12"	"4"	"32"	"2"	"6"	"15"	"5"	"11"	"13"	"15"	"21"	"3"	"7"	"5"	"24"	"5"	"1"	"7"	"3"	"1"	"12"	"4"	"23"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"34"	"1"	"0"	"273"	"273"	"1"	"0"
"9224"	"3"	"9"	"1"	"2"	"400"	"15"	"5"	"26"	"3"	"1"	"11"	"2"	"12"	"14"	"8"	"7"	"5"	"7"	"29"	"3"	"1"	"1"	"3"	"5"	"4"	"3"	"25"	"8"	"8"	"8"	"0"	"0"	"0"	"0"	"0"	"224"	"214"	"42"	"14"	"0"	"280"	"270"	"0"	"0"
"9225"	"3"	"9"	"1"	"2"	"400"	"23"	"16"	"9"	"4"	"2"	"6"	"7"	"7"	"8"	"16"	"18"	"5"	"2"	"6"	"20"	"2"	"3"	"3"	"0"	"2"	"6"	"5"	"20"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"221"	"199"	"38"	"6"	"0"	"265"	"243"	"0"	"0"
"9226"	"3"	"9"	"1"	"2"	"400"	"19"	"2"	"32"	"4"	"4"	"13"	"4"	"6"	"9"	"7"	"29"	"8"	"6"	"2"	"27"	"8"	"2"	"4"	"4"	"7"	"4"	"3"	"24"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"43"	"6"	"0"	"285"	"285"	"1"	"0"
"9227"	"3"	"9"	"1"	"2"	"400"	"12"	"5"	"31"	"1"	"6"	"14"	"5"	"12"	"10"	"11"	"20"	"4"	"6"	"2"	"27"	"2"	"2"	"1"	"0"	"7"	"5"	"0"	"19"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"46"	"7"	"0"	"264"	"264"	"1"	"0"
"9228"	"3"	"9"	"1"	"2"	"400"	"20"	"7"	"29"	"5"	"1"	"13"	"1"	"3"	"6"	"10"	"6"	"3"	"9"	"3"	"28"	"6"	"3"	"3"	"1"	"4"	"5"	"4"	"24"	"4"	"15"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"38"	"9"	"0"	"260"	"260"	"1"	"0"
"9229"	"3"	"9"	"1"	"2"	"400"	"17"	"5"	"27"	"3"	"3"	"9"	"3"	"10"	"9"	"11"	"16"	"6"	"6"	"2"	"33"	"7"	"0"	"7"	"1"	"4"	"5"	"3"	"25"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"50"	"5"	"0"	"276"	"276"	"1"	"0"
"9230"	"3"	"9"	"1"	"2"	"400"	"18"	"4"	"22"	"2"	"5"	"15"	"5"	"11"	"11"	"8"	"24"	"5"	"4"	"5"	"27"	"1"	"1"	"9"	"1"	"7"	"7"	"1"	"36"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"34"	"7"	"0"	"285"	"285"	"1"	"0"
"9231"	"3"	"9"	"1"	"2"	"399"	"27"	"5"	"32"	"1"	"2"	"14"	"4"	"14"	"8"	"7"	"19"	"2"	"2"	"2"	"22"	"0"	"7"	"8"	"0"	"2"	"9"	"8"	"27"	"8"	"11"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"41"	"4"	"0"	"286"	"286"	"1"	"0"
"9232"	"3"	"9"	"1"	"2"	"399"	"23"	"1"	"21"	"3"	"2"	"16"	"0"	"12"	"8"	"13"	"21"	"2"	"1"	"4"	"26"	"7"	"1"	"7"	"2"	"5"	"9"	"2"	"32"	"10"	"7"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"45"	"6"	"0"	"286"	"286"	"1"	"0"
"9233"	"3"	"9"	"1"	"2"	"394"	"29"	"5"	"33"	"2"	"2"	"16"	"6"	"5"	"12"	"5"	"27"	"4"	"7"	"2"	"18"	"6"	"3"	"4"	"3"	"6"	"6"	"7"	"19"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"41"	"9"	"0"	"285"	"285"	"1"	"0"
"9234"	"3"	"9"	"1"	"2"	"400"	"18"	"4"	"27"	"2"	"4"	"17"	"3"	"14"	"11"	"7"	"19"	"2"	"5"	"2"	"13"	"7"	"4"	"10"	"0"	"2"	"10"	"2"	"18"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"31"	"7"	"0"	"252"	"252"	"1"	"0"
"9235"	"3"	"9"	"1"	"2"	"400"	"18"	"6"	"26"	"4"	"5"	"16"	"5"	"10"	"3"	"12"	"17"	"3"	"2"	"1"	"18"	"6"	"2"	"6"	"2"	"2"	"4"	"2"	"22"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"40"	"9"	"0"	"249"	"249"	"1"	"0"
"9236"	"3"	"9"	"1"	"2"	"403"	"21"	"1"	"38"	"2"	"4"	"21"	"4"	"13"	"13"	"5"	"16"	"8"	"4"	"4"	"17"	"2"	"4"	"5"	"2"	"4"	"2"	"3"	"17"	"6"	"11"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"30"	"5"	"0"	"262"	"262"	"1"	"0"
"9237"	"3"	"9"	"1"	"2"	"288"	"13"	"0"	"34"	"1"	"4"	"10"	"10"	"10"	"5"	"5"	"9"	"3"	"7"	"1"	"19"	"0"	"3"	"8"	"4"	"4"	"7"	"1"	"29"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"34"	"3"	"0"	"239"	"239"	"1"	"0"
