"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"VICTORIA"	"UNE"	"FCN_NACION"	"VIVA"	"CONVERGENCIA"	"CREO"	"WINAQ"	"UNIONISTA"	"FUERZA"	"LIBRE"	"PPT"	"PHG"	"BIEN"	"UCN"	"MLP"	"PC"	"VALOR"	"SEMILLA"	"EG"	"UNIDOS"	"PAN"	"URNG_MAIZ"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"12537"	"3"	"12"	"19"	"2"	"397"	"35"	"2"	"0"	"21"	"4"	"1"	"5"	"2"	"4"	"0"	"0"	"15"	"3"	"8"	"1"	"52"	"6"	"0"	"11"	"1"	"1"	"1"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"11"	"11"	"0"	"203"	"203"	"1"	"0"
"12538"	"3"	"12"	"19"	"2"	"400"	"38"	"2"	"1"	"31"	"5"	"0"	"1"	"6"	"2"	"0"	"1"	"14"	"1"	"7"	"0"	"42"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"162"	"4"	"10"	"0"	"177"	"176"	"0"	"0"
"12539"	"3"	"12"	"19"	"2"	"400"	"36"	"1"	"5"	"42"	"6"	"2"	"5"	"3"	"5"	"1"	"0"	"8"	"2"	"2"	"0"	"41"	"2"	"0"	"8"	"1"	"2"	"0"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"17"	"12"	"0"	"214"	"214"	"1"	"0"
"12540"	"3"	"12"	"19"	"2"	"400"	"48"	"1"	"1"	"34"	"2"	"2"	"5"	"7"	"3"	"0"	"3"	"3"	"3"	"5"	"1"	"40"	"3"	"1"	"5"	"1"	"0"	"1"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"19"	"12"	"2"	"216"	"216"	"1"	"0"
"12541"	"3"	"12"	"19"	"2"	"400"	"42"	"1"	"4"	"41"	"8"	"0"	"5"	"8"	"7"	"0"	"1"	"13"	"0"	"6"	"2"	"42"	"7"	"1"	"10"	"2"	"1"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"16"	"13"	"0"	"244"	"244"	"1"	"0"
"12542"	"3"	"12"	"19"	"2"	"400"	"46"	"0"	"1"	"31"	"3"	"1"	"8"	"6"	"0"	"0"	"0"	"3"	"0"	"5"	"0"	"53"	"4"	"0"	"5"	"1"	"0"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"19"	"19"	"0"	"213"	"213"	"1"	"0"
"12543"	"3"	"12"	"19"	"2"	"400"	"46"	"6"	"3"	"32"	"9"	"1"	"8"	"6"	"1"	"0"	"2"	"12"	"0"	"8"	"1"	"48"	"4"	"0"	"6"	"3"	"0"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"12"	"26"	"0"	"242"	"242"	"1"	"0"
"12544"	"3"	"12"	"19"	"2"	"400"	"30"	"1"	"0"	"39"	"8"	"1"	"7"	"5"	"1"	"2"	"0"	"19"	"1"	"8"	"1"	"31"	"5"	"0"	"4"	"1"	"2"	"0"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"21"	"24"	"0"	"225"	"225"	"1"	"0"
"12545"	"3"	"12"	"19"	"2"	"400"	"40"	"7"	"4"	"28"	"6"	"1"	"6"	"6"	"2"	"0"	"1"	"15"	"2"	"9"	"2"	"58"	"5"	"0"	"3"	"2"	"0"	"1"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"19"	"15"	"0"	"244"	"244"	"1"	"0"
"12546"	"3"	"12"	"19"	"2"	"400"	"44"	"0"	"2"	"31"	"8"	"0"	"2"	"3"	"3"	"0"	"0"	"9"	"0"	"8"	"0"	"38"	"8"	"0"	"6"	"2"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"12"	"26"	"0"	"208"	"208"	"1"	"0"
"12547"	"3"	"12"	"19"	"2"	"400"	"32"	"2"	"2"	"25"	"7"	"1"	"5"	"7"	"1"	"1"	"0"	"10"	"1"	"16"	"0"	"50"	"4"	"2"	"3"	"0"	"3"	"1"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"187"	"16"	"22"	"0"	"226"	"225"	"0"	"0"
"12548"	"3"	"12"	"19"	"2"	"400"	"37"	"2"	"1"	"35"	"7"	"2"	"5"	"8"	"1"	"1"	"2"	"9"	"0"	"11"	"0"	"40"	"3"	"1"	"10"	"0"	"1"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"15"	"30"	"0"	"230"	"230"	"1"	"0"
"12549"	"3"	"12"	"19"	"2"	"400"	"37"	"4"	"2"	"39"	"5"	"0"	"7"	"6"	"3"	"0"	"0"	"8"	"0"	"13"	"0"	"36"	"5"	"1"	"5"	"0"	"1"	"1"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"17"	"32"	"0"	"235"	"235"	"1"	"0"
"12550"	"3"	"12"	"19"	"2"	"393"	"31"	"2"	"0"	"35"	"9"	"3"	"2"	"2"	"8"	"0"	"0"	"14"	"2"	"12"	"2"	"44"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"11"	"21"	"0"	"217"	"217"	"1"	"0"
"12551"	"3"	"12"	"19"	"2"	"400"	"48"	"1"	"0"	"33"	"8"	"0"	"3"	"3"	"2"	"0"	"1"	"17"	"1"	"0"	"2"	"48"	"4"	"0"	"6"	"0"	"0"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"183"	"10"	"21"	"0"	"228"	"214"	"0"	"0"
"12552"	"3"	"12"	"19"	"2"	"400"	"31"	"3"	"2"	"34"	"6"	"1"	"1"	"6"	"1"	"1"	"0"	"17"	"3"	"21"	"0"	"62"	"2"	"0"	"7"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"11"	"7"	"0"	"205"	"223"	"0"	"0"
"12553"	"3"	"12"	"19"	"2"	"299"	"36"	"2"	"3"	"18"	"0"	"0"	"7"	"4"	"2"	"0"	"0"	"9"	"0"	"8"	"0"	"24"	"11"	"0"	"1"	"0"	"1"	"0"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"140"	"140"	"4"	"9"	"0"	"153"	"153"	"1"	"0"
"12554"	"3"	"12"	"19"	"2"	"289"	"20"	"1"	"1"	"18"	"3"	"1"	"4"	"4"	"1"	"0"	"0"	"3"	"0"	"5"	"0"	"27"	"0"	"0"	"4"	"2"	"0"	"1"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"10"	"13"	"0"	"131"	"131"	"1"	"0"
"12555"	"3"	"12"	"19"	"2"	"380"	"70"	"3"	"1"	"32"	"3"	"3"	"2"	"5"	"1"	"2"	"1"	"3"	"3"	"2"	"2"	"54"	"2"	"1"	"12"	"0"	"0"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"4"	"22"	"18"	"255"	"237"	"0"	"0"
"12556"	"3"	"12"	"19"	"2"	"380"	"73"	"2"	"0"	"27"	"0"	"2"	"2"	"5"	"0"	"0"	"1"	"0"	"7"	"1"	"3"	"75"	"5"	"0"	"5"	"0"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"23"	"19"	"0"	"256"	"256"	"1"	"0"
"12557"	"3"	"12"	"19"	"2"	"380"	"74"	"4"	"1"	"24"	"2"	"2"	"2"	"3"	"0"	"1"	"0"	"1"	"3"	"5"	"1"	"67"	"9"	"0"	"7"	"1"	"0"	"0"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"22"	"20"	"0"	"258"	"258"	"1"	"0"
"12558"	"3"	"12"	"19"	"2"	"380"	"64"	"0"	"2"	"23"	"2"	"3"	"1"	"2"	"1"	"0"	"1"	"0"	"4"	"4"	"1"	"86"	"5"	"1"	"3"	"0"	"0"	"3"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"13"	"17"	"0"	"246"	"246"	"1"	"0"
"12559"	"3"	"12"	"19"	"2"	"380"	"97"	"1"	"2"	"20"	"2"	"5"	"2"	"1"	"2"	"0"	"0"	"4"	"0"	"5"	"4"	"56"	"3"	"0"	"5"	"2"	"0"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"9"	"20"	"0"	"248"	"248"	"1"	"0"
"12560"	"3"	"12"	"19"	"2"	"380"	"58"	"1"	"0"	"34"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"1"	"4"	"4"	"0"	"72"	"1"	"0"	"8"	"1"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"18"	"16"	"0"	"231"	"231"	"1"	"0"
"12561"	"3"	"12"	"19"	"2"	"380"	"66"	"1"	"2"	"19"	"1"	"1"	"2"	"1"	"4"	"0"	"0"	"2"	"1"	"8"	"1"	"55"	"5"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"9"	"18"	"0"	"200"	"200"	"1"	"0"
"12562"	"3"	"12"	"19"	"2"	"380"	"68"	"1"	"2"	"18"	"1"	"5"	"4"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"60"	"7"	"0"	"10"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"186"	"6"	"11"	"0"	"212"	"203"	"0"	"0"
"12563"	"3"	"12"	"19"	"2"	"380"	"63"	"2"	"2"	"21"	"1"	"4"	"2"	"2"	"3"	"0"	"0"	"3"	"4"	"5"	"1"	"61"	"4"	"1"	"6"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"15"	"25"	"0"	"231"	"231"	"1"	"0"
"12564"	"3"	"12"	"19"	"2"	"298"	"35"	"0"	"0"	"20"	"2"	"2"	"0"	"3"	"3"	"0"	"1"	"1"	"2"	"8"	"0"	"48"	"3"	"1"	"5"	"0"	"2"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"9"	"13"	"0"	"165"	"165"	"1"	"0"
"12565"	"3"	"12"	"19"	"2"	"297"	"55"	"1"	"0"	"12"	"1"	"2"	"0"	"3"	"0"	"0"	"0"	"1"	"6"	"9"	"1"	"51"	"4"	"0"	"2"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"7"	"8"	"0"	"167"	"167"	"1"	"0"
"12566"	"3"	"12"	"19"	"2"	"385"	"50"	"3"	"0"	"33"	"0"	"1"	"7"	"8"	"1"	"2"	"0"	"1"	"3"	"4"	"1"	"76"	"11"	"2"	"6"	"0"	"0"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"27"	"17"	"0"	"262"	"262"	"1"	"0"
"12567"	"3"	"12"	"19"	"2"	"380"	"58"	"0"	"1"	"32"	"3"	"0"	"3"	"11"	"2"	"0"	"1"	"6"	"0"	"5"	"1"	"60"	"11"	"3"	"30"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"24"	"32"	"0"	"289"	"289"	"1"	"0"
"12568"	"3"	"12"	"19"	"2"	"380"	"48"	"8"	"0"	"22"	"4"	"0"	"10"	"19"	"3"	"1"	"2"	"2"	"10"	"2"	"0"	"38"	"16"	"1"	"8"	"2"	"2"	"0"	"4"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"16"	"25"	"0"	"255"	"255"	"1"	"0"
"12569"	"3"	"12"	"19"	"2"	"380"	"50"	"5"	"1"	"17"	"0"	"2"	"4"	"13"	"5"	"1"	"1"	"2"	"3"	"9"	"4"	"37"	"10"	"2"	"9"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"23"	"9"	"0"	"212"	"212"	"1"	"0"
"12570"	"3"	"12"	"19"	"2"	"377"	"61"	"1"	"3"	"28"	"8"	"1"	"4"	"13"	"3"	"1"	"2"	"1"	"4"	"9"	"1"	"38"	"1"	"2"	"18"	"2"	"0"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"22"	"21"	"0"	"252"	"252"	"1"	"0"
"12571"	"3"	"12"	"19"	"2"	"380"	"43"	"3"	"2"	"30"	"3"	"2"	"7"	"16"	"2"	"1"	"3"	"8"	"4"	"4"	"1"	"56"	"11"	"2"	"11"	"2"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"26"	"27"	"0"	"267"	"267"	"1"	"0"
"12572"	"3"	"12"	"19"	"2"	"380"	"53"	"8"	"0"	"21"	"5"	"2"	"3"	"29"	"5"	"1"	"1"	"2"	"0"	"6"	"2"	"55"	"3"	"2"	"7"	"0"	"0"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"26"	"28"	"0"	"268"	"268"	"1"	"0"
"12573"	"3"	"12"	"19"	"2"	"380"	"50"	"7"	"1"	"19"	"3"	"1"	"4"	"12"	"8"	"0"	"1"	"2"	"2"	"8"	"1"	"59"	"8"	"3"	"17"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"13"	"25"	"0"	"249"	"249"	"1"	"0"
"12574"	"3"	"12"	"19"	"2"	"313"	"40"	"5"	"1"	"18"	"2"	"1"	"2"	"7"	"1"	"1"	"0"	"6"	"1"	"9"	"0"	"42"	"8"	"1"	"8"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"8"	"17"	"2"	"183"	"183"	"1"	"0"
"12575"	"3"	"12"	"19"	"2"	"310"	"44"	"3"	"0"	"15"	"2"	"1"	"3"	"10"	"2"	"0"	"2"	"2"	"1"	"7"	"1"	"43"	"8"	"1"	"9"	"2"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"10"	"7"	"0"	"177"	"177"	"1"	"0"
"12576"	"3"	"12"	"19"	"2"	"600"	"52"	"3"	"1"	"47"	"3"	"3"	"7"	"9"	"1"	"1"	"0"	"3"	"2"	"2"	"2"	"47"	"13"	"0"	"5"	"3"	"2"	"0"	"3"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"17"	"25"	"0"	"269"	"269"	"1"	"0"
"12577"	"3"	"12"	"19"	"2"	"600"	"41"	"0"	"0"	"25"	"4"	"3"	"1"	"7"	"2"	"0"	"0"	"6"	"1"	"10"	"3"	"76"	"10"	"1"	"6"	"0"	"4"	"2"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"21"	"16"	"0"	"248"	"248"	"1"	"0"
"12578"	"3"	"12"	"19"	"2"	"600"	"45"	"3"	"3"	"22"	"6"	"4"	"4"	"8"	"4"	"0"	"0"	"13"	"2"	"6"	"2"	"26"	"7"	"0"	"2"	"3"	"2"	"0"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"174"	"13"	"19"	"0"	"208"	"206"	"0"	"0"
"12579"	"3"	"12"	"19"	"2"	"431"	"21"	"3"	"1"	"24"	"6"	"3"	"5"	"1"	"0"	"1"	"1"	"8"	"1"	"3"	"4"	"30"	"4"	"1"	"1"	"1"	"1"	"0"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"7"	"20"	"0"	"160"	"160"	"1"	"0"
"12580"	"3"	"12"	"19"	"2"	"431"	"18"	"1"	"2"	"10"	"1"	"0"	"2"	"4"	"3"	"0"	"0"	"4"	"3"	"4"	"0"	"21"	"5"	"0"	"2"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"90"	"90"	"8"	"12"	"0"	"110"	"110"	"1"	"0"
"12581"	"3"	"12"	"20"	"2"	"400"	"1"	"1"	"5"	"22"	"22"	"2"	"1"	"23"	"1"	"3"	"1"	"1"	"0"	"5"	"3"	"68"	"1"	"0"	"2"	"1"	"26"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"14"	"31"	"0"	"240"	"240"	"1"	"0"
"12582"	"3"	"12"	"20"	"2"	"400"	"0"	"3"	"10"	"21"	"16"	"1"	"0"	"15"	"3"	"2"	"0"	"3"	"1"	"9"	"5"	"50"	"0"	"3"	"1"	"0"	"19"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"25"	"30"	"0"	"224"	"224"	"1"	"0"
"12583"	"3"	"12"	"20"	"2"	"400"	"1"	"0"	"8"	"27"	"17"	"2"	"0"	"18"	"4"	"3"	"3"	"1"	"0"	"4"	"0"	"46"	"4"	"3"	"0"	"2"	"14"	"1"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"13"	"32"	"0"	"218"	"218"	"1"	"0"
"12584"	"3"	"12"	"20"	"2"	"400"	"3"	"1"	"4"	"41"	"25"	"2"	"0"	"20"	"2"	"3"	"2"	"2"	"0"	"4"	"6"	"70"	"2"	"6"	"1"	"2"	"8"	"1"	"8"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"13"	"32"	"0"	"264"	"264"	"1"	"0"
"12585"	"3"	"12"	"20"	"2"	"400"	"2"	"0"	"11"	"26"	"24"	"5"	"0"	"18"	"0"	"2"	"3"	"2"	"1"	"6"	"4"	"51"	"3"	"4"	"2"	"2"	"11"	"0"	"4"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"13"	"20"	"0"	"226"	"226"	"1"	"0"
"12586"	"3"	"12"	"20"	"2"	"400"	"4"	"0"	"4"	"19"	"8"	"1"	"1"	"18"	"2"	"2"	"1"	"4"	"0"	"8"	"0"	"46"	"2"	"5"	"2"	"0"	"13"	"0"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"11"	"31"	"0"	"195"	"195"	"1"	"0"
"12587"	"3"	"12"	"20"	"2"	"400"	"1"	"0"	"7"	"14"	"21"	"3"	"0"	"11"	"2"	"1"	"1"	"5"	"1"	"6"	"4"	"55"	"2"	"8"	"4"	"2"	"12"	"1"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"14"	"15"	"0"	"201"	"201"	"1"	"0"
"12588"	"3"	"12"	"20"	"2"	"400"	"2"	"1"	"5"	"31"	"14"	"2"	"0"	"20"	"4"	"3"	"5"	"4"	"0"	"5"	"1"	"48"	"5"	"3"	"1"	"2"	"13"	"3"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"14"	"16"	"1"	"212"	"212"	"1"	"0"
"12589"	"3"	"12"	"20"	"2"	"376"	"1"	"0"	"10"	"17"	"16"	"0"	"0"	"17"	"0"	"4"	"4"	"5"	"0"	"7"	"0"	"51"	"2"	"6"	"1"	"1"	"11"	"2"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"10"	"15"	"0"	"192"	"192"	"1"	"0"
"12590"	"3"	"12"	"20"	"2"	"375"	"3"	"1"	"5"	"18"	"20"	"4"	"0"	"16"	"1"	"1"	"4"	"3"	"0"	"9"	"6"	"55"	"1"	"4"	"1"	"1"	"8"	"0"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"10"	"12"	"0"	"193"	"193"	"1"	"0"
"12591"	"3"	"12"	"20"	"2"	"380"	"1"	"1"	"9"	"36"	"8"	"1"	"0"	"8"	"1"	"5"	"1"	"1"	"0"	"2"	"1"	"81"	"2"	"1"	"1"	"0"	"6"	"3"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"9"	"35"	"0"	"225"	"225"	"1"	"0"
"12592"	"3"	"12"	"20"	"2"	"376"	"2"	"0"	"4"	"39"	"4"	"2"	"0"	"9"	"0"	"3"	"0"	"0"	"2"	"3"	"3"	"69"	"1"	"2"	"1"	"1"	"1"	"3"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"11"	"53"	"0"	"222"	"222"	"1"	"0"
"12593"	"3"	"12"	"20"	"2"	"380"	"0"	"0"	"2"	"41"	"6"	"3"	"0"	"13"	"0"	"6"	"0"	"1"	"1"	"6"	"0"	"74"	"0"	"4"	"2"	"0"	"2"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"17"	"33"	"0"	"221"	"221"	"1"	"0"
"12594"	"3"	"12"	"20"	"2"	"380"	"0"	"0"	"8"	"34"	"8"	"1"	"0"	"5"	"1"	"6"	"1"	"0"	"2"	"3"	"2"	"80"	"0"	"0"	"1"	"0"	"2"	"3"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"11"	"32"	"0"	"208"	"208"	"1"	"0"
"12595"	"3"	"12"	"20"	"2"	"276"	"1"	"0"	"7"	"24"	"4"	"0"	"1"	"5"	"0"	"1"	"1"	"0"	"1"	"5"	"2"	"37"	"1"	"3"	"1"	"0"	"1"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"10"	"31"	"0"	"144"	"144"	"1"	"0"
"12596"	"3"	"12"	"20"	"2"	"275"	"0"	"1"	"6"	"28"	"6"	"1"	"0"	"7"	"0"	"2"	"0"	"1"	"0"	"4"	"2"	"62"	"2"	"2"	"1"	"0"	"4"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"7"	"15"	"0"	"157"	"157"	"1"	"0"
"12597"	"3"	"12"	"20"	"2"	"380"	"1"	"0"	"6"	"37"	"13"	"4"	"0"	"9"	"2"	"8"	"1"	"1"	"2"	"9"	"7"	"41"	"2"	"20"	"3"	"1"	"3"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"21"	"34"	"0"	"236"	"236"	"1"	"0"
"12598"	"3"	"12"	"20"	"2"	"380"	"4"	"1"	"16"	"29"	"10"	"3"	"1"	"11"	"2"	"5"	"1"	"0"	"3"	"1"	"1"	"38"	"3"	"19"	"2"	"0"	"2"	"0"	"7"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"16"	"31"	"0"	"219"	"219"	"1"	"0"
"12599"	"3"	"12"	"20"	"2"	"380"	"2"	"1"	"14"	"44"	"2"	"0"	"2"	"13"	"1"	"8"	"0"	"0"	"1"	"6"	"7"	"34"	"0"	"24"	"3"	"1"	"4"	"0"	"3"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"9"	"35"	"0"	"230"	"230"	"1"	"0"
"12600"	"3"	"12"	"20"	"2"	"380"	"1"	"1"	"20"	"31"	"9"	"2"	"2"	"14"	"2"	"6"	"0"	"1"	"1"	"12"	"5"	"38"	"3"	"19"	"2"	"1"	"11"	"0"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"28"	"26"	"0"	"253"	"253"	"1"	"0"
"12601"	"3"	"12"	"20"	"2"	"380"	"1"	"1"	"19"	"38"	"4"	"2"	"2"	"14"	"0"	"5"	"0"	"0"	"0"	"5"	"6"	"31"	"1"	"33"	"2"	"1"	"7"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"13"	"47"	"1"	"242"	"242"	"1"	"0"
"12602"	"3"	"12"	"20"	"2"	"380"	"1"	"0"	"15"	"39"	"7"	"1"	"0"	"12"	"1"	"7"	"0"	"1"	"2"	"4"	"4"	"33"	"0"	"26"	"3"	"1"	"3"	"0"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"15"	"53"	"1"	"241"	"240"	"0"	"0"
"12603"	"3"	"12"	"20"	"2"	"380"	"1"	"1"	"7"	"34"	"3"	"1"	"1"	"12"	"2"	"8"	"0"	"0"	"2"	"7"	"4"	"43"	"1"	"20"	"3"	"0"	"1"	"0"	"4"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"13"	"28"	"0"	"213"	"213"	"1"	"0"
"12604"	"3"	"12"	"20"	"2"	"380"	"2"	"1"	"12"	"33"	"5"	"2"	"0"	"13"	"1"	"9"	"0"	"0"	"0"	"7"	"4"	"39"	"1"	"14"	"4"	"0"	"3"	"0"	"6"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"10"	"33"	"0"	"213"	"213"	"1"	"0"
"12605"	"3"	"12"	"20"	"2"	"380"	"0"	"0"	"15"	"33"	"2"	"3"	"0"	"12"	"1"	"9"	"0"	"0"	"2"	"9"	"2"	"30"	"1"	"23"	"6"	"1"	"5"	"0"	"4"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"10"	"29"	"0"	"209"	"209"	"1"	"0"
"12606"	"3"	"12"	"20"	"2"	"380"	"2"	"1"	"8"	"21"	"5"	"1"	"0"	"26"	"0"	"10"	"0"	"0"	"1"	"5"	"8"	"32"	"1"	"21"	"2"	"1"	"5"	"0"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"23"	"25"	"0"	"220"	"217"	"0"	"3"
"12607"	"3"	"12"	"20"	"2"	"380"	"0"	"1"	"13"	"39"	"2"	"1"	"0"	"21"	"2"	"8"	"0"	"1"	"1"	"13"	"6"	"31"	"3"	"12"	"2"	"1"	"1"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"19"	"40"	"0"	"224"	"224"	"1"	"0"
"12608"	"3"	"12"	"20"	"2"	"380"	"2"	"1"	"11"	"27"	"6"	"6"	"0"	"17"	"1"	"6"	"1"	"0"	"2"	"7"	"5"	"37"	"0"	"21"	"1"	"1"	"1"	"0"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"11"	"24"	"0"	"201"	"201"	"1"	"0"
"12609"	"3"	"12"	"20"	"2"	"211"	"0"	"0"	"11"	"24"	"7"	"4"	"0"	"11"	"2"	"3"	"0"	"0"	"1"	"7"	"2"	"31"	"1"	"20"	"2"	"0"	"3"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"1"	"14"	"0"	"150"	"150"	"1"	"0"
"12610"	"3"	"12"	"20"	"2"	"211"	"0"	"0"	"11"	"14"	"3"	"0"	"0"	"7"	"0"	"3"	"0"	"1"	"3"	"7"	"2"	"29"	"2"	"16"	"0"	"1"	"2"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"109"	"109"	"4"	"8"	"0"	"121"	"121"	"1"	"0"
"12611"	"3"	"12"	"20"	"2"	"263"	"0"	"1"	"1"	"17"	"2"	"1"	"1"	"16"	"1"	"0"	"2"	"0"	"0"	"14"	"6"	"56"	"0"	"2"	"0"	"1"	"20"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"7"	"36"	"0"	"193"	"193"	"1"	"0"
