"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"TODOS"	"WINAQ"	"VAMOS"	"UNIONISTA"	"PAN"	"CONVERGENCIA"	"UNIDOS"	"VICTORIA"	"VALOR"	"VIVA"	"FUERZA"	"UCN"	"EG"	"PHG"	"AVANZA"	"PC"	"CREO"	"MLP"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4762"	"3"	"2"	"2"	"2"	"400"	"19"	"29"	"13"	"29"	"42"	"12"	"7"	"0"	"8"	"13"	"8"	"6"	"3"	"2"	"8"	"0"	"10"	"14"	"9"	"6"	"4"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"27"	"12"	"0"	"302"	"302"	"1"	"0"
"4763"	"3"	"2"	"2"	"2"	"400"	"5"	"31"	"21"	"23"	"42"	"3"	"1"	"2"	"4"	"10"	"10"	"5"	"1"	"3"	"12"	"0"	"19"	"13"	"14"	"4"	"3"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"26"	"2"	"0"	"278"	"278"	"1"	"0"
"4764"	"3"	"2"	"2"	"2"	"400"	"9"	"25"	"16"	"37"	"27"	"17"	"6"	"0"	"9"	"8"	"8"	"4"	"0"	"6"	"8"	"0"	"6"	"12"	"13"	"3"	"4"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"27"	"13"	"0"	"283"	"283"	"1"	"0"
"4765"	"3"	"2"	"2"	"2"	"400"	"16"	"26"	"13"	"40"	"38"	"5"	"2"	"3"	"12"	"12"	"9"	"0"	"4"	"6"	"13"	"1"	"10"	"15"	"8"	"2"	"2"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"33"	"11"	"0"	"301"	"301"	"1"	"0"
"4766"	"3"	"2"	"2"	"2"	"400"	"11"	"29"	"15"	"36"	"28"	"5"	"4"	"2"	"11"	"14"	"9"	"5"	"3"	"1"	"10"	"0"	"17"	"9"	"14"	"1"	"4"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"26"	"6"	"0"	"284"	"284"	"1"	"0"
"4767"	"3"	"2"	"2"	"2"	"400"	"15"	"20"	"8"	"32"	"39"	"9"	"3"	"1"	"10"	"18"	"6"	"4"	"0"	"5"	"8"	"2"	"18"	"10"	"10"	"6"	"3"	"34"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"30"	"7"	"0"	"302"	"302"	"1"	"0"
"4768"	"3"	"2"	"2"	"2"	"399"	"10"	"34"	"8"	"37"	"35"	"7"	"4"	"1"	"9"	"7"	"15"	"2"	"4"	"7"	"15"	"2"	"5"	"14"	"9"	"0"	"7"	"25"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"23"	"9"	"0"	"290"	"290"	"1"	"0"
"4769"	"3"	"2"	"2"	"2"	"400"	"12"	"16"	"4"	"41"	"40"	"10"	"8"	"2"	"11"	"12"	"12"	"2"	"0"	"5"	"12"	"3"	"12"	"7"	"7"	"1"	"4"	"31"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"36"	"10"	"0"	"301"	"301"	"1"	"0"
"4770"	"3"	"2"	"2"	"2"	"400"	"13"	"24"	"12"	"40"	"42"	"5"	"3"	"3"	"15"	"12"	"12"	"4"	"1"	"2"	"11"	"1"	"7"	"23"	"11"	"1"	"5"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"33"	"4"	"0"	"315"	"315"	"1"	"0"
"4771"	"3"	"2"	"2"	"2"	"400"	"9"	"17"	"12"	"34"	"40"	"10"	"2"	"2"	"9"	"11"	"12"	"2"	"2"	"9"	"9"	"0"	"6"	"14"	"10"	"6"	"6"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"40"	"6"	"0"	"295"	"295"	"1"	"0"
"4772"	"3"	"2"	"2"	"2"	"376"	"9"	"20"	"11"	"28"	"50"	"8"	"2"	"2"	"12"	"12"	"11"	"5"	"5"	"9"	"11"	"2"	"9"	"21"	"9"	"1"	"6"	"21"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"26"	"6"	"0"	"299"	"299"	"1"	"0"
"4773"	"3"	"2"	"2"	"2"	"400"	"12"	"30"	"11"	"31"	"47"	"6"	"5"	"1"	"11"	"8"	"15"	"2"	"4"	"1"	"9"	"1"	"8"	"9"	"4"	"5"	"4"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"30"	"16"	"0"	"294"	"294"	"1"	"0"
"4774"	"3"	"2"	"2"	"2"	"400"	"10"	"19"	"19"	"29"	"33"	"13"	"6"	"1"	"10"	"12"	"10"	"3"	"2"	"4"	"16"	"1"	"8"	"13"	"4"	"3"	"4"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"33"	"11"	"0"	"282"	"282"	"1"	"0"
"4775"	"3"	"2"	"2"	"2"	"400"	"11"	"18"	"6"	"30"	"52"	"5"	"4"	"1"	"15"	"16"	"11"	"4"	"3"	"5"	"13"	"2"	"14"	"11"	"8"	"4"	"4"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"20"	"15"	"0"	"291"	"291"	"1"	"0"
"4776"	"3"	"2"	"2"	"2"	"397"	"13"	"27"	"8"	"32"	"30"	"12"	"3"	"3"	"13"	"12"	"12"	"2"	"0"	"6"	"12"	"1"	"7"	"16"	"4"	"4"	"8"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"27"	"5"	"0"	"280"	"280"	"1"	"0"
"4777"	"3"	"2"	"2"	"2"	"400"	"8"	"29"	"8"	"22"	"34"	"9"	"3"	"2"	"8"	"10"	"6"	"7"	"2"	"6"	"13"	"3"	"11"	"19"	"9"	"1"	"2"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"23"	"10"	"0"	"266"	"266"	"1"	"0"
"4778"	"3"	"2"	"2"	"2"	"400"	"11"	"27"	"18"	"30"	"29"	"5"	"3"	"1"	"8"	"14"	"5"	"6"	"1"	"6"	"8"	"2"	"7"	"10"	"9"	"1"	"5"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"28"	"14"	"0"	"279"	"279"	"1"	"0"
"4779"	"3"	"2"	"2"	"2"	"400"	"10"	"30"	"16"	"30"	"33"	"9"	"6"	"4"	"6"	"18"	"7"	"6"	"0"	"3"	"23"	"0"	"7"	"15"	"16"	"2"	"1"	"33"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"24"	"4"	"0"	"304"	"304"	"1"	"0"
"4780"	"3"	"2"	"2"	"2"	"400"	"12"	"33"	"14"	"27"	"54"	"5"	"4"	"0"	"12"	"16"	"8"	"24"	"1"	"3"	"0"	"0"	"16"	"21"	"4"	"3"	"3"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"36"	"8"	"0"	"340"	"340"	"1"	"0"
"4781"	"3"	"2"	"2"	"2"	"398"	"4"	"34"	"19"	"35"	"42"	"6"	"2"	"0"	"11"	"14"	"9"	"3"	"3"	"3"	"7"	"1"	"8"	"16"	"14"	"1"	"3"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"23"	"14"	"0"	"287"	"287"	"1"	"0"
"4782"	"3"	"2"	"2"	"2"	"600"	"13"	"15"	"12"	"29"	"24"	"8"	"5"	"1"	"11"	"12"	"9"	"3"	"2"	"5"	"10"	"0"	"7"	"10"	"7"	"4"	"7"	"30"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"34"	"19"	"0"	"279"	"279"	"1"	"0"
"4783"	"3"	"2"	"2"	"2"	"351"	"4"	"10"	"9"	"22"	"13"	"7"	"3"	"3"	"9"	"9"	"7"	"1"	"2"	"0"	"7"	"1"	"5"	"5"	"6"	"0"	"7"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"24"	"4"	"0"	"182"	"182"	"1"	"0"
"4784"	"3"	"2"	"2"	"2"	"350"	"6"	"7"	"4"	"19"	"11"	"7"	"2"	"2"	"9"	"4"	"5"	"1"	"2"	"1"	"7"	"1"	"1"	"6"	"1"	"2"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"8"	"4"	"0"	"118"	"118"	"1"	"0"
"4785"	"3"	"2"	"3"	"2"	"400"	"52"	"47"	"6"	"45"	"16"	"8"	"2"	"2"	"5"	"5"	"13"	"2"	"4"	"1"	"10"	"1"	"2"	"2"	"7"	"2"	"13"	"2"	"4"	"1"	"10"	"1"	"2"	"2"	"7"	"2"	"245"	"245"	"37"	"39"	"0"	"321"	"321"	"1"	"0"
"4786"	"3"	"2"	"3"	"2"	"400"	"49"	"43"	"12"	"43"	"8"	"17"	"3"	"1"	"5"	"4"	"18"	"2"	"6"	"3"	"10"	"0"	"9"	"4"	"6"	"7"	"18"	"2"	"6"	"3"	"10"	"0"	"9"	"4"	"6"	"7"	"269"	"269"	"27"	"40"	"0"	"336"	"336"	"1"	"0"
"4787"	"3"	"2"	"3"	"2"	"400"	"55"	"48"	"6"	"41"	"7"	"8"	"3"	"1"	"5"	"10"	"18"	"4"	"8"	"4"	"5"	"3"	"4"	"8"	"5"	"3"	"18"	"4"	"8"	"4"	"5"	"3"	"4"	"8"	"5"	"3"	"261"	"261"	"33"	"42"	"0"	"336"	"336"	"1"	"0"
"4788"	"3"	"2"	"3"	"2"	"400"	"54"	"49"	"12"	"43"	"9"	"8"	"2"	"1"	"2"	"7"	"13"	"3"	"2"	"8"	"8"	"1"	"8"	"3"	"7"	"3"	"4"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"26"	"43"	"0"	"333"	"333"	"1"	"0"
"4789"	"3"	"2"	"3"	"2"	"400"	"52"	"54"	"3"	"36"	"7"	"1"	"2"	"1"	"4"	"11"	"15"	"2"	"3"	"3"	"17"	"5"	"5"	"2"	"2"	"2"	"15"	"2"	"3"	"3"	"17"	"5"	"5"	"2"	"2"	"2"	"241"	"241"	"30"	"59"	"0"	"330"	"330"	"1"	"0"
"4790"	"3"	"2"	"3"	"2"	"399"	"50"	"46"	"6"	"47"	"19"	"17"	"4"	"1"	"8"	"4"	"9"	"2"	"2"	"3"	"11"	"2"	"4"	"7"	"5"	"6"	"9"	"2"	"2"	"3"	"11"	"2"	"4"	"7"	"5"	"6"	"263"	"263"	"33"	"47"	"0"	"343"	"343"	"1"	"0"
"4791"	"3"	"2"	"3"	"2"	"400"	"61"	"46"	"7"	"45"	"17"	"13"	"1"	"2"	"4"	"4"	"12"	"2"	"2"	"3"	"7"	"5"	"3"	"4"	"7"	"6"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"31"	"54"	"0"	"348"	"348"	"1"	"0"
"4792"	"3"	"2"	"3"	"2"	"400"	"66"	"61"	"3"	"34"	"16"	"9"	"2"	"0"	"10"	"7"	"12"	"5"	"2"	"1"	"7"	"1"	"1"	"10"	"8"	"3"	"12"	"5"	"2"	"1"	"7"	"1"	"1"	"10"	"8"	"3"	"271"	"271"	"28"	"58"	"0"	"357"	"357"	"1"	"0"
"4793"	"3"	"2"	"3"	"2"	"400"	"81"	"37"	"4"	"31"	"17"	"15"	"2"	"2"	"6"	"3"	"8"	"2"	"6"	"4"	"9"	"2"	"1"	"4"	"4"	"7"	"8"	"2"	"6"	"4"	"9"	"2"	"1"	"4"	"4"	"7"	"269"	"269"	"29"	"41"	"0"	"339"	"339"	"1"	"0"
"4794"	"3"	"2"	"3"	"2"	"399"	"79"	"37"	"5"	"38"	"11"	"8"	"4"	"0"	"11"	"4"	"9"	"5"	"5"	"0"	"9"	"3"	"8"	"8"	"5"	"3"	"9"	"5"	"5"	"0"	"9"	"3"	"8"	"8"	"5"	"3"	"267"	"267"	"29"	"45"	"0"	"341"	"341"	"1"	"0"
"4795"	"3"	"2"	"3"	"2"	"400"	"87"	"48"	"6"	"32"	"11"	"9"	"1"	"1"	"4"	"10"	"8"	"2"	"4"	"1"	"7"	"2"	"1"	"3"	"5"	"7"	"8"	"2"	"4"	"1"	"7"	"2"	"1"	"3"	"5"	"7"	"258"	"258"	"31"	"50"	"0"	"339"	"339"	"1"	"0"
"4796"	"3"	"2"	"3"	"2"	"379"	"102"	"40"	"2"	"39"	"10"	"11"	"0"	"1"	"6"	"4"	"5"	"4"	"11"	"4"	"2"	"1"	"0"	"7"	"6"	"2"	"5"	"4"	"11"	"4"	"2"	"1"	"0"	"7"	"6"	"2"	"261"	"261"	"11"	"41"	"0"	"313"	"313"	"1"	"0"
"4797"	"3"	"2"	"3"	"2"	"400"	"96"	"41"	"2"	"38"	"15"	"6"	"2"	"1"	"3"	"5"	"8"	"5"	"2"	"0"	"7"	"1"	"7"	"0"	"6"	"4"	"8"	"5"	"2"	"0"	"7"	"1"	"7"	"0"	"6"	"4"	"260"	"260"	"24"	"45"	"0"	"329"	"329"	"1"	"0"
"4798"	"3"	"2"	"3"	"2"	"400"	"79"	"31"	"3"	"36"	"16"	"11"	"3"	"0"	"5"	"11"	"10"	"1"	"5"	"4"	"4"	"1"	"6"	"5"	"6"	"3"	"10"	"1"	"5"	"4"	"4"	"1"	"6"	"5"	"6"	"3"	"248"	"248"	"25"	"43"	"0"	"316"	"316"	"1"	"0"
"4799"	"3"	"2"	"3"	"2"	"400"	"54"	"42"	"11"	"39"	"11"	"10"	"0"	"0"	"3"	"10"	"9"	"1"	"4"	"4"	"6"	"0"	"6"	"6"	"12"	"2"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"36"	"32"	"0"	"308"	"308"	"1"	"0"
"4800"	"3"	"2"	"3"	"2"	"399"	"56"	"45"	"6"	"37"	"12"	"6"	"4"	"1"	"7"	"8"	"5"	"3"	"3"	"4"	"9"	"0"	"7"	"7"	"10"	"3"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"27"	"34"	"0"	"306"	"306"	"1"	"0"
"4801"	"3"	"2"	"3"	"2"	"400"	"42"	"46"	"14"	"47"	"15"	"6"	"3"	"0"	"3"	"6"	"10"	"4"	"3"	"1"	"16"	"1"	"11"	"12"	"13"	"3"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"29"	"28"	"0"	"325"	"325"	"1"	"0"
"4802"	"3"	"2"	"3"	"2"	"400"	"44"	"43"	"12"	"35"	"8"	"8"	"2"	"0"	"5"	"12"	"12"	"2"	"1"	"1"	"6"	"1"	"4"	"7"	"6"	"1"	"1"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"35"	"52"	"0"	"311"	"311"	"1"	"0"
"4803"	"3"	"2"	"3"	"2"	"400"	"53"	"42"	"5"	"48"	"8"	"7"	"2"	"2"	"6"	"5"	"13"	"4"	"4"	"4"	"7"	"2"	"3"	"6"	"11"	"5"	"4"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"30"	"32"	"0"	"322"	"322"	"1"	"0"
"4804"	"3"	"2"	"3"	"2"	"400"	"40"	"52"	"12"	"45"	"17"	"6"	"1"	"0"	"6"	"8"	"9"	"1"	"2"	"3"	"8"	"1"	"6"	"8"	"5"	"2"	"9"	"1"	"2"	"3"	"8"	"1"	"6"	"8"	"5"	"2"	"244"	"244"	"26"	"35"	"0"	"305"	"305"	"1"	"0"
"4805"	"3"	"2"	"3"	"2"	"400"	"51"	"61"	"5"	"40"	"12"	"3"	"1"	"0"	"3"	"7"	"12"	"2"	"1"	"2"	"12"	"4"	"3"	"3"	"4"	"4"	"12"	"2"	"1"	"2"	"12"	"4"	"3"	"3"	"4"	"4"	"245"	"245"	"26"	"33"	"0"	"304"	"304"	"1"	"0"
"4806"	"3"	"2"	"3"	"2"	"400"	"66"	"69"	"7"	"59"	"5"	"5"	"2"	"0"	"7"	"5"	"9"	"3"	"3"	"2"	"14"	"0"	"8"	"2"	"6"	"3"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"21"	"20"	"0"	"328"	"328"	"1"	"0"
"4807"	"3"	"2"	"3"	"2"	"380"	"57"	"67"	"14"	"51"	"15"	"6"	"0"	"2"	"3"	"4"	"4"	"3"	"3"	"1"	"13"	"0"	"13"	"6"	"11"	"2"	"6"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"21"	"30"	"0"	"340"	"340"	"1"	"0"
"4808"	"3"	"2"	"3"	"2"	"383"	"45"	"63"	"5"	"41"	"11"	"4"	"0"	"0"	"8"	"10"	"7"	"3"	"7"	"1"	"11"	"0"	"8"	"4"	"12"	"4"	"2"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"15"	"45"	"0"	"314"	"314"	"1"	"0"
"4809"	"3"	"2"	"3"	"2"	"397"	"30"	"8"	"5"	"22"	"3"	"1"	"1"	"0"	"3"	"7"	"12"	"1"	"1"	"2"	"6"	"1"	"4"	"4"	"3"	"4"	"1"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"25"	"24"	"0"	"185"	"185"	"1"	"0"
"4810"	"3"	"2"	"4"	"2"	"400"	"13"	"19"	"14"	"11"	"4"	"7"	"4"	"1"	"4"	"3"	"23"	"6"	"4"	"6"	"5"	"3"	"29"	"10"	"29"	"1"	"3"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"24"	"39"	"0"	"275"	"275"	"1"	"0"
"4811"	"3"	"2"	"4"	"2"	"400"	"14"	"10"	"15"	"4"	"9"	"5"	"2"	"0"	"4"	"1"	"21"	"7"	"5"	"4"	"5"	"5"	"32"	"6"	"26"	"2"	"5"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"20"	"25"	"0"	"241"	"241"	"1"	"0"
"4812"	"3"	"2"	"4"	"2"	"400"	"14"	"16"	"9"	"8"	"3"	"8"	"2"	"2"	"7"	"1"	"21"	"11"	"1"	"6"	"9"	"2"	"31"	"7"	"22"	"2"	"21"	"11"	"1"	"6"	"9"	"2"	"31"	"7"	"22"	"2"	"203"	"203"	"29"	"31"	"0"	"263"	"263"	"1"	"0"
"4813"	"3"	"2"	"4"	"2"	"400"	"12"	"21"	"14"	"7"	"2"	"7"	"5"	"0"	"1"	"7"	"13"	"9"	"7"	"8"	"4"	"5"	"25"	"3"	"23"	"1"	"5"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"31"	"32"	"0"	"256"	"256"	"1"	"0"
"4814"	"3"	"2"	"4"	"2"	"400"	"13"	"11"	"8"	"10"	"6"	"4"	"1"	"1"	"3"	"3"	"20"	"14"	"1"	"10"	"3"	"3"	"22"	"8"	"21"	"5"	"6"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"31"	"28"	"0"	"246"	"246"	"1"	"0"
"4815"	"3"	"2"	"4"	"2"	"400"	"14"	"13"	"10"	"10"	"11"	"11"	"2"	"2"	"6"	"2"	"19"	"12"	"2"	"7"	"8"	"1"	"25"	"3"	"25"	"4"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"28"	"43"	"0"	"273"	"273"	"1"	"0"
"4816"	"3"	"2"	"4"	"2"	"400"	"10"	"18"	"21"	"13"	"4"	"4"	"1"	"0"	"3"	"1"	"14"	"9"	"0"	"5"	"4"	"2"	"21"	"4"	"30"	"3"	"4"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"37"	"35"	"143"	"257"	"257"	"1"	"0"
"4817"	"3"	"2"	"4"	"2"	"400"	"21"	"14"	"16"	"7"	"3"	"4"	"2"	"0"	"4"	"1"	"14"	"11"	"3"	"10"	"3"	"1"	"25"	"7"	"38"	"3"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"28"	"38"	"0"	"266"	"266"	"1"	"0"
"4818"	"3"	"2"	"4"	"2"	"400"	"9"	"7"	"10"	"6"	"7"	"8"	"1"	"1"	"2"	"4"	"23"	"8"	"2"	"6"	"8"	"8"	"30"	"2"	"39"	"2"	"1"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"30"	"32"	"0"	"260"	"260"	"1"	"0"
"4819"	"3"	"2"	"4"	"2"	"400"	"13"	"17"	"8"	"13"	"4"	"5"	"3"	"1"	"4"	"1"	"11"	"8"	"3"	"6"	"9"	"3"	"19"	"7"	"34"	"1"	"5"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"26"	"38"	"0"	"255"	"255"	"1"	"0"
"4820"	"3"	"2"	"4"	"2"	"400"	"10"	"13"	"5"	"11"	"7"	"14"	"2"	"0"	"4"	"2"	"24"	"16"	"1"	"9"	"3"	"4"	"32"	"2"	"26"	"3"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"26"	"35"	"0"	"260"	"260"	"1"	"0"
"4821"	"3"	"2"	"4"	"2"	"400"	"11"	"10"	"9"	"9"	"5"	"7"	"2"	"3"	"2"	"4"	"25"	"7"	"6"	"4"	"8"	"6"	"18"	"5"	"32"	"3"	"25"	"7"	"6"	"4"	"8"	"6"	"18"	"5"	"32"	"3"	"190"	"190"	"29"	"30"	"0"	"249"	"249"	"1"	"0"
"4822"	"3"	"2"	"4"	"2"	"400"	"17"	"12"	"16"	"10"	"7"	"3"	"4"	"4"	"3"	"1"	"26"	"10"	"1"	"10"	"7"	"3"	"22"	"2"	"29"	"1"	"26"	"10"	"1"	"10"	"7"	"3"	"22"	"2"	"29"	"1"	"204"	"204"	"34"	"32"	"0"	"270"	"270"	"1"	"0"
"4823"	"3"	"2"	"4"	"2"	"400"	"13"	"16"	"12"	"6"	"5"	"7"	"6"	"0"	"9"	"2"	"31"	"9"	"1"	"8"	"5"	"4"	"25"	"3"	"38"	"2"	"3"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"12"	"32"	"0"	"265"	"265"	"1"	"0"
"4824"	"3"	"2"	"4"	"2"	"400"	"14"	"15"	"22"	"7"	"6"	"3"	"2"	"1"	"4"	"3"	"23"	"10"	"1"	"7"	"5"	"3"	"23"	"7"	"32"	"4"	"7"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"31"	"22"	"0"	"262"	"262"	"1"	"0"
"4825"	"3"	"2"	"4"	"2"	"400"	"20"	"23"	"10"	"6"	"4"	"9"	"3"	"2"	"3"	"4"	"13"	"5"	"1"	"4"	"2"	"1"	"27"	"7"	"29"	"1"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"27"	"27"	"0"	"240"	"240"	"1"	"0"
"4826"	"3"	"2"	"4"	"2"	"400"	"19"	"15"	"17"	"13"	"6"	"6"	"2"	"0"	"2"	"2"	"18"	"8"	"2"	"0"	"3"	"1"	"28"	"7"	"43"	"3"	"18"	"8"	"2"	"0"	"3"	"1"	"28"	"7"	"43"	"3"	"206"	"206"	"14"	"33"	"0"	"253"	"253"	"1"	"0"
"4827"	"3"	"2"	"4"	"2"	"256"	"8"	"22"	"10"	"7"	"6"	"7"	"2"	"0"	"7"	"8"	"16"	"14"	"3"	"7"	"6"	"2"	"31"	"6"	"30"	"3"	"1"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"23"	"22"	"0"	"256"	"256"	"1"	"0"
"4828"	"3"	"2"	"4"	"2"	"400"	"8"	"15"	"13"	"12"	"8"	"5"	"2"	"2"	"1"	"5"	"16"	"13"	"1"	"4"	"10"	"0"	"28"	"5"	"41"	"4"	"3"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"28"	"18"	"0"	"261"	"261"	"1"	"0"
"4829"	"3"	"2"	"4"	"2"	"401"	"15"	"14"	"11"	"8"	"3"	"5"	"5"	"2"	"5"	"4"	"28"	"10"	"3"	"0"	"8"	"2"	"28"	"7"	"34"	"2"	"28"	"10"	"3"	"0"	"8"	"2"	"28"	"7"	"34"	"2"	"220"	"220"	"19"	"15"	"0"	"254"	"254"	"1"	"0"
"4830"	"3"	"2"	"4"	"2"	"400"	"16"	"19"	"10"	"7"	"5"	"6"	"5"	"0"	"5"	"2"	"22"	"6"	"3"	"6"	"11"	"3"	"32"	"3"	"30"	"1"	"1"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"18"	"31"	"0"	"261"	"261"	"1"	"0"
"4831"	"3"	"2"	"4"	"2"	"400"	"15"	"16"	"18"	"7"	"5"	"8"	"2"	"4"	"2"	"4"	"23"	"3"	"0"	"9"	"10"	"4"	"31"	"7"	"28"	"2"	"23"	"3"	"0"	"9"	"10"	"4"	"31"	"7"	"28"	"2"	"221"	"221"	"27"	"17"	"0"	"265"	"265"	"1"	"0"
"4832"	"3"	"2"	"4"	"2"	"401"	"9"	"12"	"18"	"8"	"7"	"2"	"1"	"1"	"2"	"2"	"20"	"12"	"1"	"5"	"7"	"5"	"22"	"6"	"20"	"2"	"20"	"12"	"1"	"5"	"7"	"5"	"22"	"6"	"20"	"2"	"172"	"172"	"24"	"37"	"0"	"233"	"233"	"1"	"0"
"4833"	"3"	"2"	"4"	"2"	"400"	"15"	"12"	"13"	"6"	"3"	"4"	"7"	"0"	"3"	"5"	"25"	"9"	"2"	"0"	"3"	"4"	"34"	"3"	"25"	"3"	"25"	"9"	"2"	"0"	"3"	"4"	"34"	"3"	"25"	"3"	"197"	"197"	"34"	"21"	"0"	"252"	"252"	"1"	"0"
"4834"	"3"	"2"	"4"	"2"	"400"	"19"	"17"	"8"	"7"	"6"	"5"	"2"	"0"	"3"	"2"	"22"	"11"	"1"	"4"	"5"	"1"	"34"	"5"	"21"	"2"	"2"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"25"	"8"	"0"	"232"	"232"	"1"	"0"
"4835"	"3"	"2"	"4"	"2"	"400"	"15"	"11"	"16"	"7"	"5"	"5"	"3"	"0"	"1"	"2"	"14"	"5"	"2"	"4"	"14"	"3"	"34"	"6"	"23"	"2"	"14"	"5"	"2"	"4"	"14"	"3"	"34"	"6"	"23"	"2"	"189"	"189"	"25"	"16"	"0"	"230"	"230"	"1"	"0"
"4836"	"3"	"2"	"4"	"2"	"400"	"12"	"13"	"19"	"12"	"5"	"5"	"3"	"0"	"3"	"2"	"12"	"7"	"2"	"8"	"6"	"3"	"40"	"2"	"19"	"4"	"12"	"7"	"2"	"8"	"6"	"3"	"40"	"2"	"19"	"4"	"193"	"193"	"18"	"22"	"0"	"233"	"233"	"1"	"0"
