"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"TODOS"	"WINAQ"	"VAMOS"	"UNIONISTA"	"PAN"	"CONVERGENCIA"	"UNIDOS"	"VICTORIA"	"VALOR"	"VIVA"	"FUERZA"	"UCN"	"EG"	"PHG"	"AVANZA"	"PC"	"CREO"	"MLP"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"5000"	"3"	"2"	"10"	"2"	"400"	"23"	"22"	"7"	"9"	"19"	"13"	"1"	"0"	"1"	"5"	"11"	"59"	"1"	"3"	"10"	"1"	"42"	"27"	"11"	"0"	"2"	"9"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"285"	"285"	"21"	"19"	"0"	"325"	"325"	"1"	"0"
"5001"	"3"	"2"	"10"	"2"	"249"	"12"	"19"	"5"	"8"	"7"	"1"	"1"	"0"	"4"	"1"	"8"	"53"	"2"	"0"	"11"	"0"	"29"	"16"	"8"	"1"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"14"	"3"	"0"	"211"	"211"	"1"	"0"
"5002"	"3"	"2"	"10"	"2"	"248"	"15"	"12"	"6"	"6"	"7"	"2"	"0"	"1"	"6"	"0"	"10"	"29"	"0"	"1"	"6"	"0"	"29"	"11"	"9"	"2"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"7"	"15"	"0"	"186"	"186"	"1"	"0"
"5003"	"3"	"2"	"10"	"2"	"492"	"35"	"29"	"4"	"7"	"7"	"11"	"1"	"1"	"1"	"3"	"11"	"31"	"2"	"1"	"6"	"1"	"13"	"21"	"4"	"5"	"2"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"23"	"26"	"0"	"260"	"260"	"1"	"0"
"5004"	"3"	"2"	"11"	"2"	"400"	"41"	"21"	"6"	"20"	"19"	"7"	"0"	"9"	"2"	"2"	"12"	"5"	"2"	"1"	"4"	"3"	"22"	"12"	"5"	"1"	"0"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"8"	"27"	"0"	"253"	"253"	"1"	"0"
"5005"	"3"	"2"	"11"	"2"	"400"	"33"	"26"	"15"	"19"	"33"	"5"	"0"	"3"	"3"	"8"	"10"	"0"	"0"	"2"	"2"	"2"	"24"	"24"	"3"	"0"	"2"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"13"	"29"	"0"	"275"	"275"	"1"	"0"
"5006"	"3"	"2"	"11"	"2"	"400"	"28"	"26"	"8"	"13"	"28"	"8"	"3"	"4"	"5"	"6"	"12"	"3"	"3"	"2"	"0"	"2"	"24"	"21"	"7"	"2"	"0"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"13"	"19"	"0"	"256"	"256"	"1"	"0"
"5007"	"3"	"2"	"11"	"2"	"400"	"27"	"36"	"6"	"19"	"23"	"5"	"1"	"10"	"3"	"5"	"11"	"2"	"2"	"2"	"2"	"0"	"24"	"15"	"9"	"6"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"11"	"21"	"0"	"248"	"248"	"1"	"1"
"5008"	"3"	"2"	"11"	"2"	"400"	"52"	"25"	"7"	"23"	"30"	"11"	"1"	"2"	"1"	"5"	"6"	"1"	"0"	"0"	"7"	"0"	"25"	"20"	"7"	"1"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"16"	"18"	"0"	"274"	"274"	"1"	"0"
"5009"	"3"	"2"	"11"	"2"	"400"	"30"	"24"	"4"	"11"	"35"	"9"	"1"	"2"	"4"	"10"	"12"	"1"	"2"	"0"	"3"	"2"	"22"	"18"	"5"	"2"	"0"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"12"	"34"	"0"	"260"	"260"	"1"	"0"
"5010"	"3"	"2"	"11"	"2"	"400"	"49"	"25"	"12"	"14"	"33"	"4"	"3"	"3"	"3"	"9"	"11"	"3"	"2"	"1"	"3"	"2"	"20"	"27"	"6"	"0"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"16"	"19"	"0"	"273"	"273"	"1"	"0"
"5011"	"3"	"2"	"11"	"2"	"397"	"40"	"39"	"6"	"19"	"36"	"10"	"1"	"8"	"5"	"7"	"7"	"1"	"2"	"3"	"1"	"1"	"21"	"12"	"6"	"1"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"11"	"24"	"0"	"270"	"270"	"1"	"0"
"5012"	"3"	"2"	"11"	"2"	"400"	"40"	"32"	"7"	"21"	"29"	"5"	"2"	"6"	"3"	"5"	"5"	"1"	"3"	"2"	"1"	"1"	"17"	"19"	"5"	"3"	"0"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"10"	"18"	"0"	"250"	"250"	"1"	"0"
"5013"	"3"	"2"	"11"	"2"	"400"	"37"	"26"	"12"	"8"	"30"	"8"	"1"	"12"	"4"	"6"	"6"	"3"	"3"	"1"	"2"	"2"	"25"	"22"	"4"	"4"	"2"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"12"	"15"	"0"	"261"	"261"	"1"	"0"
"5014"	"3"	"2"	"11"	"2"	"400"	"54"	"35"	"7"	"13"	"23"	"12"	"1"	"11"	"2"	"5"	"11"	"1"	"6"	"1"	"4"	"4"	"27"	"12"	"8"	"3"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"17"	"29"	"0"	"297"	"297"	"1"	"0"
"5015"	"3"	"2"	"11"	"2"	"400"	"43"	"30"	"11"	"11"	"18"	"7"	"0"	"10"	"3"	"7"	"5"	"3"	"6"	"0"	"2"	"1"	"34"	"26"	"9"	"4"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"14"	"19"	"0"	"273"	"273"	"1"	"0"
"5016"	"3"	"2"	"11"	"2"	"400"	"35"	"33"	"13"	"24"	"21"	"6"	"0"	"5"	"2"	"4"	"11"	"4"	"6"	"1"	"1"	"0"	"21"	"17"	"10"	"1"	"1"	"20"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"11"	"8"	"0"	"257"	"257"	"1"	"0"
"5017"	"3"	"2"	"11"	"2"	"400"	"45"	"34"	"11"	"17"	"29"	"8"	"1"	"4"	"2"	"7"	"6"	"1"	"3"	"1"	"2"	"2"	"25"	"13"	"12"	"2"	"2"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"7"	"15"	"0"	"276"	"276"	"1"	"0"
"5018"	"3"	"2"	"11"	"2"	"400"	"40"	"24"	"14"	"23"	"29"	"10"	"2"	"4"	"2"	"10"	"11"	"2"	"2"	"0"	"1"	"1"	"25"	"17"	"8"	"3"	"2"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"10"	"14"	"0"	"274"	"274"	"1"	"0"
"5019"	"3"	"2"	"11"	"2"	"400"	"32"	"22"	"9"	"20"	"17"	"6"	"3"	"7"	"1"	"5"	"14"	"1"	"0"	"2"	"2"	"3"	"30"	"11"	"14"	"2"	"1"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"221"	"13"	"18"	"31"	"252"	"252"	"0"	"0"
"5020"	"3"	"2"	"11"	"2"	"399"	"33"	"29"	"10"	"17"	"23"	"6"	"0"	"8"	"5"	"5"	"8"	"1"	"2"	"0"	"2"	"1"	"21"	"17"	"8"	"1"	"1"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"13"	"19"	"0"	"248"	"248"	"1"	"0"
"5021"	"3"	"2"	"11"	"2"	"401"	"44"	"25"	"10"	"10"	"18"	"6"	"1"	"2"	"2"	"12"	"17"	"2"	"1"	"0"	"2"	"2"	"21"	"22"	"4"	"0"	"0"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"9"	"20"	"0"	"246"	"246"	"1"	"0"
"5022"	"3"	"2"	"11"	"2"	"400"	"37"	"23"	"7"	"24"	"27"	"4"	"0"	"0"	"1"	"6"	"6"	"3"	"2"	"1"	"4"	"1"	"24"	"18"	"10"	"0"	"0"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"17"	"33"	"0"	"262"	"262"	"1"	"0"
"5023"	"3"	"2"	"11"	"2"	"400"	"46"	"30"	"11"	"15"	"22"	"3"	"0"	"7"	"1"	"6"	"5"	"0"	"1"	"0"	"1"	"4"	"20"	"18"	"5"	"2"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"14"	"21"	"0"	"243"	"243"	"1"	"0"
"5024"	"3"	"2"	"11"	"2"	"400"	"30"	"30"	"6"	"15"	"27"	"9"	"1"	"9"	"2"	"9"	"8"	"1"	"2"	"0"	"1"	"2"	"17"	"9"	"3"	"3"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"14"	"17"	"0"	"227"	"227"	"1"	"0"
"5025"	"3"	"2"	"11"	"2"	"400"	"32"	"30"	"6"	"8"	"29"	"8"	"3"	"2"	"1"	"8"	"11"	"1"	"0"	"1"	"2"	"3"	"21"	"15"	"12"	"0"	"1"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"16"	"17"	"0"	"241"	"241"	"1"	"0"
"5026"	"3"	"2"	"11"	"2"	"400"	"26"	"36"	"14"	"14"	"28"	"3"	"3"	"9"	"1"	"4"	"8"	"0"	"0"	"1"	"1"	"3"	"25"	"15"	"9"	"0"	"1"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"11"	"8"	"0"	"247"	"247"	"1"	"0"
"5027"	"3"	"2"	"11"	"2"	"400"	"35"	"40"	"15"	"10"	"24"	"3"	"3"	"6"	"2"	"5"	"10"	"0"	"2"	"1"	"4"	"1"	"27"	"21"	"6"	"1"	"3"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"14"	"10"	"0"	"269"	"269"	"1"	"0"
"5028"	"3"	"2"	"11"	"2"	"400"	"33"	"39"	"8"	"22"	"37"	"3"	"2"	"6"	"0"	"9"	"9"	"1"	"3"	"1"	"2"	"1"	"26"	"15"	"5"	"1"	"1"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"9"	"9"	"0"	"265"	"265"	"1"	"0"
"5029"	"3"	"2"	"11"	"2"	"210"	"19"	"6"	"3"	"6"	"17"	"3"	"1"	"3"	"0"	"5"	"3"	"1"	"1"	"0"	"2"	"1"	"16"	"17"	"2"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"3"	"5"	"8"	"122"	"122"	"1"	"0"
"5030"	"3"	"2"	"11"	"2"	"210"	"27"	"18"	"4"	"5"	"16"	"1"	"2"	"1"	"3"	"7"	"2"	"0"	"1"	"0"	"2"	"1"	"19"	"8"	"5"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"3"	"6"	"0"	"139"	"139"	"1"	"0"
"5031"	"3"	"2"	"11"	"2"	"445"	"11"	"9"	"8"	"11"	"20"	"1"	"1"	"1"	"4"	"3"	"5"	"3"	"0"	"2"	"1"	"0"	"8"	"8"	"2"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"6"	"12"	"0"	"128"	"128"	"1"	"0"
"5032"	"3"	"2"	"11"	"2"	"445"	"13"	"8"	"4"	"7"	"14"	"1"	"1"	"2"	"3"	"3"	"4"	"0"	"2"	"1"	"3"	"0"	"5"	"7"	"2"	"1"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"92"	"92"	"10"	"8"	"0"	"110"	"110"	"1"	"0"
"5033"	"3"	"2"	"12"	"2"	"400"	"19"	"10"	"6"	"30"	"18"	"11"	"3"	"0"	"4"	"8"	"7"	"7"	"2"	"4"	"5"	"0"	"29"	"8"	"7"	"2"	"38"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"15"	"16"	"0"	"266"	"266"	"1"	"0"
"5034"	"3"	"2"	"12"	"2"	"400"	"20"	"6"	"6"	"25"	"12"	"6"	"3"	"0"	"6"	"6"	"3"	"2"	"2"	"1"	"6"	"1"	"30"	"12"	"7"	"6"	"37"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"18"	"13"	"0"	"245"	"245"	"1"	"0"
"5035"	"3"	"2"	"12"	"2"	"400"	"12"	"11"	"9"	"30"	"9"	"7"	"1"	"2"	"5"	"8"	"6"	"6"	"0"	"5"	"9"	"1"	"26"	"9"	"8"	"5"	"36"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"26"	"15"	"0"	"257"	"257"	"1"	"0"
"5036"	"3"	"2"	"12"	"2"	"400"	"20"	"10"	"1"	"44"	"13"	"8"	"2"	"0"	"3"	"8"	"4"	"3"	"4"	"3"	"10"	"3"	"32"	"13"	"4"	"0"	"28"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"32"	"8"	"0"	"265"	"265"	"1"	"0"
"5037"	"3"	"2"	"12"	"2"	"400"	"19"	"16"	"4"	"30"	"16"	"4"	"2"	"2"	"9"	"13"	"1"	"3"	"2"	"2"	"9"	"1"	"34"	"9"	"5"	"5"	"33"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"21"	"17"	"0"	"271"	"271"	"1"	"0"
"5038"	"3"	"2"	"12"	"2"	"400"	"16"	"13"	"6"	"39"	"15"	"12"	"2"	"1"	"3"	"5"	"5"	"5"	"1"	"1"	"2"	"2"	"27"	"10"	"7"	"8"	"41"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"25"	"14"	"0"	"267"	"267"	"1"	"0"
"5039"	"3"	"2"	"12"	"2"	"400"	"10"	"11"	"13"	"29"	"16"	"3"	"0"	"3"	"6"	"6"	"3"	"1"	"1"	"2"	"4"	"4"	"48"	"6"	"6"	"1"	"31"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"35"	"29"	"0"	"276"	"276"	"1"	"0"
"5040"	"3"	"2"	"12"	"2"	"400"	"14"	"4"	"5"	"36"	"13"	"8"	"1"	"2"	"2"	"10"	"5"	"2"	"3"	"1"	"5"	"1"	"32"	"15"	"1"	"3"	"39"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"17"	"15"	"0"	"256"	"256"	"1"	"0"
"5041"	"3"	"2"	"12"	"2"	"401"	"13"	"6"	"4"	"32"	"13"	"4"	"0"	"1"	"4"	"3"	"4"	"1"	"1"	"5"	"8"	"1"	"45"	"6"	"6"	"2"	"37"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"30"	"18"	"0"	"261"	"261"	"1"	"0"
"5042"	"3"	"2"	"12"	"2"	"400"	"17"	"14"	"6"	"36"	"18"	"4"	"1"	"2"	"5"	"4"	"7"	"4"	"1"	"1"	"4"	"2"	"39"	"6"	"3"	"1"	"42"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"25"	"17"	"0"	"279"	"279"	"1"	"0"
"5043"	"3"	"2"	"12"	"2"	"400"	"10"	"16"	"5"	"38"	"15"	"9"	"3"	"1"	"6"	"6"	"6"	"2"	"5"	"2"	"8"	"1"	"33"	"10"	"10"	"4"	"30"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"29"	"19"	"0"	"278"	"278"	"1"	"0"
"5044"	"3"	"2"	"12"	"2"	"400"	"26"	"10"	"6"	"35"	"8"	"6"	"1"	"1"	"5"	"7"	"7"	"7"	"2"	"4"	"11"	"0"	"22"	"9"	"8"	"4"	"38"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"27"	"22"	"0"	"276"	"276"	"1"	"0"
"5045"	"3"	"2"	"12"	"2"	"400"	"5"	"13"	"8"	"41"	"17"	"5"	"2"	"2"	"1"	"7"	"10"	"3"	"1"	"3"	"10"	"2"	"32"	"16"	"10"	"2"	"32"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"17"	"4"	"0"	"260"	"260"	"1"	"0"
"5046"	"3"	"2"	"12"	"2"	"400"	"12"	"17"	"8"	"42"	"12"	"7"	"2"	"3"	"3"	"8"	"5"	"5"	"0"	"3"	"10"	"0"	"23"	"12"	"4"	"4"	"33"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"29"	"9"	"0"	"266"	"266"	"1"	"0"
"5047"	"3"	"2"	"12"	"2"	"401"	"9"	"9"	"8"	"35"	"11"	"7"	"1"	"0"	"5"	"10"	"3"	"5"	"1"	"2"	"13"	"2"	"31"	"15"	"5"	"3"	"25"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"32"	"9"	"0"	"262"	"262"	"1"	"0"
"5048"	"3"	"2"	"12"	"2"	"400"	"9"	"18"	"8"	"41"	"6"	"5"	"1"	"2"	"4"	"7"	"4"	"3"	"2"	"6"	"12"	"4"	"23"	"14"	"5"	"4"	"30"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"38"	"10"	"0"	"269"	"269"	"1"	"0"
"5049"	"3"	"2"	"12"	"2"	"399"	"18"	"12"	"7"	"30"	"12"	"4"	"3"	"0"	"4"	"11"	"9"	"4"	"3"	"4"	"10"	"0"	"31"	"14"	"5"	"2"	"37"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"27"	"3"	"0"	"269"	"269"	"1"	"0"
"5050"	"3"	"2"	"12"	"2"	"400"	"16"	"11"	"6"	"40"	"12"	"7"	"2"	"0"	"3"	"7"	"7"	"10"	"1"	"2"	"0"	"0"	"34"	"2"	"4"	"4"	"25"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"220"	"25"	"13"	"0"	"265"	"258"	"0"	"0"
"5051"	"3"	"2"	"12"	"2"	"400"	"8"	"11"	"10"	"44"	"15"	"9"	"2"	"2"	"1"	"10"	"6"	"4"	"2"	"1"	"6"	"0"	"36"	"8"	"4"	"3"	"29"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"22"	"11"	"0"	"260"	"260"	"1"	"0"
"5052"	"3"	"2"	"12"	"2"	"400"	"12"	"8"	"11"	"47"	"24"	"3"	"3"	"0"	"2"	"9"	"2"	"7"	"0"	"3"	"5"	"0"	"35"	"11"	"5"	"2"	"25"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"32"	"13"	"0"	"278"	"278"	"1"	"0"
"5053"	"3"	"2"	"12"	"2"	"600"	"10"	"13"	"2"	"38"	"18"	"11"	"2"	"1"	"2"	"3"	"3"	"2"	"0"	"1"	"6"	"0"	"28"	"19"	"5"	"4"	"39"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"22"	"15"	"0"	"259"	"259"	"1"	"0"
"5054"	"3"	"2"	"12"	"2"	"400"	"14"	"9"	"4"	"38"	"9"	"5"	"2"	"0"	"4"	"3"	"4"	"4"	"2"	"2"	"6"	"2"	"26"	"10"	"3"	"2"	"33"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"25"	"12"	"0"	"229"	"229"	"1"	"0"
"5055"	"3"	"2"	"12"	"2"	"400"	"14"	"18"	"5"	"39"	"10"	"9"	"2"	"0"	"3"	"3"	"2"	"4"	"1"	"3"	"6"	"0"	"23"	"12"	"7"	"0"	"37"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"19"	"11"	"0"	"0"	"232"	"0"	"0"
"5056"	"3"	"2"	"12"	"2"	"400"	"10"	"7"	"6"	"48"	"11"	"6"	"2"	"0"	"5"	"4"	"7"	"4"	"2"	"2"	"7"	"0"	"31"	"6"	"4"	"4"	"32"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"21"	"12"	"0"	"254"	"254"	"1"	"0"
"5057"	"3"	"2"	"12"	"2"	"396"	"8"	"10"	"5"	"38"	"13"	"3"	"3"	"0"	"3"	"4"	"2"	"2"	"0"	"2"	"9"	"1"	"34"	"10"	"9"	"3"	"27"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"15"	"11"	"0"	"225"	"225"	"1"	"0"
"5058"	"3"	"2"	"12"	"2"	"400"	"9"	"13"	"5"	"37"	"9"	"2"	"2"	"1"	"4"	"4"	"10"	"3"	"0"	"0"	"2"	"0"	"32"	"11"	"4"	"1"	"36"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"21"	"13"	"0"	"233"	"233"	"1"	"0"
"5059"	"3"	"2"	"12"	"2"	"400"	"9"	"6"	"9"	"37"	"21"	"5"	"2"	"0"	"2"	"7"	"4"	"8"	"1"	"6"	"9"	"2"	"29"	"13"	"3"	"4"	"29"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"221"	"30"	"7"	"0"	"260"	"258"	"0"	"0"
"5060"	"3"	"2"	"12"	"2"	"400"	"8"	"8"	"13"	"56"	"10"	"4"	"2"	"0"	"5"	"7"	"8"	"9"	"5"	"2"	"17"	"0"	"43"	"7"	"4"	"1"	"17"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"244"	"18"	"8"	"0"	"282"	"270"	"0"	"0"
"5061"	"3"	"2"	"12"	"2"	"353"	"12"	"11"	"19"	"35"	"14"	"3"	"0"	"1"	"2"	"7"	"5"	"4"	"0"	"4"	"17"	"0"	"53"	"8"	"6"	"0"	"38"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"258"	"25"	"11"	"0"	"296"	"294"	"0"	"0"
"5062"	"3"	"2"	"12"	"2"	"352"	"6"	"11"	"14"	"43"	"14"	"1"	"1"	"0"	"0"	"7"	"2"	"4"	"1"	"0"	"5"	"1"	"49"	"12"	"4"	"2"	"27"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"17"	"8"	"0"	"244"	"244"	"1"	"0"
"5063"	"3"	"2"	"12"	"2"	"400"	"16"	"11"	"4"	"41"	"6"	"7"	"2"	"0"	"3"	"7"	"6"	"4"	"0"	"1"	"7"	"2"	"18"	"32"	"5"	"3"	"46"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"23"	"19"	"0"	"271"	"271"	"1"	"0"
"5064"	"3"	"2"	"12"	"2"	"400"	"15"	"8"	"7"	"35"	"5"	"6"	"0"	"0"	"4"	"5"	"6"	"5"	"0"	"2"	"7"	"1"	"15"	"25"	"5"	"0"	"49"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"23"	"23"	"0"	"253"	"253"	"1"	"0"
"5065"	"3"	"2"	"12"	"2"	"400"	"13"	"15"	"2"	"56"	"4"	"5"	"2"	"0"	"4"	"6"	"4"	"2"	"3"	"0"	"5"	"1"	"19"	"31"	"6"	"4"	"34"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"22"	"15"	"0"	"257"	"257"	"1"	"0"
"5066"	"3"	"2"	"12"	"2"	"400"	"15"	"15"	"5"	"54"	"5"	"1"	"0"	"1"	"3"	"5"	"6"	"7"	"2"	"4"	"6"	"3"	"15"	"26"	"6"	"0"	"38"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"15"	"21"	"0"	"258"	"258"	"1"	"0"
"5067"	"3"	"2"	"12"	"2"	"400"	"12"	"10"	"8"	"58"	"3"	"8"	"0"	"1"	"3"	"4"	"4"	"5"	"2"	"0"	"7"	"1"	"12"	"24"	"4"	"3"	"35"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"20"	"11"	"1"	"245"	"245"	"1"	"0"
"5068"	"3"	"2"	"12"	"2"	"285"	"9"	"12"	"4"	"40"	"5"	"5"	"0"	"1"	"2"	"6"	"7"	"2"	"1"	"0"	"0"	"0"	"10"	"16"	"2"	"1"	"25"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"19"	"15"	"0"	"188"	"188"	"1"	"0"
"5069"	"3"	"2"	"12"	"2"	"285"	"13"	"11"	"5"	"31"	"7"	"3"	"0"	"1"	"1"	"4"	"7"	"1"	"0"	"1"	"7"	"0"	"12"	"18"	"9"	"1"	"20"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"11"	"13"	"0"	"184"	"184"	"1"	"0"
"5070"	"3"	"2"	"12"	"2"	"600"	"16"	"5"	"9"	"16"	"11"	"11"	"1"	"1"	"7"	"4"	"4"	"4"	"1"	"3"	"10"	"3"	"18"	"13"	"5"	"2"	"31"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"27"	"14"	"0"	"225"	"225"	"1"	"0"
"5071"	"3"	"2"	"12"	"2"	"600"	"13"	"11"	"2"	"33"	"12"	"4"	"1"	"1"	"6"	"6"	"2"	"2"	"2"	"3"	"8"	"1"	"15"	"10"	"0"	"5"	"26"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"28"	"11"	"0"	"218"	"218"	"1"	"0"
"5072"	"3"	"2"	"12"	"2"	"582"	"19"	"3"	"5"	"27"	"16"	"6"	"0"	"3"	"7"	"2"	"1"	"7"	"4"	"2"	"1"	"3"	"19"	"9"	"1"	"2"	"28"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"25"	"19"	"0"	"222"	"222"	"1"	"0"
"5073"	"3"	"2"	"12"	"2"	"582"	"4"	"10"	"7"	"19"	"7"	"8"	"2"	"1"	"3"	"8"	"0"	"3"	"0"	"0"	"3"	"2"	"17"	"2"	"3"	"3"	"18"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"17"	"17"	"0"	"158"	"158"	"1"	"0"
"5074"	"3"	"2"	"13"	"2"	"400"	"23"	"13"	"13"	"16"	"58"	"8"	"2"	"0"	"4"	"1"	"8"	"4"	"2"	"2"	"5"	"3"	"3"	"24"	"3"	"2"	"8"	"4"	"2"	"2"	"5"	"3"	"3"	"24"	"3"	"2"	"205"	"205"	"26"	"38"	"0"	"269"	"269"	"1"	"0"
