"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"WINAQ"	"FUERZA"	"VAMOS"	"VALOR"	"PPT"	"PC"	"TODOS"	"PHG"	"FDA"	"VIVA"	"URNG_MAIZ"	"PODEMOS"	"PAN"	"UNIONISTA"	"SEMILLA"	"BIEN"	"UCN"	"FCN_NACION"	"LIBRE"	"UNE"	"AVANZA"	"UNIDOS"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"9193"	"4"	"9"	"1"	"2"	"400"	"14"	"21"	"20"	"17"	"25"	"1"	"18"	"4"	"60"	"6"	"17"	"1"	"10"	"8"	"3"	"9"	"2"	"13"	"0"	"4"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"11"	"2"	"0"	"273"	"273"	"1"	"0"
"9194"	"4"	"9"	"1"	"2"	"400"	"15"	"28"	"26"	"15"	"19"	"1"	"17"	"2"	"57"	"5"	"14"	"1"	"3"	"14"	"1"	"11"	"3"	"9"	"1"	"2"	"2"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"16"	"7"	"0"	"275"	"275"	"1"	"0"
"9195"	"4"	"9"	"1"	"2"	"400"	"17"	"18"	"18"	"16"	"21"	"2"	"19"	"2"	"57"	"15"	"20"	"5"	"9"	"6"	"2"	"8"	"1"	"10"	"1"	"4"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"14"	"5"	"0"	"275"	"275"	"1"	"0"
"9196"	"4"	"9"	"1"	"2"	"400"	"17"	"11"	"27"	"15"	"20"	"2"	"7"	"4"	"60"	"12"	"18"	"4"	"7"	"7"	"2"	"10"	"3"	"8"	"5"	"4"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"16"	"5"	"0"	"271"	"271"	"1"	"0"
"9197"	"4"	"9"	"1"	"2"	"400"	"14"	"18"	"25"	"13"	"13"	"2"	"17"	"2"	"49"	"9"	"26"	"3"	"6"	"11"	"2"	"9"	"2"	"12"	"4"	"8"	"5"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"13"	"0"	"0"	"268"	"268"	"1"	"0"
"9198"	"4"	"9"	"1"	"2"	"400"	"16"	"11"	"21"	"10"	"27"	"2"	"17"	"2"	"55"	"11"	"19"	"5"	"5"	"5"	"1"	"14"	"3"	"15"	"4"	"9"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"11"	"0"	"0"	"268"	"268"	"1"	"0"
"9199"	"4"	"9"	"1"	"2"	"400"	"16"	"11"	"29"	"10"	"22"	"1"	"16"	"0"	"56"	"7"	"13"	"6"	"10"	"7"	"3"	"16"	"6"	"15"	"5"	"2"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"8"	"2"	"0"	"267"	"267"	"1"	"0"
"9200"	"4"	"9"	"1"	"2"	"400"	"16"	"16"	"17"	"9"	"32"	"2"	"21"	"2"	"56"	"10"	"23"	"0"	"5"	"9"	"3"	"9"	"4"	"19"	"2"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"9"	"1"	"0"	"272"	"272"	"1"	"0"
"9201"	"4"	"9"	"1"	"2"	"403"	"22"	"16"	"25"	"16"	"31"	"0"	"20"	"3"	"54"	"8"	"12"	"5"	"13"	"9"	"1"	"11"	"1"	"14"	"1"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"10"	"3"	"0"	"284"	"284"	"1"	"0"
"9202"	"4"	"9"	"1"	"2"	"402"	"22"	"22"	"29"	"16"	"25"	"4"	"24"	"1"	"54"	"7"	"19"	"3"	"10"	"11"	"1"	"9"	"3"	"12"	"1"	"3"	"1"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"285"	"285"	"16"	"3"	"0"	"304"	"304"	"1"	"0"
"9203"	"4"	"9"	"1"	"2"	"400"	"19"	"8"	"24"	"19"	"27"	"0"	"18"	"0"	"53"	"9"	"19"	"0"	"0"	"10"	"3"	"26"	"5"	"18"	"0"	"5"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"269"	"9"	"8"	"0"	"276"	"286"	"0"	"0"
"9204"	"4"	"9"	"1"	"2"	"398"	"14"	"17"	"25"	"9"	"24"	"3"	"13"	"2"	"53"	"9"	"20"	"0"	"6"	"11"	"1"	"5"	"3"	"17"	"3"	"3"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"11"	"4"	"0"	"259"	"259"	"1"	"0"
"9205"	"4"	"9"	"1"	"2"	"402"	"18"	"21"	"8"	"13"	"29"	"1"	"16"	"4"	"43"	"5"	"10"	"2"	"8"	"5"	"2"	"6"	"2"	"10"	"2"	"5"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"6"	"2"	"0"	"223"	"223"	"1"	"0"
"9206"	"4"	"9"	"1"	"2"	"339"	"15"	"12"	"21"	"13"	"26"	"0"	"18"	"6"	"40"	"10"	"11"	"4"	"5"	"4"	"3"	"10"	"4"	"17"	"2"	"5"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"10"	"1"	"0"	"240"	"240"	"1"	"0"
"9207"	"4"	"9"	"1"	"2"	"337"	"11"	"16"	"15"	"11"	"22"	"0"	"16"	"2"	"37"	"2"	"9"	"2"	"7"	"5"	"2"	"13"	"0"	"14"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"5"	"1"	"2"	"195"	"195"	"1"	"0"
"9208"	"4"	"9"	"1"	"2"	"406"	"19"	"15"	"33"	"17"	"19"	"3"	"15"	"2"	"64"	"4"	"16"	"6"	"7"	"9"	"2"	"15"	"6"	"11"	"2"	"5"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"20"	"0"	"0"	"297"	"297"	"1"	"0"
"9209"	"4"	"9"	"1"	"2"	"405"	"19"	"17"	"35"	"25"	"25"	"1"	"14"	"1"	"45"	"8"	"26"	"0"	"12"	"18"	"4"	"18"	"2"	"10"	"4"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"14"	"2"	"0"	"305"	"305"	"1"	"0"
"9210"	"4"	"9"	"1"	"2"	"400"	"22"	"16"	"28"	"29"	"16"	"4"	"21"	"3"	"48"	"10"	"13"	"3"	"10"	"7"	"6"	"10"	"5"	"9"	"3"	"6"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"19"	"4"	"0"	"297"	"297"	"1"	"0"
"9211"	"4"	"9"	"1"	"2"	"401"	"23"	"15"	"35"	"20"	"25"	"3"	"19"	"7"	"34"	"5"	"16"	"3"	"13"	"15"	"5"	"15"	"6"	"9"	"2"	"5"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"19"	"3"	"0"	"302"	"302"	"1"	"0"
"9212"	"4"	"9"	"1"	"2"	"400"	"24"	"9"	"23"	"23"	"24"	"2"	"22"	"1"	"45"	"11"	"18"	"1"	"16"	"8"	"2"	"13"	"2"	"9"	"3"	"3"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"21"	"3"	"0"	"290"	"290"	"1"	"0"
"9213"	"4"	"9"	"1"	"2"	"404"	"20"	"15"	"32"	"15"	"28"	"1"	"0"	"3"	"50"	"6"	"11"	"2"	"10"	"20"	"3"	"10"	"5"	"10"	"4"	"8"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"265"	"10"	"2"	"0"	"296"	"277"	"0"	"0"
"9214"	"4"	"9"	"1"	"2"	"400"	"20"	"19"	"20"	"15"	"32"	"0"	"18"	"3"	"53"	"5"	"13"	"1"	"14"	"8"	"2"	"19"	"3"	"13"	"2"	"7"	"5"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"279"	"23"	"4"	"0"	"296"	"306"	"0"	"0"
"9215"	"4"	"9"	"1"	"2"	"400"	"18"	"14"	"31"	"15"	"35"	"0"	"13"	"1"	"47"	"3"	"24"	"3"	"20"	"10"	"4"	"17"	"2"	"12"	"2"	"8"	"4"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"293"	"6"	"2"	"0"	"295"	"301"	"0"	"0"
"9216"	"4"	"9"	"1"	"2"	"400"	"22"	"19"	"30"	"24"	"28"	"1"	"16"	"2"	"48"	"7"	"20"	"3"	"12"	"22"	"2"	"16"	"2"	"9"	"2"	"6"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"297"	"10"	"2"	"0"	"309"	"309"	"1"	"0"
"9217"	"4"	"9"	"1"	"2"	"402"	"22"	"13"	"32"	"19"	"23"	"0"	"20"	"4"	"46"	"0"	"18"	"3"	"12"	"13"	"1"	"15"	"4"	"8"	"2"	"8"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"268"	"9"	"4"	"0"	"284"	"281"	"0"	"0"
"9218"	"4"	"9"	"1"	"2"	"275"	"18"	"9"	"30"	"21"	"27"	"0"	"18"	"6"	"29"	"12"	"21"	"9"	"10"	"12"	"2"	"19"	"4"	"6"	"1"	"6"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"8"	"0"	"0"	"275"	"275"	"1"	"0"
"9219"	"4"	"9"	"1"	"2"	"316"	"16"	"19"	"25"	"17"	"40"	"1"	"16"	"4"	"27"	"10"	"17"	"3"	"14"	"4"	"3"	"9"	"4"	"14"	"2"	"3"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"4"	"1"	"0"	"256"	"256"	"1"	"0"
"9220"	"4"	"9"	"1"	"2"	"315"	"18"	"12"	"25"	"15"	"47"	"2"	"11"	"2"	"20"	"3"	"14"	"2"	"15"	"11"	"1"	"13"	"3"	"10"	"3"	"3"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"8"	"2"	"0"	"244"	"244"	"1"	"0"
"9221"	"4"	"9"	"1"	"2"	"400"	"14"	"13"	"18"	"12"	"29"	"2"	"17"	"3"	"52"	"9"	"18"	"6"	"5"	"10"	"4"	"17"	"3"	"8"	"3"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"13"	"6"	"0"	"270"	"270"	"1"	"0"
"9222"	"4"	"9"	"1"	"2"	"400"	"20"	"19"	"10"	"17"	"18"	"3"	"17"	"1"	"47"	"7"	"18"	"5"	"17"	"10"	"5"	"14"	"4"	"14"	"4"	"3"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"16"	"2"	"0"	"278"	"278"	"1"	"0"
"9223"	"4"	"9"	"1"	"2"	"400"	"22"	"12"	"11"	"8"	"27"	"0"	"30"	"2"	"45"	"6"	"22"	"5"	"5"	"15"	"2"	"15"	"5"	"11"	"1"	"6"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"18"	"0"	"0"	"273"	"273"	"1"	"0"
"9224"	"4"	"9"	"1"	"2"	"397"	"12"	"26"	"2"	"15"	"11"	"3"	"5"	"5"	"29"	"6"	"18"	"14"	"5"	"8"	"3"	"25"	"1"	"7"	"1"	"1"	"3"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"212"	"18"	"5"	"0"	"280"	"235"	"0"	"0"
"9225"	"4"	"9"	"1"	"2"	"400"	"18"	"10"	"23"	"10"	"23"	"2"	"20"	"6"	"48"	"3"	"23"	"3"	"6"	"10"	"0"	"15"	"3"	"12"	"4"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"247"	"14"	"3"	"0"	"265"	"264"	"0"	"0"
"9226"	"4"	"9"	"1"	"2"	"398"	"22"	"20"	"20"	"16"	"30"	"0"	"18"	"4"	"58"	"6"	"20"	"2"	"9"	"6"	"3"	"12"	"1"	"12"	"4"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"13"	"2"	"0"	"285"	"285"	"1"	"0"
"9227"	"4"	"9"	"1"	"2"	"400"	"18"	"14"	"15"	"9"	"26"	"3"	"18"	"3"	"56"	"8"	"20"	"7"	"6"	"9"	"2"	"10"	"1"	"12"	"4"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"18"	"0"	"0"	"264"	"264"	"1"	"0"
"9228"	"4"	"9"	"1"	"2"	"401"	"16"	"15"	"21"	"18"	"22"	"3"	"17"	"3"	"54"	"4"	"14"	"2"	"11"	"9"	"0"	"17"	"2"	"8"	"3"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"12"	"1"	"1"	"260"	"260"	"1"	"0"
"9229"	"4"	"9"	"1"	"2"	"403"	"28"	"15"	"14"	"16"	"39"	"1"	"25"	"5"	"49"	"4"	"12"	"4"	"9"	"6"	"2"	"10"	"0"	"7"	"5"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"16"	"1"	"0"	"276"	"276"	"1"	"0"
"9230"	"4"	"9"	"1"	"2"	"400"	"20"	"18"	"20"	"10"	"35"	"1"	"22"	"3"	"41"	"6"	"15"	"8"	"9"	"12"	"0"	"22"	"2"	"10"	"2"	"7"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"12"	"3"	"0"	"285"	"285"	"1"	"0"
"9231"	"4"	"9"	"1"	"2"	"400"	"23"	"17"	"25"	"16"	"28"	"3"	"19"	"2"	"38"	"9"	"15"	"5"	"10"	"10"	"2"	"14"	"2"	"17"	"4"	"7"	"3"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"10"	"0"	"0"	"286"	"286"	"1"	"0"
"9232"	"4"	"9"	"1"	"2"	"401"	"25"	"10"	"22"	"17"	"32"	"1"	"7"	"0"	"45"	"9"	"24"	"2"	"9"	"12"	"1"	"25"	"3"	"4"	"2"	"5"	"5"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"16"	"3"	"0"	"286"	"286"	"1"	"0"
"9233"	"4"	"9"	"1"	"2"	"393"	"21"	"6"	"23"	"20"	"23"	"3"	"14"	"3"	"54"	"9"	"18"	"4"	"13"	"12"	"3"	"14"	"4"	"10"	"3"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"19"	"3"	"0"	"285"	"285"	"1"	"0"
"9234"	"4"	"9"	"1"	"2"	"400"	"19"	"7"	"13"	"18"	"28"	"0"	"12"	"3"	"50"	"2"	"20"	"0"	"8"	"13"	"2"	"16"	"5"	"10"	"1"	"4"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"15"	"3"	"0"	"252"	"252"	"1"	"0"
"9235"	"4"	"9"	"1"	"2"	"400"	"16"	"13"	"14"	"15"	"32"	"1"	"17"	"3"	"37"	"7"	"15"	"1"	"6"	"13"	"3"	"10"	"1"	"12"	"4"	"3"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"16"	"4"	"0"	"249"	"249"	"1"	"0"
"9236"	"4"	"9"	"1"	"2"	"399"	"25"	"15"	"19"	"17"	"30"	"1"	"23"	"2"	"40"	"10"	"15"	"1"	"10"	"5"	"2"	"16"	"1"	"7"	"2"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"13"	"1"	"0"	"262"	"262"	"1"	"0"
"9237"	"4"	"9"	"1"	"2"	"288"	"19"	"16"	"25"	"10"	"25"	"0"	"15"	"1"	"41"	"4"	"12"	"3"	"10"	"10"	"1"	"20"	"2"	"10"	"0"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"6"	"2"	"0"	"239"	"239"	"1"	"2"
"9238"	"4"	"9"	"1"	"2"	"288"	"14"	"11"	"12"	"13"	"33"	"2"	"9"	"3"	"42"	"5"	"8"	"1"	"7"	"7"	"2"	"9"	"1"	"13"	"4"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"7"	"0"	"0"	"208"	"208"	"1"	"0"
"9239"	"4"	"9"	"1"	"2"	"404"	"15"	"10"	"11"	"9"	"21"	"3"	"4"	"0"	"90"	"7"	"16"	"6"	"2"	"12"	"2"	"7"	"1"	"15"	"3"	"3"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"11"	"4"	"0"	"262"	"262"	"1"	"0"
"9240"	"4"	"9"	"1"	"2"	"400"	"10"	"10"	"9"	"12"	"17"	"2"	"11"	"0"	"100"	"3"	"3"	"5"	"6"	"7"	"4"	"4"	"4"	"12"	"6"	"2"	"3"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"17"	"7"	"0"	"259"	"259"	"1"	"0"
"9241"	"4"	"9"	"1"	"2"	"403"	"12"	"13"	"13"	"10"	"11"	"1"	"8"	"4"	"76"	"5"	"8"	"0"	"4"	"14"	"0"	"7"	"7"	"9"	"2"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"212"	"11"	"4"	"0"	"234"	"227"	"0"	"0"
"9242"	"4"	"9"	"1"	"2"	"400"	"18"	"11"	"16"	"8"	"12"	"0"	"6"	"4"	"98"	"5"	"17"	"7"	"3"	"5"	"3"	"7"	"4"	"16"	"5"	"3"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"20"	"3"	"0"	"278"	"278"	"1"	"0"
"9243"	"4"	"9"	"1"	"2"	"400"	"12"	"14"	"14"	"11"	"14"	"1"	"13"	"3"	"84"	"9"	"14"	"5"	"3"	"7"	"1"	"9"	"1"	"12"	"3"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"9"	"5"	"0"	"251"	"251"	"1"	"0"
"9244"	"4"	"9"	"1"	"2"	"400"	"10"	"8"	"6"	"9"	"23"	"2"	"21"	"0"	"94"	"4"	"6"	"2"	"5"	"9"	"1"	"8"	"6"	"4"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"5"	"2"	"0"	"231"	"231"	"1"	"0"
"9245"	"4"	"9"	"1"	"2"	"400"	"12"	"12"	"13"	"11"	"15"	"3"	"19"	"0"	"84"	"6"	"7"	"2"	"3"	"11"	"2"	"3"	"6"	"16"	"0"	"3"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"11"	"2"	"0"	"251"	"251"	"1"	"0"
"9246"	"4"	"9"	"1"	"2"	"400"	"11"	"14"	"12"	"9"	"13"	"1"	"16"	"2"	"93"	"3"	"9"	"2"	"3"	"7"	"1"	"12"	"4"	"10"	"2"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"10"	"6"	"0"	"250"	"250"	"1"	"0"
"9247"	"4"	"9"	"1"	"2"	"400"	"15"	"6"	"14"	"7"	"12"	"1"	"9"	"1"	"88"	"9"	"13"	"5"	"5"	"8"	"3"	"16"	"3"	"11"	"4"	"2"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"7"	"4"	"0"	"252"	"252"	"1"	"0"
"9248"	"4"	"9"	"1"	"2"	"560"	"14"	"11"	"13"	"5"	"13"	"0"	"6"	"2"	"100"	"6"	"14"	"7"	"11"	"16"	"1"	"6"	"0"	"12"	"4"	"4"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"8"	"3"	"1"	"262"	"262"	"1"	"0"
"9249"	"4"	"9"	"1"	"2"	"400"	"16"	"17"	"14"	"12"	"7"	"2"	"10"	"1"	"81"	"5"	"4"	"11"	"7"	"10"	"1"	"9"	"3"	"5"	"2"	"3"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"7"	"1"	"0"	"235"	"235"	"1"	"0"
"9250"	"4"	"9"	"1"	"2"	"401"	"14"	"10"	"12"	"4"	"16"	"2"	"5"	"0"	"76"	"5"	"7"	"7"	"5"	"5"	"2"	"3"	"4"	"8"	"5"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"14"	"5"	"0"	"217"	"217"	"1"	"0"
"9251"	"4"	"9"	"1"	"2"	"401"	"11"	"12"	"11"	"8"	"16"	"0"	"16"	"1"	"85"	"7"	"7"	"6"	"3"	"6"	"4"	"6"	"5"	"15"	"0"	"2"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"12"	"0"	"0"	"237"	"237"	"1"	"0"
"9252"	"4"	"9"	"1"	"2"	"248"	"11"	"13"	"13"	"6"	"17"	"2"	"14"	"0"	"60"	"2"	"8"	"6"	"8"	"4"	"1"	"13"	"3"	"15"	"2"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"5"	"0"	"0"	"207"	"207"	"1"	"0"
"9253"	"4"	"9"	"1"	"2"	"246"	"8"	"9"	"11"	"8"	"16"	"0"	"4"	"0"	"53"	"8"	"7"	"6"	"8"	"5"	"0"	"6"	"0"	"13"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"4"	"1"	"0"	"172"	"172"	"1"	"0"
"9254"	"4"	"9"	"1"	"2"	"402"	"10"	"4"	"12"	"10"	"17"	"1"	"10"	"0"	"41"	"4"	"14"	"1"	"7"	"9"	"4"	"2"	"3"	"19"	"5"	"6"	"5"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"12"	"3"	"0"	"205"	"205"	"1"	"0"
"9255"	"4"	"9"	"1"	"2"	"400"	"8"	"7"	"15"	"10"	"22"	"4"	"10"	"3"	"51"	"3"	"7"	"4"	"11"	"10"	"6"	"4"	"4"	"24"	"9"	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"6"	"6"	"0"	"235"	"235"	"1"	"0"
"9256"	"4"	"9"	"1"	"2"	"0"	"9"	"10"	"7"	"7"	"19"	"1"	"12"	"3"	"43"	"3"	"7"	"5"	"7"	"6"	"4"	"6"	"4"	"16"	"4"	"0"	"6"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"16"	"5"	"0"	"204"	"204"	"1"	"0"
"9257"	"4"	"9"	"1"	"2"	"403"	"7"	"5"	"17"	"11"	"16"	"1"	"11"	"3"	"30"	"5"	"12"	"3"	"3"	"12"	"1"	"7"	"0"	"20"	"5"	"3"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"8"	"1"	"0"	"191"	"191"	"1"	"1"
"9258"	"4"	"9"	"1"	"2"	"0"	"14"	"10"	"19"	"14"	"20"	"3"	"13"	"4"	"41"	"0"	"12"	"5"	"6"	"5"	"5"	"4"	"7"	"23"	"6"	"6"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"11"	"2"	"0"	"238"	"238"	"1"	"0"
"9259"	"4"	"9"	"1"	"2"	"394"	"7"	"8"	"14"	"12"	"20"	"1"	"9"	"2"	"31"	"4"	"8"	"1"	"3"	"9"	"4"	"7"	"3"	"15"	"1"	"4"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"7"	"2"	"0"	"181"	"179"	"0"	"0"
"9260"	"4"	"9"	"1"	"2"	"394"	"12"	"13"	"13"	"11"	"34"	"0"	"20"	"4"	"41"	"9"	"1"	"4"	"4"	"5"	"2"	"7"	"3"	"14"	"2"	"4"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"206"	"4"	"0"	"0"	"220"	"210"	"0"	"0"
"9261"	"4"	"9"	"1"	"2"	"384"	"1"	"4"	"4"	"5"	"4"	"1"	"2"	"2"	"63"	"17"	"4"	"1"	"0"	"5"	"2"	"1"	"1"	"10"	"3"	"0"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"8"	"3"	"0"	"155"	"155"	"1"	"0"
"9262"	"4"	"9"	"1"	"2"	"400"	"1"	"4"	"2"	"4"	"3"	"1"	"3"	"1"	"52"	"12"	"1"	"4"	"1"	"5"	"2"	"2"	"1"	"6"	"0"	"1"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"118"	"118"	"14"	"7"	"1"	"139"	"139"	"1"	"0"
"9263"	"4"	"9"	"1"	"2"	"380"	"4"	"6"	"3"	"3"	"6"	"0"	"3"	"0"	"56"	"11"	"2"	"4"	"0"	"2"	"3"	"0"	"0"	"7"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"16"	"7"	"1"	"137"	"137"	"1"	"0"
"9264"	"4"	"9"	"1"	"2"	"380"	"6"	"4"	"1"	"3"	"0"	"1"	"0"	"3"	"63"	"15"	"1"	"4"	"1"	"4"	"4"	"1"	"0"	"5"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"29"	"10"	"0"	"161"	"161"	"1"	"0"
"9265"	"4"	"9"	"1"	"2"	"0"	"4"	"2"	"6"	"6"	"2"	"1"	"1"	"0"	"64"	"16"	"2"	"7"	"0"	"5"	"2"	"5"	"1"	"10"	"1"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"21"	"5"	"0"	"169"	"169"	"1"	"0"
"9266"	"4"	"9"	"1"	"2"	"380"	"2"	"4"	"0"	"3"	"7"	"0"	"2"	"1"	"42"	"9"	"3"	"2"	"1"	"3"	"0"	"2"	"0"	"4"	"3"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"97"	"97"	"11"	"4"	"0"	"112"	"112"	"1"	"0"
"9267"	"4"	"9"	"1"	"2"	"382"	"2"	"5"	"1"	"4"	"5"	"0"	"1"	"1"	"54"	"13"	"2"	"2"	"1"	"6"	"2"	"1"	"1"	"12"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"118"	"118"	"11"	"3"	"0"	"132"	"132"	"1"	"0"
