"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"EG"	"WINAQ"	"URNG_MAIZ"	"FUERZA"	"FCN_NACION"	"MLP"	"PHG"	"VALOR"	"PODEMOS"	"UNE"	"UNIDOS"	"CREO"	"VIVA"	"SEMILLA"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"PPT"	"BIEN"	"PC"	"UCN"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11248"	"3"	"11"	"6"	"2"	"380"	"63"	"37"	"0"	"0"	"2"	"11"	"30"	"13"	"2"	"5"	"9"	"15"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"4"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"24"	"30"	"0"	"265"	"265"	"1"	"0"
"11249"	"3"	"11"	"6"	"2"	"380"	"44"	"34"	"1"	"0"	"3"	"15"	"27"	"7"	"3"	"6"	"18"	"9"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"1"	"7"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"12"	"7"	"0"	"203"	"203"	"1"	"0"
"11250"	"3"	"11"	"6"	"2"	"380"	"43"	"34"	"1"	"0"	"4"	"7"	"30"	"10"	"4"	"4"	"10"	"11"	"0"	"6"	"3"	"1"	"1"	"0"	"0"	"3"	"11"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"15"	"25"	"2"	"229"	"229"	"1"	"0"
"11251"	"3"	"11"	"6"	"2"	"380"	"45"	"20"	"0"	"3"	"3"	"10"	"36"	"8"	"5"	"7"	"20"	"6"	"0"	"5"	"3"	"1"	"2"	"0"	"3"	"2"	"17"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"14"	"20"	"0"	"231"	"231"	"1"	"0"
"11252"	"3"	"11"	"6"	"2"	"380"	"51"	"31"	"1"	"0"	"3"	"12"	"33"	"7"	"4"	"8"	"25"	"10"	"0"	"6"	"3"	"4"	"0"	"0"	"1"	"5"	"14"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"18"	"19"	"0"	"257"	"257"	"1"	"0"
"11253"	"3"	"11"	"6"	"2"	"380"	"44"	"34"	"1"	"0"	"1"	"13"	"30"	"5"	"4"	"13"	"11"	"17"	"1"	"2"	"1"	"1"	"0"	"2"	"0"	"2"	"13"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"15"	"17"	"0"	"229"	"229"	"1"	"0"
"11254"	"3"	"11"	"6"	"2"	"380"	"41"	"23"	"0"	"0"	"5"	"8"	"33"	"1"	"4"	"6"	"21"	"12"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"4"	"10"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"20"	"22"	"0"	"221"	"221"	"1"	"0"
"11255"	"3"	"11"	"6"	"2"	"380"	"48"	"34"	"2"	"5"	"2"	"10"	"35"	"5"	"7"	"6"	"13"	"4"	"0"	"5"	"0"	"1"	"4"	"2"	"1"	"8"	"13"	"4"	"0"	"5"	"0"	"1"	"4"	"2"	"1"	"8"	"208"	"208"	"11"	"15"	"0"	"234"	"234"	"1"	"0"
"11256"	"3"	"11"	"6"	"2"	"298"	"52"	"40"	"0"	"0"	"0"	"10"	"19"	"9"	"3"	"8"	"15"	"7"	"0"	"4"	"1"	"0"	"1"	"0"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"12"	"9"	"0"	"202"	"202"	"1"	"0"
"11257"	"3"	"11"	"6"	"2"	"297"	"53"	"17"	"0"	"1"	"2"	"4"	"36"	"8"	"1"	"6"	"25"	"6"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"5"	"17"	"0"	"194"	"194"	"1"	"0"
"11258"	"3"	"11"	"6"	"2"	"600"	"8"	"8"	"0"	"1"	"2"	"3"	"3"	"1"	"0"	"22"	"6"	"28"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"95"	"95"	"14"	"12"	"0"	"121"	"121"	"1"	"0"
"11259"	"3"	"11"	"6"	"2"	"600"	"6"	"7"	"0"	"2"	"1"	"5"	"4"	"5"	"1"	"14"	"2"	"18"	"0"	"1"	"0"	"2"	"0"	"3"	"1"	"2"	"4"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"83"	"83"	"13"	"11"	"0"	"107"	"107"	"1"	"0"
"11260"	"3"	"11"	"6"	"2"	"383"	"2"	"4"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"8"	"3"	"10"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"41"	"41"	"3"	"8"	"0"	"52"	"52"	"1"	"0"
"11261"	"3"	"11"	"6"	"2"	"381"	"3"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"18"	"18"	"3"	"4"	"0"	"25"	"25"	"1"	"0"
"11262"	"3"	"11"	"7"	"2"	"400"	"13"	"23"	"3"	"4"	"1"	"6"	"3"	"7"	"3"	"26"	"27"	"34"	"3"	"3"	"6"	"2"	"1"	"1"	"1"	"0"	"13"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"23"	"21"	"0"	"231"	"231"	"1"	"0"
"11263"	"3"	"11"	"7"	"2"	"400"	"13"	"36"	"3"	"3"	"3"	"5"	"6"	"4"	"1"	"27"	"33"	"36"	"1"	"3"	"9"	"3"	"0"	"3"	"0"	"1"	"22"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"25"	"0"	"267"	"267"	"1"	"0"
"11264"	"3"	"11"	"7"	"2"	"400"	"19"	"25"	"1"	"1"	"2"	"4"	"6"	"7"	"5"	"29"	"20"	"32"	"3"	"3"	"11"	"5"	"1"	"0"	"1"	"0"	"29"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"28"	"25"	"0"	"265"	"265"	"1"	"0"
"11265"	"3"	"11"	"7"	"2"	"400"	"20"	"39"	"1"	"0"	"2"	"4"	"3"	"11"	"3"	"41"	"25"	"33"	"0"	"5"	"7"	"0"	"0"	"2"	"0"	"0"	"18"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"20"	"13"	"0"	"254"	"254"	"1"	"0"
"11266"	"3"	"11"	"7"	"2"	"400"	"27"	"35"	"1"	"4"	"1"	"9"	"4"	"9"	"8"	"44"	"36"	"23"	"1"	"7"	"8"	"2"	"1"	"1"	"2"	"0"	"18"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"12"	"17"	"0"	"279"	"279"	"1"	"0"
"11267"	"3"	"11"	"7"	"2"	"400"	"22"	"34"	"0"	"2"	"0"	"2"	"4"	"7"	"0"	"35"	"29"	"31"	"1"	"3"	"7"	"5"	"0"	"2"	"1"	"0"	"37"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"228"	"21"	"16"	"0"	"272"	"265"	"0"	"0"
"11268"	"3"	"11"	"7"	"2"	"400"	"12"	"35"	"5"	"1"	"3"	"6"	"1"	"11"	"5"	"33"	"19"	"34"	"1"	"5"	"10"	"0"	"0"	"2"	"1"	"0"	"31"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"18"	"20"	"0"	"268"	"268"	"1"	"0"
"11269"	"3"	"11"	"7"	"2"	"397"	"19"	"45"	"2"	"0"	"2"	"4"	"6"	"16"	"4"	"35"	"18"	"48"	"1"	"1"	"8"	"2"	"3"	"3"	"0"	"1"	"14"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"9"	"22"	"0"	"272"	"272"	"1"	"0"
"11270"	"3"	"11"	"7"	"2"	"400"	"15"	"36"	"1"	"0"	"0"	"3"	"1"	"11"	"4"	"36"	"29"	"25"	"1"	"3"	"7"	"1"	"1"	"0"	"0"	"2"	"23"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"202"	"13"	"14"	"0"	"228"	"229"	"0"	"0"
"11271"	"3"	"11"	"7"	"2"	"400"	"14"	"27"	"4"	"1"	"1"	"2"	"5"	"5"	"4"	"28"	"25"	"40"	"3"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"20"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"24"	"17"	"0"	"239"	"239"	"1"	"0"
"11272"	"3"	"11"	"7"	"2"	"395"	"17"	"16"	"1"	"3"	"2"	"7"	"2"	"7"	"3"	"40"	"33"	"32"	"1"	"2"	"7"	"4"	"1"	"0"	"0"	"0"	"20"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"10"	"13"	"0"	"228"	"228"	"1"	"0"
"11273"	"3"	"11"	"7"	"2"	"399"	"15"	"33"	"2"	"2"	"1"	"9"	"2"	"13"	"14"	"20"	"27"	"29"	"1"	"4"	"8"	"3"	"0"	"2"	"0"	"1"	"22"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"20"	"19"	"0"	"253"	"253"	"1"	"0"
"11274"	"3"	"11"	"7"	"2"	"400"	"17"	"40"	"4"	"1"	"1"	"11"	"7"	"12"	"6"	"41"	"24"	"30"	"3"	"1"	"12"	"0"	"3"	"1"	"0"	"1"	"20"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"23"	"16"	"0"	"278"	"278"	"1"	"0"
"11275"	"3"	"11"	"7"	"2"	"400"	"15"	"37"	"2"	"1"	"0"	"5"	"5"	"10"	"5"	"27"	"25"	"43"	"1"	"3"	"6"	"1"	"0"	"2"	"0"	"0"	"18"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"12"	"10"	"1"	"232"	"232"	"1"	"0"
"11276"	"3"	"11"	"7"	"2"	"400"	"19"	"36"	"2"	"0"	"2"	"5"	"0"	"6"	"4"	"44"	"32"	"31"	"1"	"5"	"8"	"3"	"0"	"2"	"0"	"0"	"21"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"11"	"7"	"0"	"244"	"244"	"1"	"0"
"11277"	"3"	"11"	"7"	"2"	"252"	"4"	"29"	"3"	"1"	"0"	"5"	"1"	"2"	"8"	"39"	"11"	"9"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"17"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"7"	"14"	"0"	"157"	"157"	"1"	"0"
"11278"	"3"	"11"	"7"	"2"	"251"	"7"	"22"	"1"	"0"	"1"	"4"	"1"	"4"	"1"	"22"	"11"	"22"	"0"	"2"	"3"	"0"	"2"	"0"	"0"	"0"	"16"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"6"	"6"	"0"	"139"	"139"	"1"	"0"
"11279"	"3"	"11"	"7"	"2"	"380"	"17"	"16"	"1"	"3"	"3"	"4"	"11"	"37"	"4"	"16"	"6"	"44"	"3"	"7"	"8"	"0"	"2"	"0"	"2"	"0"	"14"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"12"	"18"	"0"	"237"	"237"	"1"	"0"
"11280"	"3"	"11"	"7"	"2"	"380"	"5"	"23"	"0"	"8"	"5"	"4"	"8"	"22"	"2"	"31"	"19"	"39"	"2"	"15"	"9"	"1"	"1"	"1"	"0"	"0"	"21"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"17"	"10"	"0"	"248"	"248"	"1"	"0"
"11281"	"3"	"11"	"7"	"2"	"380"	"10"	"16"	"1"	"0"	"0"	"3"	"12"	"28"	"5"	"26"	"18"	"42"	"2"	"15"	"2"	"2"	"3"	"4"	"1"	"1"	"13"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"16"	"12"	"0"	"239"	"239"	"1"	"0"
"11282"	"3"	"11"	"7"	"2"	"380"	"11"	"28"	"3"	"2"	"4"	"8"	"5"	"36"	"8"	"32"	"16"	"45"	"0"	"14"	"10"	"0"	"0"	"3"	"1"	"0"	"13"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"15"	"14"	"29"	"277"	"277"	"1"	"0"
"11283"	"3"	"11"	"7"	"2"	"380"	"9"	"28"	"0"	"3"	"2"	"4"	"7"	"27"	"4"	"27"	"18"	"46"	"0"	"8"	"9"	"1"	"0"	"2"	"1"	"1"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"18"	"21"	"0"	"250"	"250"	"1"	"0"
"11284"	"3"	"11"	"7"	"2"	"380"	"13"	"20"	"0"	"1"	"1"	"6"	"2"	"32"	"3"	"26"	"18"	"30"	"0"	"9"	"3"	"0"	"1"	"0"	"1"	"0"	"17"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"13"	"18"	"0"	"217"	"217"	"1"	"0"
"11285"	"3"	"11"	"7"	"2"	"380"	"10"	"24"	"1"	"4"	"1"	"5"	"4"	"31"	"6"	"32"	"13"	"55"	"1"	"12"	"8"	"0"	"2"	"1"	"2"	"1"	"24"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"17"	"12"	"0"	"270"	"270"	"1"	"0"
"11286"	"3"	"11"	"7"	"2"	"380"	"12"	"22"	"0"	"5"	"3"	"2"	"6"	"45"	"6"	"29"	"22"	"39"	"4"	"2"	"5"	"5"	"2"	"2"	"1"	"0"	"9"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"16"	"16"	"0"	"257"	"257"	"1"	"0"
"11287"	"3"	"11"	"7"	"2"	"380"	"12"	"17"	"0"	"3"	"0"	"6"	"7"	"35"	"5"	"27"	"20"	"54"	"0"	"8"	"5"	"2"	"0"	"0"	"0"	"0"	"18"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"23"	"12"	"0"	"259"	"259"	"1"	"0"
"11288"	"3"	"11"	"7"	"2"	"380"	"14"	"13"	"0"	"4"	"3"	"3"	"6"	"41"	"1"	"30"	"15"	"41"	"2"	"10"	"4"	"0"	"2"	"1"	"0"	"1"	"13"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"24"	"18"	"0"	"249"	"249"	"1"	"0"
"11289"	"3"	"11"	"7"	"2"	"380"	"10"	"15"	"1"	"2"	"1"	"3"	"6"	"46"	"5"	"21"	"18"	"48"	"1"	"11"	"4"	"0"	"1"	"1"	"1"	"0"	"16"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"13"	"19"	"0"	"248"	"248"	"1"	"0"
"11290"	"3"	"11"	"7"	"2"	"380"	"10"	"12"	"2"	"4"	"2"	"5"	"6"	"33"	"3"	"28"	"14"	"36"	"2"	"7"	"7"	"1"	"1"	"0"	"1"	"0"	"14"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"19"	"20"	"0"	"230"	"230"	"1"	"0"
"11291"	"3"	"11"	"7"	"2"	"292"	"9"	"16"	"1"	"3"	"0"	"2"	"7"	"26"	"2"	"28"	"18"	"24"	"1"	"5"	"4"	"0"	"1"	"1"	"1"	"0"	"11"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"8"	"8"	"0"	"178"	"178"	"1"	"0"
"11292"	"3"	"11"	"7"	"2"	"292"	"4"	"12"	"0"	"1"	"2"	"3"	"1"	"24"	"7"	"23"	"23"	"39"	"0"	"9"	"1"	"0"	"1"	"0"	"0"	"0"	"11"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"8"	"12"	"0"	"184"	"184"	"1"	"0"
"11293"	"3"	"11"	"7"	"2"	"379"	"1"	"28"	"0"	"41"	"3"	"0"	"3"	"27"	"0"	"12"	"4"	"66"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"28"	"15"	"0"	"235"	"235"	"1"	"0"
"11294"	"3"	"11"	"7"	"2"	"328"	"0"	"15"	"3"	"34"	"1"	"1"	"6"	"36"	"0"	"15"	"1"	"50"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"16"	"7"	"0"	"190"	"190"	"1"	"0"
"11295"	"3"	"11"	"7"	"2"	"328"	"0"	"25"	"0"	"28"	"1"	"2"	"2"	"25"	"2"	"11"	"4"	"65"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"11"	"13"	"0"	"197"	"197"	"1"	"0"
"11296"	"3"	"11"	"7"	"2"	"380"	"10"	"9"	"1"	"8"	"18"	"5"	"5"	"42"	"3"	"13"	"4"	"33"	"0"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"28"	"20"	"0"	"226"	"226"	"1"	"0"
"11297"	"3"	"11"	"7"	"2"	"380"	"11"	"8"	"0"	"3"	"13"	"8"	"9"	"48"	"7"	"14"	"3"	"35"	"0"	"3"	"4"	"0"	"1"	"0"	"0"	"1"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"19"	"19"	"0"	"215"	"215"	"1"	"0"
"11298"	"3"	"11"	"7"	"2"	"380"	"9"	"15"	"2"	"9"	"10"	"3"	"9"	"23"	"7"	"26"	"3"	"49"	"0"	"8"	"2"	"0"	"1"	"3"	"2"	"0"	"29"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"21"	"21"	"0"	"254"	"254"	"1"	"0"
"11299"	"3"	"11"	"7"	"2"	"380"	"14"	"21"	"2"	"6"	"7"	"4"	"6"	"31"	"3"	"25"	"11"	"46"	"0"	"11"	"4"	"2"	"0"	"0"	"0"	"1"	"11"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"15"	"18"	"2"	"242"	"242"	"1"	"0"
"11300"	"3"	"11"	"7"	"2"	"380"	"14"	"12"	"1"	"10"	"6"	"3"	"5"	"22"	"3"	"31"	"12"	"34"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"7"	"6"	"1"	"192"	"192"	"1"	"0"
"11301"	"3"	"11"	"7"	"2"	"377"	"7"	"9"	"1"	"1"	"11"	"2"	"7"	"33"	"8"	"20"	"8"	"45"	"1"	"4"	"2"	"2"	"2"	"0"	"0"	"0"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"14"	"16"	"0"	"211"	"211"	"1"	"0"
"11302"	"3"	"11"	"7"	"2"	"380"	"11"	"12"	"0"	"6"	"4"	"1"	"6"	"33"	"2"	"33"	"7"	"53"	"0"	"4"	"0"	"2"	"0"	"1"	"0"	"1"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"9"	"15"	"0"	"220"	"220"	"1"	"0"
"11303"	"3"	"11"	"7"	"2"	"380"	"6"	"23"	"0"	"4"	"11"	"5"	"5"	"44"	"11"	"13"	"5"	"43"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"2"	"11"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"18"	"16"	"0"	"226"	"226"	"1"	"0"
"11304"	"3"	"11"	"7"	"2"	"380"	"19"	"20"	"3"	"1"	"6"	"0"	"5"	"38"	"6"	"17"	"15"	"48"	"0"	"5"	"2"	"1"	"0"	"1"	"0"	"1"	"24"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"7"	"10"	"0"	"232"	"232"	"1"	"0"
"11305"	"3"	"11"	"7"	"2"	"380"	"13"	"11"	"0"	"2"	"2"	"1"	"4"	"36"	"5"	"25"	"5"	"39"	"2"	"3"	"3"	"0"	"2"	"0"	"0"	"0"	"23"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"18"	"21"	"0"	"219"	"219"	"1"	"0"
"11306"	"3"	"11"	"7"	"2"	"380"	"8"	"9"	"1"	"5"	"5"	"0"	"6"	"36"	"10"	"16"	"4"	"51"	"0"	"3"	"5"	"0"	"0"	"1"	"1"	"1"	"25"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"14"	"16"	"0"	"222"	"222"	"1"	"0"
"11307"	"3"	"11"	"7"	"2"	"380"	"17"	"9"	"1"	"3"	"6"	"3"	"5"	"38"	"10"	"12"	"8"	"44"	"1"	"2"	"2"	"1"	"1"	"0"	"1"	"0"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"14"	"13"	"0"	"208"	"208"	"1"	"0"
"11308"	"3"	"11"	"7"	"2"	"202"	"11"	"2"	"0"	"7"	"3"	"6"	"0"	"15"	"7"	"25"	"4"	"29"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"6"	"5"	"0"	"140"	"140"	"1"	"0"
"11309"	"3"	"11"	"7"	"2"	"202"	"5"	"4"	"0"	"2"	"2"	"1"	"1"	"29"	"5"	"11"	"6"	"28"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"5"	"11"	"0"	"126"	"126"	"1"	"0"
"11310"	"3"	"11"	"7"	"2"	"578"	"7"	"11"	"0"	"0"	"3"	"4"	"1"	"9"	"4"	"8"	"10"	"12"	"0"	"5"	"8"	"2"	"3"	"0"	"0"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"94"	"94"	"11"	"12"	"0"	"117"	"117"	"1"	"0"
"11311"	"3"	"11"	"7"	"2"	"403"	"5"	"4"	"1"	"1"	"1"	"2"	"3"	"6"	"2"	"9"	"9"	"22"	"1"	"3"	"3"	"2"	"2"	"3"	"0"	"0"	"12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"92"	"92"	"9"	"11"	"0"	"112"	"112"	"1"	"0"
"11312"	"3"	"11"	"7"	"2"	"447"	"5"	"7"	"1"	"1"	"0"	"1"	"2"	"4"	"0"	"8"	"4"	"4"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"45"	"45"	"5"	"2"	"0"	"48"	"52"	"0"	"0"
"11313"	"3"	"11"	"8"	"2"	"400"	"2"	"46"	"1"	"2"	"1"	"1"	"5"	"5"	"4"	"91"	"6"	"23"	"0"	"10"	"2"	"2"	"0"	"2"	"0"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"27"	"21"	"0"	"256"	"256"	"1"	"0"
"11314"	"3"	"11"	"8"	"2"	"380"	"5"	"52"	"0"	"1"	"3"	"3"	"5"	"5"	"5"	"88"	"3"	"27"	"0"	"5"	"1"	"3"	"2"	"2"	"1"	"0"	"3"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"34"	"20"	"0"	"276"	"276"	"1"	"0"
"11315"	"3"	"11"	"8"	"2"	"400"	"6"	"55"	"3"	"1"	"1"	"1"	"8"	"6"	"6"	"85"	"8"	"14"	"1"	"6"	"2"	"0"	"2"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"35"	"20"	"0"	"266"	"266"	"1"	"0"
"11316"	"3"	"11"	"8"	"2"	"400"	"5"	"51"	"2"	"0"	"3"	"0"	"1"	"14"	"1"	"80"	"6"	"21"	"1"	"15"	"1"	"1"	"1"	"5"	"1"	"0"	"3"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"26"	"21"	"0"	"265"	"265"	"1"	"0"
"11317"	"3"	"11"	"8"	"2"	"400"	"4"	"44"	"3"	"4"	"0"	"3"	"2"	"16"	"5"	"98"	"9"	"29"	"1"	"17"	"1"	"3"	"2"	"2"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"42"	"21"	"0"	"311"	"311"	"1"	"0"
"11318"	"3"	"11"	"8"	"2"	"400"	"3"	"79"	"1"	"1"	"1"	"4"	"3"	"4"	"0"	"74"	"11"	"22"	"1"	"11"	"5"	"3"	"1"	"4"	"0"	"2"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"34"	"18"	"0"	"289"	"289"	"1"	"0"
"11319"	"3"	"11"	"8"	"2"	"400"	"2"	"53"	"2"	"6"	"1"	"0"	"6"	"9"	"0"	"66"	"13"	"22"	"0"	"17"	"1"	"3"	"2"	"2"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"15"	"7"	"0"	"232"	"232"	"1"	"0"
"11320"	"3"	"11"	"8"	"2"	"400"	"2"	"42"	"2"	"1"	"1"	"1"	"4"	"10"	"4"	"76"	"8"	"23"	"1"	"11"	"3"	"5"	"0"	"3"	"0"	"1"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"18"	"10"	"0"	"232"	"232"	"1"	"0"
"11321"	"3"	"11"	"8"	"2"	"400"	"3"	"57"	"0"	"1"	"4"	"5"	"4"	"4"	"3"	"90"	"13"	"23"	"1"	"7"	"2"	"1"	"4"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"13"	"17"	"0"	"256"	"256"	"1"	"0"
"11322"	"3"	"11"	"8"	"2"	"230"	"2"	"22"	"2"	"1"	"1"	"2"	"3"	"2"	"3"	"60"	"8"	"12"	"1"	"10"	"0"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"3"	"9"	"0"	"148"	"148"	"1"	"0"
