"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"UNE"	"CREO"	"BIEN"	"UNIDOS"	"VICTORIA"	"FCN_NACION"	"PHG"	"PC"	"FUERZA"	"UNIONISTA"	"VALOR"	"MLP"	"PAN"	"UCN"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6022"	"3"	"4"	"2"	"2"	"358"	"5"	"6"	"13"	"3"	"8"	"1"	"1"	"0"	"3"	"2"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"46"	"46"	"4"	"7"	"0"	"57"	"57"	"1"	"0"
"6023"	"3"	"4"	"3"	"2"	"402"	"2"	"14"	"42"	"31"	"20"	"6"	"3"	"2"	"31"	"1"	"27"	"1"	"12"	"0"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"14"	"65"	"0"	"288"	"288"	"1"	"0"
"6024"	"3"	"4"	"3"	"2"	"400"	"3"	"6"	"51"	"45"	"20"	"3"	"3"	"8"	"25"	"0"	"16"	"2"	"7"	"1"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"18"	"63"	"0"	"296"	"296"	"1"	"0"
"6025"	"3"	"4"	"3"	"2"	"400"	"4"	"11"	"60"	"33"	"24"	"2"	"4"	"5"	"27"	"0"	"17"	"2"	"6"	"3"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"26"	"68"	"0"	"301"	"301"	"1"	"0"
"6026"	"3"	"4"	"3"	"2"	"400"	"2"	"9"	"45"	"52"	"17"	"1"	"8"	"10"	"36"	"0"	"24"	"3"	"7"	"2"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"26"	"52"	"0"	"308"	"308"	"1"	"0"
"6027"	"3"	"4"	"3"	"2"	"400"	"8"	"8"	"50"	"41"	"19"	"2"	"3"	"10"	"37"	"0"	"23"	"0"	"12"	"0"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"5"	"67"	"12"	"305"	"305"	"1"	"0"
"6028"	"3"	"4"	"3"	"2"	"400"	"4"	"6"	"47"	"42"	"19"	"8"	"2"	"10"	"30"	"2"	"15"	"4"	"10"	"3"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"24"	"46"	"0"	"288"	"288"	"1"	"0"
"6029"	"3"	"4"	"3"	"2"	"403"	"4"	"9"	"39"	"42"	"25"	"4"	"5"	"8"	"25"	"0"	"20"	"2"	"12"	"2"	"19"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"14"	"33"	"0"	"270"	"270"	"1"	"0"
"6030"	"3"	"4"	"3"	"2"	"400"	"5"	"11"	"36"	"46"	"28"	"6"	"1"	"4"	"26"	"1"	"24"	"3"	"7"	"2"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"26"	"42"	"0"	"277"	"277"	"1"	"0"
"6031"	"3"	"4"	"3"	"2"	"403"	"5"	"4"	"31"	"38"	"28"	"6"	"5"	"6"	"29"	"1"	"12"	"1"	"19"	"3"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"26"	"45"	"0"	"274"	"274"	"1"	"0"
"6032"	"3"	"4"	"3"	"2"	"400"	"3"	"7"	"46"	"50"	"22"	"2"	"2"	"8"	"27"	"2"	"17"	"2"	"5"	"1"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"20"	"48"	"1"	"279"	"279"	"1"	"0"
"6033"	"3"	"4"	"3"	"2"	"402"	"8"	"13"	"39"	"47"	"21"	"10"	"3"	"11"	"28"	"1"	"14"	"4"	"13"	"4"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"25"	"53"	"0"	"307"	"307"	"1"	"0"
"6034"	"3"	"4"	"3"	"2"	"400"	"3"	"13"	"40"	"38"	"14"	"7"	"4"	"7"	"28"	"0"	"15"	"0"	"10"	"2"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"17"	"61"	"0"	"276"	"276"	"1"	"0"
"6035"	"3"	"4"	"3"	"2"	"413"	"8"	"8"	"48"	"31"	"19"	"4"	"3"	"7"	"24"	"3"	"12"	"0"	"5"	"2"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"18"	"61"	"0"	"266"	"266"	"1"	"0"
"6036"	"3"	"4"	"3"	"2"	"401"	"5"	"9"	"42"	"53"	"24"	"5"	"3"	"9"	"34"	"0"	"10"	"2"	"10"	"1"	"12"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"10"	"50"	"0"	"285"	"285"	"1"	"0"
"6037"	"3"	"4"	"3"	"2"	"327"	"6"	"21"	"34"	"32"	"25"	"5"	"3"	"16"	"27"	"0"	"10"	"3"	"15"	"1"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"10"	"22"	"0"	"245"	"245"	"1"	"0"
"6038"	"3"	"4"	"3"	"2"	"326"	"5"	"11"	"29"	"34"	"17"	"3"	"1"	"8"	"37"	"1"	"14"	"3"	"4"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"13"	"34"	"0"	"229"	"229"	"1"	"0"
"6039"	"3"	"4"	"3"	"2"	"400"	"9"	"7"	"49"	"35"	"22"	"2"	"2"	"15"	"18"	"0"	"26"	"1"	"9"	"4"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"25"	"35"	"0"	"275"	"275"	"1"	"0"
"6040"	"3"	"4"	"3"	"2"	"393"	"3"	"9"	"51"	"46"	"20"	"4"	"5"	"11"	"25"	"4"	"33"	"1"	"13"	"2"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"15"	"33"	"0"	"287"	"287"	"1"	"0"
"6041"	"3"	"4"	"3"	"2"	"392"	"9"	"11"	"45"	"48"	"15"	"1"	"2"	"12"	"12"	"1"	"44"	"3"	"13"	"1"	"13"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"13"	"26"	"0"	"280"	"280"	"1"	"0"
"6042"	"3"	"4"	"3"	"2"	"380"	"6"	"7"	"30"	"35"	"28"	"4"	"14"	"11"	"70"	"2"	"8"	"1"	"5"	"1"	"3"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"19"	"34"	"0"	"303"	"303"	"1"	"0"
"6043"	"3"	"4"	"3"	"2"	"380"	"7"	"3"	"25"	"64"	"15"	"4"	"11"	"11"	"60"	"3"	"13"	"0"	"4"	"2"	"3"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"22"	"29"	"0"	"301"	"301"	"1"	"0"
"6044"	"3"	"4"	"3"	"2"	"380"	"6"	"6"	"29"	"66"	"15"	"3"	"12"	"19"	"61"	"3"	"3"	"1"	"2"	"0"	"4"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"21"	"34"	"0"	"312"	"312"	"1"	"0"
"6045"	"3"	"4"	"3"	"2"	"379"	"3"	"5"	"26"	"53"	"19"	"10"	"21"	"15"	"53"	"3"	"7"	"4"	"9"	"3"	"2"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"13"	"33"	"0"	"298"	"298"	"1"	"0"
"6046"	"3"	"4"	"3"	"2"	"377"	"5"	"3"	"33"	"55"	"23"	"1"	"18"	"16"	"54"	"3"	"8"	"1"	"5"	"1"	"2"	"33"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"21"	"21"	"0"	"303"	"303"	"1"	"0"
"6047"	"3"	"4"	"3"	"2"	"380"	"2"	"4"	"22"	"48"	"21"	"5"	"14"	"14"	"50"	"2"	"8"	"0"	"4"	"0"	"3"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"17"	"17"	"1"	"252"	"252"	"1"	"0"
"6048"	"3"	"4"	"3"	"2"	"380"	"3"	"7"	"19"	"39"	"15"	"7"	"22"	"16"	"77"	"3"	"9"	"0"	"6"	"2"	"2"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"17"	"25"	"0"	"300"	"300"	"1"	"0"
"6049"	"3"	"4"	"3"	"2"	"379"	"7"	"5"	"23"	"62"	"26"	"3"	"19"	"13"	"54"	"3"	"2"	"3"	"2"	"0"	"4"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"14"	"28"	"0"	"293"	"293"	"1"	"0"
"6050"	"3"	"4"	"3"	"2"	"381"	"6"	"5"	"30"	"50"	"22"	"4"	"16"	"14"	"63"	"1"	"6"	"1"	"6"	"2"	"5"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"20"	"20"	"0"	"289"	"289"	"1"	"1"
"6051"	"3"	"4"	"3"	"2"	"380"	"0"	"1"	"21"	"47"	"25"	"5"	"21"	"23"	"62"	"0"	"2"	"2"	"0"	"1"	"4"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"241"	"17"	"31"	"0"	"291"	"289"	"0"	"0"
"6052"	"3"	"4"	"3"	"2"	"381"	"3"	"1"	"11"	"42"	"19"	"7"	"14"	"13"	"73"	"1"	"7"	"2"	"3"	"2"	"3"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"19"	"30"	"0"	"287"	"287"	"1"	"0"
"6053"	"3"	"4"	"3"	"2"	"380"	"1"	"1"	"17"	"43"	"26"	"4"	"17"	"14"	"74"	"1"	"1"	"1"	"2"	"1"	"2"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"21"	"22"	"0"	"285"	"285"	"1"	"0"
"6054"	"3"	"4"	"3"	"2"	"380"	"2"	"5"	"9"	"51"	"15"	"5"	"13"	"17"	"70"	"2"	"11"	"1"	"3"	"2"	"3"	"40"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"11"	"18"	"0"	"278"	"278"	"1"	"0"
"6055"	"3"	"4"	"3"	"2"	"282"	"4"	"6"	"8"	"59"	"21"	"0"	"7"	"16"	"47"	"1"	"2"	"0"	"7"	"0"	"1"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"5"	"20"	"0"	"242"	"242"	"1"	"0"
"6056"	"3"	"4"	"3"	"2"	"282"	"3"	"8"	"14"	"37"	"20"	"1"	"10"	"18"	"45"	"0"	"5"	"1"	"5"	"2"	"2"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"9"	"12"	"0"	"221"	"221"	"1"	"0"
"6057"	"3"	"4"	"3"	"2"	"380"	"3"	"1"	"68"	"44"	"7"	"1"	"0"	"18"	"8"	"0"	"29"	"1"	"2"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"8"	"41"	"1"	"238"	"238"	"1"	"0"
"6058"	"3"	"4"	"3"	"2"	"380"	"7"	"1"	"56"	"36"	"9"	"0"	"3"	"9"	"4"	"0"	"29"	"3"	"3"	"0"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"17"	"58"	"136"	"244"	"244"	"1"	"0"
"6059"	"3"	"4"	"3"	"2"	"380"	"5"	"2"	"57"	"29"	"13"	"0"	"5"	"9"	"12"	"1"	"12"	"3"	"2"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"26"	"64"	"127"	"253"	"253"	"1"	"0"
"6060"	"3"	"4"	"3"	"2"	"380"	"5"	"3"	"57"	"24"	"10"	"0"	"1"	"14"	"4"	"0"	"16"	"1"	"6"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"10"	"75"	"0"	"237"	"237"	"1"	"0"
"6061"	"3"	"4"	"3"	"2"	"376"	"3"	"2"	"48"	"41"	"15"	"1"	"1"	"7"	"8"	"1"	"34"	"1"	"4"	"1"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"17"	"74"	"0"	"269"	"269"	"1"	"0"
"6062"	"3"	"4"	"3"	"2"	"380"	"4"	"4"	"76"	"28"	"7"	"1"	"2"	"3"	"4"	"0"	"25"	"0"	"1"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"11"	"97"	"0"	"271"	"271"	"1"	"0"
"6063"	"3"	"4"	"3"	"2"	"380"	"4"	"3"	"68"	"30"	"5"	"1"	"1"	"7"	"7"	"1"	"25"	"0"	"0"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"10"	"48"	"0"	"220"	"220"	"1"	"0"
"6064"	"3"	"4"	"3"	"2"	"377"	"1"	"4"	"53"	"20"	"9"	"0"	"1"	"9"	"8"	"1"	"16"	"1"	"1"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"7"	"62"	"0"	"207"	"207"	"1"	"0"
"6065"	"3"	"4"	"3"	"2"	"380"	"3"	"2"	"47"	"34"	"5"	"2"	"1"	"8"	"3"	"0"	"19"	"0"	"3"	"2"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"15"	"66"	"0"	"218"	"218"	"1"	"0"
"6066"	"3"	"4"	"3"	"2"	"380"	"1"	"4"	"47"	"25"	"8"	"0"	"2"	"6"	"3"	"0"	"17"	"1"	"4"	"2"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"10"	"57"	"0"	"200"	"200"	"1"	"0"
"6067"	"3"	"4"	"3"	"2"	"0"	"2"	"3"	"41"	"36"	"7"	"1"	"1"	"8"	"3"	"0"	"18"	"1"	"1"	"0"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"10"	"50"	"0"	"194"	"194"	"1"	"0"
"6068"	"3"	"4"	"3"	"2"	"0"	"2"	"3"	"40"	"37"	"10"	"1"	"1"	"7"	"1"	"0"	"21"	"0"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"4"	"42"	"4"	"177"	"177"	"1"	"0"
"6069"	"3"	"4"	"3"	"2"	"272"	"2"	"4"	"38"	"41"	"2"	"0"	"1"	"7"	"14"	"0"	"7"	"0"	"1"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"2"	"38"	"1"	"165"	"165"	"1"	"0"
"6070"	"3"	"4"	"3"	"2"	"380"	"7"	"6"	"39"	"54"	"16"	"5"	"3"	"25"	"17"	"2"	"4"	"1"	"8"	"1"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"21"	"30"	"0"	"249"	"249"	"1"	"0"
"6071"	"3"	"4"	"3"	"2"	"380"	"11"	"6"	"34"	"52"	"19"	"5"	"4"	"15"	"22"	"1"	"5"	"1"	"9"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"22"	"38"	"0"	"251"	"251"	"1"	"0"
"6072"	"3"	"4"	"3"	"2"	"379"	"8"	"2"	"38"	"60"	"20"	"1"	"1"	"24"	"19"	"2"	"0"	"1"	"7"	"1"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"15"	"33"	"0"	"246"	"243"	"0"	"0"
"6073"	"3"	"4"	"3"	"2"	"380"	"7"	"2"	"37"	"51"	"30"	"7"	"5"	"13"	"15"	"2"	"1"	"5"	"4"	"3"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"28"	"39"	"0"	"263"	"263"	"1"	"0"
"6074"	"3"	"4"	"3"	"2"	"377"	"11"	"7"	"30"	"76"	"35"	"7"	"4"	"18"	"16"	"1"	"1"	"4"	"11"	"1"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"21"	"25"	"0"	"282"	"282"	"1"	"0"
"6075"	"3"	"4"	"3"	"2"	"380"	"3"	"7"	"22"	"60"	"24"	"6"	"2"	"28"	"22"	"2"	"2"	"0"	"12"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"8"	"21"	"0"	"224"	"224"	"1"	"0"
"6076"	"3"	"4"	"3"	"2"	"380"	"6"	"0"	"34"	"55"	"30"	"5"	"0"	"25"	"20"	"1"	"7"	"2"	"14"	"0"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"17"	"33"	"0"	"260"	"260"	"1"	"0"
"6077"	"3"	"4"	"3"	"2"	"380"	"4"	"2"	"21"	"60"	"27"	"5"	"2"	"27"	"17"	"1"	"2"	"2"	"13"	"3"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"17"	"31"	"0"	"245"	"245"	"1"	"0"
"6078"	"3"	"4"	"3"	"2"	"380"	"5"	"4"	"35"	"57"	"16"	"6"	"5"	"10"	"18"	"2"	"1"	"2"	"10"	"2"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"16"	"40"	"1"	"239"	"239"	"1"	"0"
"6079"	"3"	"4"	"3"	"2"	"381"	"1"	"1"	"38"	"50"	"19"	"7"	"4"	"29"	"15"	"1"	"1"	"0"	"11"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"19"	"30"	"0"	"235"	"235"	"1"	"0"
"6080"	"3"	"4"	"3"	"2"	"380"	"6"	"4"	"30"	"61"	"21"	"4"	"3"	"15"	"21"	"0"	"2"	"2"	"11"	"3"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"13"	"18"	"0"	"223"	"223"	"1"	"0"
"6081"	"3"	"4"	"3"	"2"	"197"	"4"	"2"	"18"	"46"	"17"	"1"	"0"	"10"	"13"	"0"	"2"	"0"	"6"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"123"	"3"	"10"	"0"	"137"	"136"	"0"	"0"
"6082"	"3"	"4"	"3"	"2"	"196"	"3"	"3"	"9"	"32"	"13"	"5"	"3"	"10"	"10"	"0"	"1"	"0"	"5"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"100"	"5"	"12"	"0"	"117"	"117"	"1"	"0"
"6083"	"3"	"4"	"3"	"2"	"600"	"8"	"3"	"32"	"17"	"5"	"3"	"4"	"12"	"13"	"0"	"12"	"1"	"7"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"10"	"47"	"0"	"180"	"180"	"1"	"0"
"6084"	"3"	"4"	"3"	"2"	"459"	"1"	"3"	"18"	"14"	"15"	"1"	"4"	"7"	"17"	"0"	"3"	"1"	"5"	"1"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"98"	"98"	"16"	"15"	"0"	"129"	"129"	"1"	"0"
"6085"	"3"	"4"	"3"	"2"	"459"	"4"	"1"	"15"	"16"	"2"	"0"	"1"	"6"	"5"	"0"	"3"	"0"	"4"	"3"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"69"	"69"	"6"	"14"	"0"	"89"	"89"	"1"	"0"
"6086"	"3"	"4"	"4"	"2"	"397"	"18"	"8"	"46"	"59"	"33"	"35"	"4"	"7"	"10"	"3"	"5"	"1"	"8"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"21"	"20"	"0"	"287"	"287"	"1"	"0"
"6087"	"3"	"4"	"4"	"2"	"400"	"23"	"6"	"54"	"79"	"36"	"34"	"1"	"2"	"8"	"1"	"8"	"2"	"8"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"25"	"20"	"0"	"317"	"317"	"1"	"0"
"6088"	"3"	"4"	"4"	"2"	"401"	"30"	"13"	"54"	"40"	"50"	"47"	"1"	"8"	"0"	"2"	"11"	"2"	"14"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"14"	"27"	"0"	"317"	"317"	"1"	"0"
"6089"	"3"	"4"	"4"	"2"	"400"	"17"	"22"	"45"	"36"	"43"	"34"	"1"	"9"	"5"	"0"	"9"	"1"	"9"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"21"	"11"	"0"	"271"	"271"	"1"	"0"
"6090"	"3"	"4"	"4"	"2"	"308"	"15"	"11"	"36"	"27"	"30"	"23"	"0"	"8"	"4"	"1"	"2"	"1"	"8"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"11"	"16"	"0"	"202"	"202"	"1"	"0"
"6091"	"3"	"4"	"4"	"2"	"307"	"20"	"16"	"30"	"39"	"50"	"18"	"0"	"4"	"7"	"0"	"13"	"1"	"11"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"8"	"14"	"0"	"234"	"234"	"1"	"0"
"6092"	"3"	"4"	"4"	"2"	"400"	"6"	"2"	"65"	"94"	"12"	"16"	"3"	"5"	"4"	"1"	"22"	"0"	"2"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"14"	"24"	"0"	"275"	"275"	"1"	"0"
"6093"	"3"	"4"	"4"	"2"	"400"	"8"	"2"	"78"	"96"	"25"	"14"	"0"	"8"	"2"	"0"	"11"	"6"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"12"	"40"	"0"	"309"	"309"	"1"	"0"
"6094"	"3"	"4"	"4"	"2"	"402"	"5"	"5"	"44"	"119"	"13"	"21"	"1"	"5"	"7"	"0"	"22"	"0"	"5"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"19"	"33"	"0"	"306"	"306"	"1"	"0"
"6095"	"3"	"4"	"4"	"2"	"400"	"8"	"9"	"18"	"144"	"12"	"21"	"2"	"5"	"4"	"2"	"43"	"0"	"2"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"13"	"33"	"0"	"324"	"324"	"1"	"0"
"6096"	"3"	"4"	"4"	"2"	"400"	"9"	"1"	"24"	"117"	"11"	"12"	"1"	"9"	"4"	"0"	"43"	"2"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"10"	"14"	"0"	"263"	"263"	"1"	"0"
