"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"UCN"	"BIEN"	"CREO"	"UNIONISTA"	"FUERZA"	"VALOR"	"WINAQ"	"FCN_NACION"	"VAMOS"	"EG"	"UNIDOS"	"SEMILLA"	"TODOS"	"CONVERGENCIA"	"PHG"	"PAN"	"PODEMOS"	"URNG_MAIZ"	"AVANZA"	"VIVA"	"MLP"	"PC"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"17690"	"3"	"17"	"4"	"2"	"321"	"18"	"0"	"37"	"58"	"0"	"1"	"2"	"0"	"2"	"14"	"0"	"0"	"4"	"1"	"0"	"6"	"1"	"0"	"0"	"1"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"13"	"18"	"1"	"189"	"188"	"0"	"0"
"17691"	"3"	"17"	"4"	"2"	"318"	"16"	"1"	"62"	"68"	"2"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"5"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"14"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"8"	"19"	"1"	"212"	"212"	"1"	"0"
"17692"	"3"	"17"	"4"	"2"	"380"	"19"	"0"	"34"	"3"	"7"	"0"	"1"	"1"	"2"	"8"	"0"	"0"	"0"	"1"	"19"	"7"	"1"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"7"	"21"	"0"	"138"	"138"	"1"	"0"
"17693"	"3"	"17"	"4"	"2"	"380"	"22"	"0"	"40"	"5"	"3"	"0"	"0"	"2"	"3"	"2"	"0"	"0"	"1"	"0"	"13"	"5"	"3"	"0"	"4"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"109"	"7"	"20"	"0"	"139"	"136"	"0"	"0"
"17694"	"3"	"17"	"4"	"2"	"232"	"10"	"1"	"27"	"0"	"10"	"0"	"1"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"15"	"8"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"80"	"8"	"6"	"0"	"94"	"94"	"1"	"0"
"17695"	"3"	"17"	"4"	"2"	"229"	"21"	"0"	"31"	"2"	"6"	"2"	"0"	"0"	"2"	"10"	"0"	"0"	"0"	"0"	"10"	"10"	"1"	"1"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"5"	"12"	"0"	"120"	"120"	"1"	"0"
"17696"	"3"	"17"	"4"	"2"	"543"	"14"	"0"	"21"	"6"	"1"	"0"	"0"	"0"	"0"	"15"	"0"	"0"	"5"	"2"	"1"	"3"	"2"	"0"	"2"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"79"	"7"	"17"	"0"	"103"	"103"	"1"	"0"
"17697"	"3"	"17"	"5"	"2"	"400"	"32"	"0"	"17"	"1"	"7"	"0"	"0"	"9"	"56"	"4"	"0"	"1"	"6"	"0"	"2"	"18"	"1"	"0"	"4"	"1"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"21"	"17"	"0"	"207"	"207"	"1"	"0"
"17698"	"3"	"17"	"5"	"2"	"400"	"26"	"1"	"24"	"4"	"7"	"2"	"0"	"9"	"52"	"7"	"4"	"0"	"1"	"2"	"7"	"11"	"3"	"0"	"6"	"4"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"20"	"22"	"0"	"219"	"219"	"1"	"0"
"17699"	"3"	"17"	"5"	"2"	"400"	"34"	"2"	"25"	"3"	"12"	"8"	"1"	"7"	"55"	"9"	"0"	"0"	"2"	"1"	"5"	"12"	"4"	"1"	"4"	"1"	"2"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"13"	"18"	"0"	"233"	"233"	"1"	"0"
"17700"	"3"	"17"	"5"	"2"	"400"	"47"	"1"	"22"	"3"	"6"	"4"	"0"	"8"	"62"	"7"	"0"	"0"	"3"	"0"	"6"	"13"	"2"	"4"	"9"	"1"	"5"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"16"	"18"	"0"	"243"	"243"	"1"	"0"
"17701"	"3"	"17"	"5"	"2"	"400"	"36"	"2"	"26"	"3"	"6"	"8"	"0"	"7"	"63"	"8"	"2"	"1"	"5"	"2"	"4"	"12"	"5"	"0"	"1"	"0"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"21"	"16"	"0"	"241"	"241"	"1"	"0"
"17702"	"3"	"17"	"5"	"2"	"400"	"32"	"0"	"28"	"3"	"6"	"7"	"1"	"4"	"74"	"8"	"0"	"0"	"1"	"2"	"1"	"14"	"2"	"0"	"4"	"1"	"7"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"21"	"20"	"0"	"250"	"250"	"1"	"0"
"17703"	"3"	"17"	"5"	"2"	"400"	"19"	"2"	"29"	"2"	"3"	"5"	"0"	"7"	"93"	"6"	"1"	"0"	"3"	"0"	"2"	"16"	"2"	"3"	"5"	"2"	"7"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"13"	"28"	"0"	"261"	"261"	"1"	"0"
"17704"	"3"	"17"	"5"	"2"	"400"	"33"	"0"	"31"	"4"	"7"	"2"	"0"	"9"	"64"	"11"	"0"	"0"	"1"	"1"	"3"	"31"	"1"	"4"	"6"	"1"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"20"	"23"	"0"	"266"	"266"	"1"	"0"
"17705"	"3"	"17"	"5"	"2"	"400"	"42"	"2"	"29"	"1"	"8"	"4"	"1"	"4"	"75"	"8"	"0"	"0"	"6"	"1"	"2"	"13"	"0"	"4"	"5"	"2"	"5"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"15"	"18"	"0"	"256"	"256"	"1"	"0"
"17706"	"3"	"17"	"5"	"2"	"400"	"20"	"0"	"29"	"4"	"2"	"12"	"0"	"3"	"68"	"8"	"0"	"0"	"4"	"1"	"6"	"14"	"1"	"1"	"1"	"0"	"7"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"11"	"5"	"0"	"203"	"203"	"1"	"0"
"17707"	"3"	"17"	"5"	"2"	"400"	"26"	"2"	"22"	"5"	"7"	"2"	"0"	"11"	"54"	"8"	"0"	"0"	"1"	"0"	"4"	"13"	"4"	"0"	"3"	"0"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"22"	"16"	"0"	"209"	"209"	"1"	"0"
"17708"	"3"	"17"	"5"	"2"	"400"	"23"	"1"	"28"	"0"	"9"	"3"	"1"	"4"	"71"	"7"	"0"	"0"	"3"	"0"	"2"	"13"	"1"	"2"	"1"	"1"	"4"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"11"	"15"	"0"	"208"	"208"	"1"	"0"
"17709"	"3"	"17"	"5"	"2"	"400"	"41"	"1"	"24"	"1"	"8"	"2"	"1"	"4"	"56"	"6"	"0"	"0"	"1"	"1"	"7"	"8"	"0"	"4"	"4"	"1"	"6"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"10"	"10"	"0"	"208"	"208"	"1"	"0"
"17710"	"3"	"17"	"5"	"2"	"400"	"28"	"1"	"26"	"3"	"9"	"3"	"0"	"6"	"50"	"5"	"0"	"0"	"5"	"0"	"4"	"11"	"2"	"1"	"3"	"1"	"8"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"16"	"14"	"0"	"203"	"203"	"1"	"0"
"17711"	"3"	"17"	"5"	"2"	"400"	"29"	"1"	"30"	"2"	"6"	"4"	"0"	"4"	"63"	"6"	"0"	"0"	"10"	"1"	"3"	"9"	"0"	"1"	"1"	"1"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"14"	"17"	"0"	"215"	"215"	"1"	"0"
"17712"	"3"	"17"	"5"	"2"	"400"	"31"	"0"	"23"	"3"	"10"	"6"	"0"	"5"	"65"	"3"	"0"	"0"	"2"	"4"	"2"	"14"	"3"	"0"	"1"	"0"	"4"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"11"	"19"	"0"	"214"	"214"	"1"	"0"
"17713"	"3"	"17"	"5"	"2"	"400"	"20"	"3"	"18"	"3"	"9"	"3"	"0"	"5"	"62"	"8"	"0"	"0"	"4"	"1"	"1"	"12"	"0"	"2"	"3"	"0"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"11"	"15"	"0"	"188"	"188"	"1"	"0"
"17714"	"3"	"17"	"5"	"2"	"400"	"30"	"1"	"20"	"2"	"4"	"7"	"0"	"9"	"60"	"1"	"0"	"0"	"3"	"0"	"3"	"9"	"1"	"1"	"1"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"16"	"11"	"0"	"186"	"186"	"1"	"0"
"17715"	"3"	"17"	"5"	"2"	"400"	"30"	"0"	"24"	"1"	"4"	"3"	"0"	"5"	"77"	"9"	"0"	"0"	"3"	"0"	"4"	"17"	"0"	"3"	"2"	"0"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"7"	"4"	"0"	"206"	"206"	"1"	"0"
"17716"	"3"	"17"	"5"	"2"	"400"	"31"	"1"	"35"	"3"	"7"	"8"	"0"	"2"	"93"	"9"	"0"	"0"	"7"	"1"	"3"	"17"	"0"	"1"	"4"	"3"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"8"	"5"	"0"	"251"	"251"	"1"	"0"
"17717"	"3"	"17"	"5"	"2"	"341"	"42"	"0"	"16"	"1"	"11"	"8"	"0"	"2"	"93"	"4"	"0"	"0"	"3"	"1"	"3"	"13"	"1"	"0"	"2"	"3"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"2"	"8"	"0"	"220"	"220"	"1"	"0"
"17718"	"3"	"17"	"5"	"2"	"340"	"17"	"0"	"11"	"3"	"5"	"1"	"1"	"2"	"55"	"3"	"0"	"0"	"4"	"0"	"2"	"8"	"1"	"2"	"0"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"7"	"12"	"0"	"142"	"142"	"1"	"0"
"17719"	"3"	"17"	"5"	"2"	"380"	"54"	"0"	"2"	"2"	"1"	"5"	"0"	"1"	"12"	"16"	"0"	"0"	"1"	"0"	"12"	"5"	"3"	"1"	"1"	"1"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"18"	"32"	"50"	"177"	"177"	"1"	"0"
"17720"	"3"	"17"	"5"	"2"	"380"	"66"	"3"	"2"	"6"	"2"	"1"	"3"	"4"	"15"	"11"	"2"	"0"	"2"	"0"	"15"	"7"	"7"	"3"	"1"	"1"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"16"	"31"	"0"	"204"	"204"	"1"	"0"
"17721"	"3"	"17"	"5"	"2"	"380"	"79"	"4"	"3"	"2"	"3"	"0"	"2"	"3"	"21"	"14"	"1"	"0"	"5"	"1"	"16"	"3"	"5"	"3"	"2"	"2"	"5"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"22"	"35"	"0"	"237"	"237"	"1"	"0"
"17722"	"3"	"17"	"5"	"2"	"380"	"72"	"1"	"4"	"2"	"5"	"0"	"5"	"1"	"20"	"10"	"0"	"0"	"3"	"0"	"10"	"1"	"3"	"0"	"1"	"0"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"16"	"22"	"0"	"186"	"186"	"1"	"0"
"17723"	"3"	"17"	"5"	"2"	"183"	"47"	"1"	"8"	"6"	"4"	"4"	"5"	"2"	"19"	"8"	"1"	"0"	"2"	"1"	"14"	"4"	"5"	"1"	"1"	"2"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"8"	"22"	"3"	"180"	"180"	"1"	"0"
"17724"	"3"	"17"	"5"	"2"	"377"	"49"	"1"	"1"	"7"	"3"	"5"	"6"	"1"	"12"	"4"	"1"	"0"	"1"	"0"	"17"	"6"	"2"	"0"	"1"	"1"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"11"	"30"	"0"	"175"	"175"	"1"	"0"
"17725"	"3"	"17"	"5"	"2"	"380"	"65"	"0"	"2"	"2"	"3"	"6"	"1"	"4"	"11"	"15"	"0"	"0"	"1"	"1"	"13"	"5"	"2"	"1"	"4"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"19"	"21"	"0"	"185"	"185"	"1"	"0"
"17726"	"3"	"17"	"5"	"2"	"380"	"53"	"1"	"3"	"4"	"4"	"2"	"1"	"2"	"7"	"9"	"0"	"0"	"0"	"1"	"23"	"6"	"7"	"0"	"2"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"9"	"32"	"0"	"176"	"176"	"1"	"0"
"17727"	"3"	"17"	"5"	"2"	"380"	"60"	"1"	"5"	"2"	"5"	"4"	"1"	"3"	"26"	"6"	"0"	"0"	"2"	"0"	"17"	"8"	"3"	"1"	"3"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"11"	"29"	"0"	"197"	"197"	"1"	"0"
"17728"	"3"	"17"	"5"	"2"	"380"	"57"	"2"	"5"	"7"	"2"	"4"	"1"	"1"	"22"	"17"	"0"	"0"	"1"	"1"	"14"	"1"	"2"	"0"	"0"	"1"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"22"	"30"	"0"	"198"	"198"	"1"	"0"
"17729"	"3"	"17"	"5"	"2"	"379"	"49"	"1"	"5"	"0"	"3"	"3"	"1"	"1"	"7"	"4"	"0"	"0"	"1"	"1"	"9"	"7"	"1"	"2"	"0"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"104"	"104"	"16"	"24"	"0"	"144"	"144"	"1"	"0"
"17730"	"3"	"17"	"5"	"2"	"380"	"76"	"4"	"3"	"4"	"4"	"1"	"1"	"1"	"11"	"4"	"0"	"0"	"3"	"1"	"17"	"6"	"2"	"0"	"1"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"17"	"29"	"0"	"191"	"191"	"1"	"0"
"17731"	"3"	"17"	"5"	"2"	"380"	"57"	"2"	"1"	"3"	"3"	"1"	"1"	"2"	"12"	"13"	"2"	"0"	"0"	"0"	"16"	"2"	"2"	"0"	"0"	"1"	"6"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"9"	"23"	"0"	"161"	"161"	"1"	"0"
"17732"	"3"	"17"	"5"	"2"	"380"	"72"	"1"	"7"	"4"	"2"	"3"	"2"	"2"	"15"	"3"	"0"	"1"	"2"	"2"	"16"	"2"	"1"	"1"	"0"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"8"	"28"	"0"	"180"	"180"	"1"	"0"
"17733"	"3"	"17"	"5"	"2"	"380"	"54"	"0"	"3"	"5"	"6"	"3"	"0"	"3"	"17"	"10"	"0"	"1"	"1"	"1"	"7"	"5"	"0"	"0"	"2"	"1"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"12"	"21"	"1"	"160"	"160"	"1"	"0"
"17734"	"3"	"17"	"5"	"2"	"380"	"72"	"0"	"1"	"3"	"6"	"3"	"1"	"2"	"15"	"13"	"0"	"0"	"1"	"0"	"21"	"5"	"2"	"0"	"2"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"17"	"34"	"0"	"205"	"205"	"1"	"0"
"17735"	"3"	"17"	"5"	"2"	"380"	"80"	"2"	"1"	"9"	"6"	"5"	"1"	"3"	"34"	"14"	"1"	"0"	"0"	"1"	"28"	"12"	"0"	"0"	"1"	"0"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"11"	"33"	"0"	"253"	"253"	"1"	"0"
"17736"	"3"	"17"	"5"	"2"	"214"	"49"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"17"	"5"	"0"	"0"	"1"	"1"	"9"	"3"	"2"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99"	"99"	"9"	"17"	"0"	"125"	"125"	"1"	"0"
"17737"	"3"	"17"	"5"	"2"	"213"	"31"	"0"	"1"	"1"	"2"	"1"	"0"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"4"	"6"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"57"	"57"	"8"	"16"	"0"	"81"	"81"	"1"	"0"
"17738"	"3"	"17"	"5"	"2"	"380"	"74"	"0"	"3"	"3"	"1"	"2"	"1"	"10"	"12"	"4"	"0"	"0"	"2"	"0"	"4"	"7"	"4"	"4"	"10"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"13"	"30"	"0"	"189"	"189"	"1"	"0"
"17739"	"3"	"17"	"5"	"2"	"380"	"82"	"0"	"2"	"1"	"1"	"0"	"1"	"4"	"12"	"8"	"0"	"1"	"4"	"2"	"2"	"7"	"2"	"4"	"4"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"13"	"33"	"0"	"190"	"190"	"1"	"0"
"17740"	"3"	"17"	"5"	"2"	"380"	"56"	"1"	"5"	"7"	"2"	"2"	"0"	"1"	"4"	"5"	"1"	"0"	"1"	"0"	"5"	"6"	"3"	"0"	"1"	"0"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"11"	"49"	"0"	"170"	"170"	"1"	"0"
"17741"	"3"	"17"	"5"	"2"	"380"	"45"	"1"	"4"	"4"	"2"	"1"	"0"	"4"	"13"	"4"	"1"	"0"	"2"	"1"	"3"	"17"	"0"	"2"	"0"	"0"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"10"	"25"	"0"	"149"	"149"	"1"	"0"
"17742"	"3"	"17"	"5"	"2"	"380"	"68"	"0"	"7"	"1"	"1"	"1"	"0"	"3"	"19"	"7"	"0"	"0"	"1"	"0"	"2"	"5"	"4"	"2"	"2"	"2"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"20"	"26"	"0"	"177"	"177"	"1"	"0"
"17743"	"3"	"17"	"5"	"2"	"380"	"79"	"1"	"2"	"0"	"1"	"1"	"0"	"2"	"12"	"3"	"0"	"0"	"2"	"0"	"1"	"5"	"0"	"1"	"3"	"0"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"17"	"32"	"0"	"172"	"172"	"1"	"0"
"17744"	"3"	"17"	"5"	"2"	"380"	"58"	"1"	"5"	"4"	"0"	"2"	"0"	"8"	"13"	"4"	"0"	"0"	"6"	"2"	"2"	"7"	"2"	"1"	"7"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"15"	"24"	"0"	"167"	"167"	"1"	"0"
"17745"	"3"	"17"	"5"	"2"	"380"	"61"	"1"	"2"	"4"	"1"	"7"	"0"	"4"	"20"	"5"	"0"	"1"	"5"	"2"	"5"	"10"	"2"	"2"	"5"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"19"	"25"	"0"	"189"	"189"	"1"	"0"
"17746"	"3"	"17"	"5"	"2"	"380"	"66"	"2"	"2"	"1"	"0"	"4"	"2"	"2"	"17"	"10"	"0"	"0"	"1"	"0"	"0"	"7"	"0"	"2"	"3"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"19"	"28"	"0"	"177"	"177"	"1"	"0"
"17747"	"3"	"17"	"5"	"2"	"380"	"59"	"1"	"3"	"4"	"1"	"0"	"0"	"2"	"16"	"9"	"1"	"0"	"3"	"1"	"2"	"6"	"2"	"0"	"1"	"1"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"16"	"30"	"0"	"168"	"168"	"1"	"0"
"17748"	"3"	"17"	"5"	"2"	"380"	"65"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"21"	"17"	"1"	"0"	"6"	"0"	"1"	"18"	"1"	"2"	"3"	"0"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"13"	"21"	"0"	"194"	"194"	"1"	"0"
"17749"	"3"	"17"	"5"	"2"	"240"	"54"	"1"	"5"	"1"	"2"	"4"	"0"	"6"	"22"	"7"	"0"	"0"	"2"	"1"	"4"	"13"	"0"	"2"	"0"	"2"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"5"	"17"	"0"	"153"	"153"	"1"	"0"
"17750"	"3"	"17"	"5"	"2"	"242"	"36"	"0"	"3"	"4"	"1"	"0"	"0"	"1"	"9"	"10"	"1"	"0"	"3"	"0"	"2"	"7"	"1"	"2"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"85"	"85"	"7"	"18"	"0"	"110"	"110"	"1"	"0"
"17751"	"3"	"17"	"5"	"2"	"380"	"81"	"2"	"0"	"4"	"2"	"1"	"0"	"0"	"15"	"4"	"0"	"0"	"1"	"0"	"2"	"3"	"4"	"7"	"2"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"13"	"24"	"0"	"173"	"173"	"1"	"0"
"17752"	"3"	"17"	"5"	"2"	"380"	"77"	"0"	"8"	"0"	"2"	"0"	"0"	"4"	"23"	"8"	"0"	"0"	"2"	"1"	"2"	"1"	"4"	"12"	"1"	"5"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"22"	"19"	"0"	"198"	"198"	"1"	"0"
"17753"	"3"	"17"	"5"	"2"	"380"	"90"	"0"	"1"	"2"	"3"	"1"	"2"	"3"	"15"	"8"	"0"	"1"	"5"	"2"	"4"	"1"	"2"	"6"	"4"	"4"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"21"	"27"	"0"	"209"	"209"	"1"	"0"
"17754"	"3"	"17"	"5"	"2"	"380"	"67"	"2"	"6"	"10"	"3"	"2"	"0"	"1"	"17"	"6"	"0"	"0"	"2"	"0"	"14"	"1"	"2"	"9"	"0"	"5"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"19"	"12"	"0"	"185"	"185"	"1"	"0"
"17755"	"3"	"17"	"5"	"2"	"378"	"74"	"0"	"5"	"6"	"0"	"0"	"0"	"3"	"15"	"5"	"0"	"0"	"3"	"1"	"3"	"5"	"1"	"11"	"2"	"3"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"11"	"23"	"0"	"178"	"178"	"1"	"0"
"17756"	"3"	"17"	"5"	"2"	"380"	"103"	"2"	"7"	"1"	"0"	"3"	"0"	"4"	"9"	"8"	"0"	"0"	"1"	"2"	"1"	"2"	"3"	"6"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"25"	"15"	"1"	"197"	"196"	"0"	"0"
"17757"	"3"	"17"	"5"	"2"	"374"	"78"	"2"	"6"	"5"	"3"	"0"	"1"	"0"	"22"	"6"	"1"	"0"	"1"	"1"	"0"	"3"	"4"	"11"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"10"	"15"	"0"	"174"	"175"	"0"	"1"
"17758"	"3"	"17"	"5"	"2"	"380"	"83"	"0"	"7"	"3"	"1"	"0"	"0"	"1"	"15"	"6"	"0"	"0"	"1"	"1"	"2"	"7"	"3"	"4"	"2"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"5"	"32"	"13"	"183"	"183"	"1"	"0"
"17759"	"3"	"17"	"5"	"2"	"377"	"82"	"1"	"4"	"3"	"0"	"0"	"1"	"0"	"11"	"3"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"6"	"3"	"1"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"21"	"31"	"0"	"178"	"178"	"1"	"0"
"17760"	"3"	"17"	"5"	"2"	"380"	"90"	"0"	"4"	"4"	"1"	"4"	"1"	"1"	"14"	"3"	"1"	"0"	"2"	"0"	"2"	"7"	"2"	"8"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"13"	"21"	"0"	"182"	"182"	"1"	"0"
"17761"	"3"	"17"	"5"	"2"	"380"	"84"	"0"	"5"	"3"	"2"	"0"	"0"	"2"	"14"	"2"	"0"	"0"	"1"	"3"	"3"	"2"	"3"	"9"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"25"	"15"	"0"	"175"	"175"	"1"	"0"
"17762"	"3"	"17"	"5"	"2"	"389"	"80"	"2"	"6"	"2"	"2"	"3"	"0"	"2"	"12"	"8"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"6"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"0"	"22"	"10"	"170"	"160"	"0"	"0"
"17763"	"3"	"17"	"5"	"2"	"380"	"94"	"2"	"9"	"1"	"1"	"0"	"1"	"3"	"27"	"7"	"0"	"0"	"3"	"1"	"3"	"7"	"1"	"7"	"0"	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"6"	"19"	"0"	"201"	"201"	"1"	"0"
"17764"	"3"	"17"	"5"	"2"	"200"	"77"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"14"	"1"	"0"	"0"	"1"	"1"	"0"	"4"	"0"	"10"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"2"	"6"	"0"	"124"	"124"	"1"	"0"
