"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"UCN"	"BIEN"	"CREO"	"UNIONISTA"	"FUERZA"	"VALOR"	"WINAQ"	"FCN_NACION"	"VAMOS"	"EG"	"UNIDOS"	"SEMILLA"	"TODOS"	"CONVERGENCIA"	"PHG"	"PAN"	"PODEMOS"	"URNG_MAIZ"	"AVANZA"	"VIVA"	"MLP"	"PC"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"17615"	"3"	"17"	"3"	"2"	"400"	"52"	"5"	"31"	"13"	"1"	"1"	"2"	"6"	"17"	"8"	"1"	"0"	"5"	"1"	"0"	"15"	"0"	"3"	"2"	"7"	"7"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"25"	"15"	"0"	"223"	"223"	"1"	"0"
"17616"	"3"	"17"	"3"	"2"	"400"	"41"	"2"	"40"	"19"	"7"	"4"	"2"	"4"	"6"	"14"	"0"	"0"	"12"	"10"	"1"	"12"	"1"	"5"	"5"	"6"	"8"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"15"	"14"	"0"	"238"	"238"	"1"	"0"
"17617"	"3"	"17"	"3"	"2"	"398"	"40"	"2"	"30"	"21"	"8"	"4"	"2"	"11"	"6"	"15"	"0"	"0"	"5"	"6"	"1"	"19"	"3"	"4"	"3"	"5"	"10"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"16"	"12"	"0"	"228"	"228"	"1"	"0"
"17618"	"3"	"17"	"3"	"2"	"400"	"38"	"4"	"47"	"34"	"7"	"9"	"3"	"6"	"8"	"16"	"2"	"0"	"13"	"10"	"1"	"12"	"2"	"5"	"3"	"7"	"7"	"8"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"16"	"13"	"29"	"280"	"280"	"1"	"0"
"17619"	"3"	"17"	"3"	"2"	"400"	"50"	"2"	"47"	"35"	"7"	"9"	"4"	"14"	"9"	"17"	"0"	"1"	"6"	"5"	"1"	"15"	"1"	"17"	"6"	"17"	"6"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"10"	"6"	"0"	"292"	"292"	"1"	"0"
"17620"	"3"	"17"	"3"	"2"	"400"	"51"	"2"	"48"	"23"	"9"	"7"	"2"	"12"	"18"	"15"	"0"	"0"	"7"	"2"	"1"	"16"	"0"	"9"	"3"	"9"	"7"	"5"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"257"	"13"	"14"	"27"	"284"	"284"	"0"	"0"
"17621"	"3"	"17"	"3"	"2"	"268"	"37"	"1"	"38"	"28"	"6"	"4"	"0"	"10"	"9"	"16"	"0"	"0"	"5"	"4"	"1"	"13"	"1"	"7"	"4"	"9"	"8"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"7"	"18"	"0"	"234"	"234"	"1"	"0"
"17622"	"3"	"17"	"3"	"2"	"368"	"24"	"0"	"29"	"10"	"2"	"2"	"2"	"9"	"11"	"14"	"1"	"0"	"3"	"3"	"1"	"10"	"0"	"4"	"4"	"7"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"18"	"19"	"0"	"182"	"182"	"1"	"0"
"17623"	"3"	"17"	"3"	"2"	"400"	"41"	"3"	"35"	"16"	"4"	"5"	"3"	"5"	"17"	"8"	"0"	"1"	"8"	"1"	"1"	"16"	"3"	"9"	"9"	"12"	"13"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"19"	"22"	"0"	"262"	"262"	"1"	"0"
"17624"	"3"	"17"	"3"	"2"	"400"	"56"	"0"	"34"	"16"	"7"	"2"	"1"	"7"	"12"	"8"	"0"	"1"	"4"	"6"	"0"	"13"	"2"	"7"	"6"	"10"	"5"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"22"	"27"	"0"	"256"	"256"	"1"	"0"
"17625"	"3"	"17"	"3"	"2"	"400"	"63"	"5"	"47"	"16"	"8"	"3"	"2"	"7"	"23"	"8"	"0"	"1"	"4"	"2"	"0"	"16"	"1"	"5"	"5"	"7"	"6"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"17"	"23"	"0"	"280"	"280"	"1"	"0"
"17626"	"3"	"17"	"3"	"2"	"400"	"68"	"2"	"36"	"11"	"7"	"3"	"2"	"4"	"15"	"9"	"0"	"0"	"8"	"5"	"0"	"16"	"5"	"6"	"9"	"11"	"9"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"25"	"25"	"0"	"285"	"285"	"1"	"0"
"17627"	"3"	"17"	"3"	"2"	"400"	"54"	"6"	"43"	"10"	"6"	"4"	"0"	"9"	"12"	"11"	"0"	"0"	"12"	"6"	"0"	"14"	"1"	"7"	"4"	"5"	"6"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"19"	"21"	"0"	"263"	"263"	"1"	"0"
"17628"	"3"	"17"	"3"	"2"	"400"	"63"	"3"	"41"	"13"	"9"	"3"	"3"	"2"	"9"	"12"	"0"	"0"	"5"	"5"	"1"	"15"	"2"	"6"	"2"	"13"	"8"	"9"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"22"	"27"	"0"	"281"	"281"	"1"	"0"
"17629"	"3"	"17"	"3"	"2"	"394"	"44"	"2"	"41"	"13"	"7"	"1"	"6"	"12"	"12"	"14"	"1"	"1"	"8"	"3"	"0"	"13"	"1"	"9"	"8"	"7"	"6"	"13"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"20"	"31"	"0"	"280"	"280"	"1"	"0"
"17630"	"3"	"17"	"3"	"2"	"400"	"50"	"0"	"31"	"13"	"8"	"6"	"1"	"7"	"23"	"10"	"0"	"0"	"8"	"6"	"2"	"16"	"4"	"4"	"3"	"6"	"10"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"32"	"29"	"0"	"282"	"282"	"1"	"0"
"17631"	"3"	"17"	"3"	"2"	"397"	"48"	"2"	"34"	"11"	"6"	"4"	"4"	"7"	"17"	"17"	"0"	"0"	"10"	"3"	"0"	"10"	"5"	"7"	"5"	"8"	"8"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"26"	"28"	"0"	"271"	"271"	"1"	"0"
"17632"	"3"	"17"	"3"	"2"	"400"	"41"	"1"	"41"	"17"	"5"	"3"	"4"	"6"	"12"	"13"	"1"	"1"	"0"	"3"	"1"	"13"	"0"	"7"	"4"	"3"	"5"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"15"	"14"	"0"	"222"	"222"	"1"	"0"
"17633"	"3"	"17"	"3"	"2"	"400"	"43"	"3"	"25"	"6"	"4"	"6"	"7"	"2"	"14"	"11"	"0"	"1"	"10"	"4"	"0"	"18"	"2"	"3"	"5"	"9"	"8"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"17"	"27"	"0"	"239"	"239"	"1"	"0"
"17634"	"3"	"17"	"3"	"2"	"400"	"40"	"1"	"26"	"17"	"5"	"4"	"4"	"5"	"11"	"13"	"0"	"1"	"6"	"2"	"1"	"17"	"2"	"12"	"10"	"6"	"8"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"21"	"21"	"0"	"248"	"248"	"1"	"0"
"17635"	"3"	"17"	"3"	"2"	"0"	"38"	"4"	"39"	"19"	"5"	"3"	"4"	"10"	"9"	"15"	"0"	"0"	"12"	"4"	"1"	"7"	"0"	"7"	"4"	"10"	"12"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"214"	"13"	"20"	"5"	"244"	"247"	"0"	"0"
"17636"	"3"	"17"	"3"	"2"	"400"	"44"	"1"	"32"	"11"	"0"	"4"	"3"	"4"	"18"	"14"	"0"	"0"	"4"	"4"	"2"	"8"	"3"	"11"	"4"	"7"	"12"	"10"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"30"	"23"	"0"	"258"	"258"	"1"	"0"
"17637"	"3"	"17"	"3"	"2"	"400"	"39"	"3"	"32"	"15"	"3"	"5"	"12"	"5"	"10"	"21"	"0"	"2"	"0"	"5"	"0"	"10"	"5"	"4"	"9"	"6"	"6"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"24"	"20"	"3"	"244"	"244"	"1"	"0"
"17638"	"3"	"17"	"3"	"2"	"400"	"52"	"1"	"30"	"21"	"5"	"4"	"3"	"4"	"18"	"18"	"1"	"1"	"9"	"3"	"2"	"16"	"2"	"8"	"9"	"8"	"4"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"18"	"24"	"0"	"270"	"270"	"1"	"0"
"17639"	"3"	"17"	"3"	"2"	"400"	"51"	"5"	"33"	"14"	"4"	"5"	"4"	"6"	"9"	"12"	"1"	"0"	"5"	"7"	"0"	"9"	"3"	"4"	"5"	"10"	"14"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"21"	"22"	"0"	"259"	"259"	"1"	"0"
"17640"	"3"	"17"	"3"	"2"	"400"	"43"	"4"	"31"	"8"	"5"	"5"	"0"	"5"	"15"	"9"	"1"	"0"	"13"	"2"	"0"	"8"	"3"	"5"	"6"	"3"	"14"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"28"	"23"	"0"	"245"	"245"	"1"	"0"
"17641"	"3"	"17"	"3"	"2"	"400"	"47"	"3"	"24"	"13"	"0"	"2"	"3"	"7"	"11"	"4"	"0"	"1"	"4"	"5"	"1"	"7"	"1"	"6"	"5"	"10"	"8"	"7"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"179"	"24"	"17"	"0"	"226"	"220"	"0"	"0"
"17642"	"3"	"17"	"3"	"2"	"400"	"39"	"1"	"37"	"16"	"5"	"5"	"4"	"3"	"12"	"15"	"0"	"1"	"6"	"4"	"0"	"19"	"1"	"6"	"4"	"12"	"6"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"18"	"18"	"0"	"244"	"244"	"1"	"0"
"17643"	"3"	"17"	"3"	"2"	"400"	"40"	"0"	"44"	"18"	"2"	"4"	"3"	"6"	"20"	"19"	"1"	"0"	"11"	"4"	"0"	"12"	"1"	"7"	"1"	"9"	"3"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"17"	"21"	"0"	"255"	"255"	"1"	"0"
"17644"	"3"	"17"	"3"	"2"	"400"	"51"	"4"	"45"	"29"	"6"	"5"	"0"	"2"	"16"	"10"	"0"	"0"	"4"	"3"	"0"	"13"	"1"	"8"	"0"	"17"	"6"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"15"	"13"	"3"	"257"	"257"	"1"	"0"
"17645"	"3"	"17"	"3"	"2"	"246"	"26"	"1"	"25"	"11"	"4"	"4"	"0"	"4"	"9"	"4"	"1"	"2"	"8"	"3"	"0"	"12"	"0"	"10"	"3"	"7"	"4"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"3"	"10"	"0"	"160"	"160"	"1"	"0"
"17646"	"3"	"17"	"3"	"2"	"245"	"0"	"26"	"15"	"7"	"3"	"0"	"3"	"0"	"8"	"9"	"1"	"0"	"6"	"1"	"0"	"9"	"3"	"2"	"1"	"6"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"15"	"17"	"0"	"142"	"142"	"1"	"0"
"17647"	"3"	"17"	"3"	"2"	"381"	"62"	"0"	"62"	"6"	"0"	"1"	"0"	"1"	"17"	"2"	"1"	"0"	"0"	"1"	"0"	"8"	"4"	"21"	"1"	"18"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"26"	"27"	"0"	"264"	"264"	"1"	"0"
"17648"	"3"	"17"	"3"	"2"	"380"	"48"	"2"	"64"	"6"	"3"	"3"	"2"	"1"	"26"	"7"	"0"	"0"	"0"	"1"	"0"	"17"	"1"	"29"	"2"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"21"	"48"	"0"	"295"	"295"	"1"	"0"
"17649"	"3"	"17"	"3"	"2"	"380"	"52"	"2"	"66"	"3"	"0"	"1"	"0"	"0"	"19"	"10"	"0"	"0"	"1"	"1"	"1"	"4"	"0"	"43"	"0"	"12"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"11"	"21"	"0"	"253"	"253"	"1"	"0"
"17650"	"3"	"17"	"3"	"2"	"380"	"36"	"1"	"78"	"2"	"0"	"1"	"0"	"2"	"11"	"4"	"0"	"0"	"3"	"1"	"1"	"11"	"0"	"28"	"2"	"7"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"30"	"33"	"0"	"256"	"256"	"1"	"0"
"17651"	"3"	"17"	"3"	"2"	"287"	"19"	"1"	"64"	"8"	"1"	"6"	"1"	"0"	"14"	"5"	"0"	"0"	"1"	"2"	"0"	"8"	"1"	"31"	"1"	"6"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"8"	"19"	"0"	"201"	"201"	"1"	"0"
"17652"	"3"	"17"	"3"	"2"	"288"	"33"	"0"	"67"	"2"	"1"	"2"	"1"	"0"	"14"	"7"	"0"	"0"	"0"	"1"	"0"	"13"	"0"	"36"	"1"	"12"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"4"	"17"	"0"	"214"	"214"	"1"	"0"
"17653"	"3"	"17"	"3"	"2"	"600"	"32"	"7"	"21"	"16"	"5"	"6"	"1"	"5"	"9"	"22"	"0"	"1"	"15"	"8"	"0"	"11"	"2"	"0"	"3"	"2"	"12"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"20"	"15"	"0"	"222"	"222"	"1"	"0"
"17654"	"3"	"17"	"3"	"2"	"521"	"29"	"5"	"20"	"11"	"3"	"2"	"5"	"2"	"5"	"16"	"0"	"0"	"17"	"3"	"0"	"10"	"2"	"0"	"6"	"1"	"13"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"18"	"15"	"0"	"189"	"189"	"1"	"0"
"17655"	"3"	"17"	"3"	"2"	"520"	"14"	"1"	"19"	"7"	"2"	"0"	"0"	"7"	"3"	"9"	"0"	"0"	"5"	"1"	"0"	"4"	"1"	"2"	"0"	"1"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"84"	"84"	"13"	"8"	"0"	"105"	"105"	"1"	"0"
"17656"	"3"	"17"	"4"	"2"	"400"	"25"	"0"	"56"	"28"	"3"	"1"	"1"	"1"	"1"	"26"	"0"	"0"	"7"	"4"	"0"	"12"	"3"	"0"	"2"	"0"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"20"	"32"	"0"	"235"	"235"	"1"	"0"
"17657"	"3"	"17"	"4"	"2"	"400"	"18"	"1"	"55"	"23"	"1"	"1"	"0"	"2"	"1"	"47"	"0"	"0"	"11"	"1"	"1"	"7"	"1"	"0"	"3"	"1"	"10"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"19"	"34"	"0"	"244"	"244"	"1"	"0"
"17658"	"3"	"17"	"4"	"2"	"400"	"40"	"0"	"60"	"31"	"2"	"4"	"1"	"2"	"2"	"51"	"0"	"0"	"14"	"1"	"0"	"10"	"2"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"22"	"46"	"0"	"292"	"292"	"1"	"0"
"17659"	"3"	"17"	"4"	"2"	"400"	"29"	"0"	"56"	"31"	"1"	"3"	"0"	"1"	"1"	"50"	"3"	"0"	"13"	"5"	"1"	"8"	"1"	"0"	"3"	"2"	"4"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"28"	"30"	"0"	"276"	"276"	"1"	"0"
"17660"	"3"	"17"	"4"	"2"	"400"	"31"	"1"	"77"	"39"	"1"	"4"	"0"	"1"	"0"	"55"	"1"	"0"	"7"	"0"	"0"	"8"	"2"	"0"	"1"	"3"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"16"	"43"	"0"	"300"	"300"	"1"	"0"
"17661"	"3"	"17"	"4"	"2"	"400"	"24"	"2"	"39"	"32"	"1"	"2"	"1"	"5"	"3"	"44"	"1"	"0"	"4"	"4"	"1"	"5"	"2"	"1"	"2"	"1"	"7"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"17"	"37"	"54"	"244"	"244"	"1"	"0"
"17662"	"3"	"17"	"4"	"2"	"400"	"24"	"0"	"66"	"27"	"0"	"5"	"0"	"2"	"2"	"45"	"0"	"0"	"5"	"1"	"0"	"8"	"2"	"0"	"1"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"29"	"36"	"0"	"263"	"263"	"1"	"0"
"17663"	"3"	"17"	"4"	"2"	"400"	"32"	"0"	"56"	"28"	"2"	"0"	"1"	"1"	"5"	"42"	"1"	"0"	"10"	"1"	"0"	"12"	"2"	"1"	"3"	"4"	"9"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"16"	"25"	"0"	"257"	"257"	"1"	"0"
"17664"	"3"	"17"	"4"	"2"	"400"	"20"	"1"	"52"	"41"	"1"	"4"	"0"	"4"	"1"	"42"	"0"	"0"	"8"	"1"	"0"	"7"	"2"	"0"	"2"	"2"	"7"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"23"	"26"	"0"	"253"	"253"	"1"	"0"
"17665"	"3"	"17"	"4"	"2"	"400"	"11"	"0"	"63"	"37"	"4"	"0"	"1"	"1"	"0"	"57"	"1"	"0"	"3"	"3"	"0"	"14"	"1"	"0"	"3"	"2"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"11"	"17"	"0"	"239"	"239"	"1"	"0"
"17666"	"3"	"17"	"4"	"2"	"239"	"14"	"1"	"50"	"19"	"1"	"4"	"0"	"0"	"2"	"42"	"0"	"0"	"4"	"0"	"0"	"5"	"0"	"1"	"0"	"2"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"7"	"11"	"0"	"172"	"172"	"1"	"0"
"17667"	"3"	"17"	"4"	"2"	"242"	"14"	"0"	"51"	"20"	"0"	"1"	"0"	"2"	"2"	"25"	"0"	"0"	"3"	"0"	"1"	"5"	"0"	"0"	"0"	"1"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"8"	"19"	"0"	"162"	"162"	"1"	"0"
"17668"	"3"	"17"	"4"	"2"	"380"	"72"	"1"	"27"	"18"	"3"	"1"	"0"	"2"	"0"	"22"	"0"	"2"	"0"	"1"	"2"	"4"	"0"	"0"	"1"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"19"	"23"	"0"	"208"	"208"	"1"	"0"
"17669"	"3"	"17"	"4"	"2"	"380"	"66"	"2"	"23"	"7"	"1"	"4"	"1"	"4"	"1"	"18"	"0"	"0"	"3"	"1"	"1"	"4"	"2"	"0"	"2"	"0"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"19"	"26"	"0"	"199"	"199"	"1"	"0"
"17670"	"3"	"17"	"4"	"2"	"380"	"87"	"2"	"26"	"7"	"0"	"3"	"2"	"2"	"2"	"21"	"0"	"0"	"6"	"1"	"1"	"5"	"2"	"2"	"4"	"2"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"8"	"31"	"0"	"235"	"235"	"1"	"0"
"17671"	"3"	"17"	"4"	"2"	"380"	"84"	"5"	"20"	"9"	"1"	"3"	"0"	"0"	"2"	"23"	"0"	"1"	"4"	"1"	"2"	"10"	"1"	"2"	"2"	"1"	"21"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"8"	"23"	"0"	"231"	"231"	"1"	"0"
"17672"	"3"	"17"	"4"	"2"	"380"	"62"	"2"	"25"	"9"	"2"	"5"	"0"	"1"	"1"	"22"	"1"	"0"	"0"	"0"	"0"	"7"	"2"	"0"	"2"	"0"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"12"	"34"	"0"	"205"	"205"	"1"	"0"
"17673"	"3"	"17"	"4"	"2"	"383"	"80"	"0"	"24"	"11"	"1"	"6"	"0"	"2"	"1"	"13"	"0"	"1"	"0"	"1"	"2"	"7"	"1"	"1"	"1"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"13"	"28"	"0"	"205"	"205"	"1"	"0"
"17674"	"3"	"17"	"4"	"2"	"380"	"75"	"1"	"37"	"16"	"1"	"1"	"0"	"0"	"0"	"24"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"19"	"26"	"0"	"226"	"226"	"1"	"0"
"17675"	"3"	"17"	"4"	"2"	"380"	"66"	"0"	"26"	"11"	"0"	"2"	"1"	"0"	"0"	"22"	"0"	"0"	"1"	"2"	"0"	"4"	"0"	"1"	"0"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"11"	"16"	"0"	"178"	"178"	"1"	"0"
"17676"	"3"	"17"	"4"	"2"	"380"	"76"	"1"	"30"	"9"	"0"	"2"	"0"	"1"	"3"	"15"	"1"	"0"	"2"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"12"	"18"	"0"	"186"	"186"	"1"	"0"
"17677"	"3"	"17"	"4"	"2"	"380"	"87"	"0"	"36"	"7"	"0"	"5"	"0"	"0"	"1"	"14"	"0"	"0"	"3"	"0"	"3"	"3"	"2"	"1"	"0"	"1"	"15"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"5"	"18"	"0"	"207"	"207"	"1"	"0"
"17678"	"3"	"17"	"4"	"2"	"203"	"46"	"0"	"17"	"8"	"1"	"5"	"1"	"0"	"1"	"9"	"0"	"0"	"1"	"0"	"2"	"5"	"1"	"0"	"0"	"2"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"2"	"10"	"0"	"126"	"126"	"1"	"0"
"17679"	"3"	"17"	"4"	"2"	"193"	"40"	"1"	"10"	"3"	"0"	"2"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"73"	"73"	"5"	"12"	"0"	"90"	"90"	"1"	"0"
"17680"	"3"	"17"	"4"	"2"	"380"	"8"	"0"	"20"	"10"	"3"	"1"	"1"	"1"	"0"	"11"	"0"	"0"	"0"	"0"	"39"	"20"	"1"	"0"	"1"	"3"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"10"	"18"	"0"	"154"	"154"	"1"	"0"
"17681"	"3"	"17"	"4"	"2"	"380"	"4"	"0"	"14"	"9"	"3"	"0"	"0"	"3"	"0"	"14"	"0"	"0"	"0"	"0"	"23"	"23"	"0"	"0"	"1"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"13"	"21"	"0"	"137"	"137"	"1"	"0"
"17682"	"3"	"17"	"4"	"2"	"380"	"5"	"1"	"14"	"9"	"0"	"0"	"0"	"3"	"0"	"12"	"0"	"0"	"1"	"0"	"31"	"19"	"2"	"0"	"3"	"2"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"11"	"17"	"0"	"135"	"135"	"1"	"0"
"17683"	"3"	"17"	"4"	"2"	"364"	"5"	"1"	"9"	"6"	"2"	"1"	"0"	"2"	"1"	"14"	"1"	"1"	"1"	"0"	"29"	"17"	"2"	"1"	"2"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"100"	"17"	"14"	"0"	"131"	"131"	"1"	"0"
"17684"	"3"	"17"	"4"	"2"	"363"	"8"	"0"	"13"	"9"	"4"	"0"	"0"	"1"	"0"	"14"	"0"	"0"	"1"	"0"	"34"	"25"	"2"	"0"	"0"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"14"	"16"	"0"	"150"	"150"	"1"	"0"
"17685"	"3"	"17"	"4"	"2"	"378"	"37"	"1"	"41"	"55"	"2"	"3"	"1"	"0"	"1"	"12"	"0"	"1"	"7"	"3"	"1"	"2"	"0"	"0"	"6"	"2"	"9"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"17"	"22"	"0"	"228"	"228"	"1"	"0"
"17686"	"3"	"17"	"4"	"2"	"380"	"24"	"1"	"45"	"53"	"2"	"3"	"0"	"0"	"3"	"17"	"1"	"0"	"13"	"0"	"1"	"5"	"2"	"0"	"1"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"27"	"21"	"0"	"229"	"229"	"1"	"0"
"17687"	"3"	"17"	"4"	"2"	"380"	"21"	"1"	"55"	"52"	"0"	"3"	"1"	"1"	"2"	"22"	"0"	"1"	"11"	"0"	"3"	"8"	"0"	"0"	"0"	"2"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"13"	"21"	"0"	"233"	"233"	"1"	"0"
"17688"	"3"	"17"	"4"	"2"	"380"	"24"	"0"	"60"	"47"	"1"	"2"	"1"	"3"	"1"	"15"	"0"	"0"	"8"	"0"	"5"	"1"	"1"	"0"	"3"	"0"	"12"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"16"	"17"	"0"	"223"	"223"	"1"	"0"
"17689"	"3"	"17"	"4"	"2"	"380"	"31"	"0"	"48"	"67"	"0"	"1"	"3"	"1"	"1"	"10"	"1"	"0"	"4"	"1"	"2"	"3"	"2"	"0"	"3"	"1"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"20"	"16"	"0"	"225"	"225"	"1"	"0"
